county,precinct,office,district,candidate,party,election_day,absentee,mail,votes
Box Elder,Tremonton 02,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Tremonton 02,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Tremonton 02,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 02,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 02,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Tremonton 02,U.S. PRESIDENT,,Write-in 80,NP,1,0,0,1
Box Elder,Tremonton 02,U. S. SENATE,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,10,0,1,11
Box Elder,Tremonton 02,U. S. SENATE,,SCOTT HOWELL,DEM,66,29,1,96
Box Elder,Tremonton 02,U. S. SENATE,,ORRIN G. HATCH,REP,282,123,15,420
Box Elder,Tremonton 02,U. S. SENATE,,DANIEL GEERY,JUS,0,0,1,1
Box Elder,Tremonton 02,U. S. SENATE,,BILL BARRON,UNA,0,0,0,0
Box Elder,Tremonton 02,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Tremonton 02,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Tremonton 02,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,15,0,2,17
Box Elder,Tremonton 02,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,61,27,4,92
Box Elder,Tremonton 02,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,280,126,12,418
Box Elder,Tremonton 02,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 02,GOVERNOR,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,GOVERNOR,,PETER S COOKE,DEM,67,22,0,89
Box Elder,Tremonton 02,GOVERNOR,,KEN LARSEN,LIB,6,1,1,8
Box Elder,Tremonton 02,GOVERNOR,,KIRK D PEARSON,CON,5,1,0,6
Box Elder,Tremonton 02,GOVERNOR,,GARY R. HERBERT,REP,276,129,17,422
Box Elder,Tremonton 02,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Tremonton 02,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Tremonton 02,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Tremonton 02,ATTY GENERAL,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,ATTY GENERAL,,DEE W. SMITH,DEM,76,39,2,117
Box Elder,Tremonton 02,ATTY GENERAL,,JOHN SWALLOW,REP,264,110,14,388
Box Elder,Tremonton 02,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,10,4,2,16
Box Elder,Tremonton 02,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 02,STATE AUDITOR,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,STATE AUDITOR,,MARK SAGE,DEM,66,23,3,92
Box Elder,Tremonton 02,STATE AUDITOR,,JOHN DOUGALL,REP,257,119,14,390
Box Elder,Tremonton 02,STATE AUDITOR,,RICHARD PROCTOR,CON,18,9,1,28
Box Elder,Tremonton 02,STATE AUDITOR,,Write-in 40,NP,2,0,0,2
Box Elder,Tremonton 02,STATE TREASURER,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,STATE TREASURER,,CHRISTOPHER STOUT,DEM,72,23,2,97
Box Elder,Tremonton 02,STATE TREASURER,,VINCENT C. MARCUS,LIB,12,10,4,26
Box Elder,Tremonton 02,STATE TREASURER,,RICHARD K. ELLIS,REP,259,118,12,389
Box Elder,Tremonton 02,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Tremonton 02,STATE TREASURER,,Write-in 40,NP,1,0,0,1
Box Elder,Tremonton 02,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,65,26,2,93
Box Elder,Tremonton 02,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,271,122,14,407
Box Elder,Tremonton 02,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,18,4,1,23
Box Elder,Tremonton 02,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 02,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,199,103,8,310
Box Elder,Tremonton 02,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,106,26,7,139
Box Elder,Tremonton 02,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,1,1,1,3
Box Elder,Tremonton 02,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,336,146,16,498
Box Elder,Tremonton 02,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,2,0,0,2
Box Elder,Tremonton 02,Judge KEVIN K. ALLEN,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,Judge KEVIN K. ALLEN,,YES,NP,276,126,15,417
Box Elder,Tremonton 02,Judge KEVIN K. ALLEN,,NO,NP,49,13,2,64
Box Elder,Tremonton 02,Judge JEFFREY R. BURBANK,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,Judge JEFFREY R. BURBANK,,YES,NP,287,126,15,428
Box Elder,Tremonton 02,Judge JEFFREY R. BURBANK,,NO,NP,41,15,2,58
Box Elder,Tremonton 02,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,CONNIE J. ARCHIBALD,NP,316,134,16,466
Box Elder,Tremonton 02,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,Write-in 20,NP,4,3,0,7
Box Elder,Tremonton 02,Constitutional Amendment A,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,Constitutional Amendment A,,FOR,NP,150,56,8,214
Box Elder,Tremonton 02,Constitutional Amendment A,,AGAINST,NP,179,91,9,279
Box Elder,Tremonton 02,Constitutional Amendment B,,Registered Voters,NP,768,,,
Box Elder,Tremonton 02,Constitutional Amendment B,,FOR,NP,237,108,8,353
Box Elder,Tremonton 02,Constitutional Amendment B,,AGAINST,NP,112,45,9,166
Box Elder,Tremonton 03,STRAIGHT PARTY,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0
Box Elder,Tremonton 03,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,0,0,1
Box Elder,Tremonton 03,STRAIGHT PARTY,,DEMOCRATIC,DEM,13,2,2,17
Box Elder,Tremonton 03,STRAIGHT PARTY,,REPUBLICAN,REP,105,24,9,138
Box Elder,Tremonton 03,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Tremonton 03,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,MITT ROMNEY,REP,293,74,32,399
Box Elder,Tremonton 03,U.S. PRESIDENT,,BARACK OBAMA,DEM,24,4,8,36
Box Elder,Tremonton 03,U.S. PRESIDENT,,GARY JOHNSON,LIB,4,0,0,4
Box Elder,Tremonton 03,U.S. PRESIDENT,,VIRGIL GOODE,CON,1,0,2,3
Box Elder,Tremonton 03,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Tremonton 03,U.S. PRESIDENT,,Write-in 80,NP,2,0,0,2
Box Elder,Tremonton 03,U. S. SENATE,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,18,0,0,18
Box Elder,Tremonton 03,U. S. SENATE,,SCOTT HOWELL,DEM,48,6,5,59
Box Elder,Tremonton 03,U. S. SENATE,,ORRIN G. HATCH,REP,251,70,32,353
Box Elder,Tremonton 03,U. S. SENATE,,DANIEL GEERY,JUS,4,0,5,9
Box Elder,Tremonton 03,U. S. SENATE,,BILL BARRON,UNA,1,0,0,1
Box Elder,Tremonton 03,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Tremonton 03,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Tremonton 03,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,18,0,1,19
Box Elder,Tremonton 03,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,36,6,6,48
Box Elder,Tremonton 03,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,267,70,35,372
Box Elder,Tremonton 03,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 03,GOVERNOR,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,GOVERNOR,,PETER S COOKE,DEM,36,4,6,46
Box Elder,Tremonton 03,GOVERNOR,,KEN LARSEN,LIB,6,1,2,9
Box Elder,Tremonton 03,GOVERNOR,,KIRK D PEARSON,CON,6,0,2,8
Box Elder,Tremonton 03,GOVERNOR,,GARY R. HERBERT,REP,273,72,32,377
Box Elder,Tremonton 03,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Tremonton 03,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Tremonton 03,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Tremonton 03,ATTY GENERAL,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,ATTY GENERAL,,DEE W. SMITH,DEM,44,11,8,63
Box Elder,Tremonton 03,ATTY GENERAL,,JOHN SWALLOW,REP,254,60,32,346
Box Elder,Tremonton 03,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,16,1,2,19
Box Elder,Tremonton 03,ATTY GENERAL,,Write-in 40,NP,1,0,0,1
Box Elder,Tremonton 03,STATE AUDITOR,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,STATE AUDITOR,,MARK SAGE,DEM,43,7,8,58
Box Elder,Tremonton 03,STATE AUDITOR,,JOHN DOUGALL,REP,251,61,28,340
Box Elder,Tremonton 03,STATE AUDITOR,,RICHARD PROCTOR,CON,19,3,4,26
Box Elder,Tremonton 03,STATE AUDITOR,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 03,STATE TREASURER,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,STATE TREASURER,,CHRISTOPHER STOUT,DEM,46,7,6,59
Box Elder,Tremonton 03,STATE TREASURER,,VINCENT C. MARCUS,LIB,16,1,1,18
Box Elder,Tremonton 03,STATE TREASURER,,RICHARD K. ELLIS,REP,247,60,33,340
Box Elder,Tremonton 03,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Tremonton 03,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 03,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,45,9,8,62
Box Elder,Tremonton 03,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,250,62,28,340
Box Elder,Tremonton 03,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,27,6,5,38
Box Elder,Tremonton 03,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 03,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,192,46,19,257
Box Elder,Tremonton 03,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,77,18,15,110
Box Elder,Tremonton 03,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,2,2,2,6
Box Elder,Tremonton 03,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,305,73,34,412
Box Elder,Tremonton 03,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,4,0,2,6
Box Elder,Tremonton 03,Judge KEVIN K. ALLEN,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,Judge KEVIN K. ALLEN,,YES,NP,248,59,27,334
Box Elder,Tremonton 03,Judge KEVIN K. ALLEN,,NO,NP,38,8,11,57
Box Elder,Tremonton 03,Judge JEFFREY R. BURBANK,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,Judge JEFFREY R. BURBANK,,YES,NP,251,62,30,343
Box Elder,Tremonton 03,Judge JEFFREY R. BURBANK,,NO,NP,34,5,9,48
Box Elder,Tremonton 03,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,CONNIE J. ARCHIBALD,NP,284,65,34,383
Box Elder,Tremonton 03,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,Write-in 20,NP,4,2,2,8
Box Elder,Tremonton 03,Constitutional Amendment A,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,Constitutional Amendment A,,FOR,NP,134,34,19,187
Box Elder,Tremonton 03,Constitutional Amendment A,,AGAINST,NP,157,34,19,210
Box Elder,Tremonton 03,Constitutional Amendment B,,Registered Voters,NP,671,,,
Box Elder,Tremonton 03,Constitutional Amendment B,,FOR,NP,211,52,27,290
Box Elder,Tremonton 03,Constitutional Amendment B,,AGAINST,NP,100,23,13,136
Box Elder,Tremonton 04,STRAIGHT PARTY,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,STRAIGHT PARTY,,CONSTITUTION,CON,2,2,0,4
Box Elder,Tremonton 04,STRAIGHT PARTY,,LIBERTARIAN,LIB,4,1,0,5
Box Elder,Tremonton 04,STRAIGHT PARTY,,DEMOCRATIC,DEM,24,6,5,35
Box Elder,Tremonton 04,STRAIGHT PARTY,,REPUBLICAN,REP,108,38,7,153
Box Elder,Tremonton 04,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Tremonton 04,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,MITT ROMNEY,REP,289,137,29,455
Box Elder,Tremonton 04,U.S. PRESIDENT,,BARACK OBAMA,DEM,42,10,8,60
Box Elder,Tremonton 04,U.S. PRESIDENT,,GARY JOHNSON,LIB,3,1,0,4
Box Elder,Tremonton 04,U.S. PRESIDENT,,VIRGIL GOODE,CON,3,2,0,5
Box Elder,Tremonton 04,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,1,1,0,2
Box Elder,Tremonton 04,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Tremonton 04,U.S. PRESIDENT,,Write-in 80,NP,1,0,0,1
Box Elder,Tremonton 04,U. S. SENATE,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,11,6,0,17
Box Elder,Tremonton 04,U. S. SENATE,,SCOTT HOWELL,DEM,63,22,9,94
Box Elder,Tremonton 04,U. S. SENATE,,ORRIN G. HATCH,REP,256,119,28,403
Box Elder,Tremonton 04,U. S. SENATE,,DANIEL GEERY,JUS,2,1,0,3
Box Elder,Tremonton 04,U. S. SENATE,,BILL BARRON,UNA,2,0,0,2
Box Elder,Tremonton 04,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Tremonton 04,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Tremonton 04,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,12,8,0,20
Box Elder,Tremonton 04,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,45,20,9,74
Box Elder,Tremonton 04,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,276,120,28,424
Box Elder,Tremonton 04,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 04,GOVERNOR,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,GOVERNOR,,PETER S COOKE,DEM,54,14,8,76
Box Elder,Tremonton 04,GOVERNOR,,KEN LARSEN,LIB,6,2,1,9
Box Elder,Tremonton 04,GOVERNOR,,KIRK D PEARSON,CON,5,3,0,8
Box Elder,Tremonton 04,GOVERNOR,,GARY R. HERBERT,REP,266,130,28,424
Box Elder,Tremonton 04,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Tremonton 04,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Tremonton 04,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Tremonton 04,ATTY GENERAL,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,ATTY GENERAL,,DEE W. SMITH,DEM,62,19,10,91
Box Elder,Tremonton 04,ATTY GENERAL,,JOHN SWALLOW,REP,243,122,25,390
Box Elder,Tremonton 04,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,23,7,2,32
Box Elder,Tremonton 04,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 04,STATE AUDITOR,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,STATE AUDITOR,,MARK SAGE,DEM,54,22,9,85
Box Elder,Tremonton 04,STATE AUDITOR,,JOHN DOUGALL,REP,246,119,27,392
Box Elder,Tremonton 04,STATE AUDITOR,,RICHARD PROCTOR,CON,20,7,0,27
Box Elder,Tremonton 04,STATE AUDITOR,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 04,STATE TREASURER,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,STATE TREASURER,,CHRISTOPHER STOUT,DEM,54,19,12,85
Box Elder,Tremonton 04,STATE TREASURER,,VINCENT C. MARCUS,LIB,20,11,1,32
Box Elder,Tremonton 04,STATE TREASURER,,RICHARD K. ELLIS,REP,247,116,22,385
Box Elder,Tremonton 04,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Tremonton 04,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 04,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,55,26,9,90
Box Elder,Tremonton 04,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,249,115,26,390
Box Elder,Tremonton 04,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,28,9,2,39
Box Elder,Tremonton 04,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Tremonton 04,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,162,75,13,250
Box Elder,Tremonton 04,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,106,51,18,175
Box Elder,Tremonton 04,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,1,0,0,1
Box Elder,Tremonton 04,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,313,143,34,490
Box Elder,Tremonton 04,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,0,0,0,0
Box Elder,Tremonton 04,Judge KEVIN K. ALLEN,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,Judge KEVIN K. ALLEN,,YES,NP,247,114,27,388
Box Elder,Tremonton 04,Judge KEVIN K. ALLEN,,NO,NP,41,19,6,66
Box Elder,Tremonton 04,Judge JEFFREY R. BURBANK,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,Judge JEFFREY R. BURBANK,,YES,NP,257,116,28,401
Box Elder,Tremonton 04,Judge JEFFREY R. BURBANK,,NO,NP,31,19,5,55
Box Elder,Tremonton 04,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,CONNIE J. ARCHIBALD,NP,283,130,28,441
Box Elder,Tremonton 04,BOX ELDER COUNTY SCHOOL BOARD DIST 2,,Write-in 20,NP,2,0,0,2
Box Elder,Tremonton 04,Constitutional Amendment A,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,Constitutional Amendment A,,FOR,NP,158,61,14,233
Box Elder,Tremonton 04,Constitutional Amendment A,,AGAINST,NP,141,70,19,230
Box Elder,Tremonton 04,Constitutional Amendment B,,Registered Voters,NP,773,,,
Box Elder,Tremonton 04,Constitutional Amendment B,,FOR,NP,223,100,17,340
Box Elder,Tremonton 04,Constitutional Amendment B,,AGAINST,NP,96,43,16,155
Box Elder,Tremonton 05,STRAIGHT PARTY,,Registered Voters,NP,468,,,
Box Elder,Tremonton 05,STRAIGHT PARTY,,CONSTITUTION,CON,0,1,0,1
Box Elder,Tremonton 05,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,0,0,2
Box Elder,Tremonton 05,STRAIGHT PARTY,,DEMOCRATIC,DEM,6,2,0,8
Box Elder,Tremonton 05,STRAIGHT PARTY,,REPUBLICAN,REP,85,33,2,120
Box Elder,Tremonton 05,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Tremonton 05,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,Registered Voters,NP,468,,,
Box Elder,Tremonton 05,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,MITT ROMNEY,REP,216,106,16,338
Box Elder,Tremonton 05,U.S. PRESIDENT,,BARACK OBAMA,DEM,14,5,0,19
Box Elder,Tremonton 05,U.S. PRESIDENT,,GARY JOHNSON,LIB,3,0,0,3
Box Elder,Tremonton 05,U.S. PRESIDENT,,VIRGIL GOODE,CON,0,1,0,1
Box Elder,Tremonton 05,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Tremonton 05,U.S. PRESIDENT,,Write-in 80,NP,0,0,0,0
Box Elder,Tremonton 05,U. S. SENATE,,Registered Voters,NP,468,,,
Box Elder,Tremonton 05,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,5,6,0,11
Box Elder,Tremonton 05,U. S. SENATE,,SCOTT HOWELL,DEM,29,10,1,40
Box Elder,Tremonton 05,U. S. SENATE,,ORRIN G. HATCH,REP,192,95,15,302
Box Elder,Tremonton 05,U. S. SENATE,,DANIEL GEERY,JUS,1,0,0,1
