county,precinct,office,district,candidate,party,polling,early,absentee,provisional,votes
Millard,Oak City,President/Vice President,,Gary Johnson,LIB,3,0,1,0,4
Millard,Oak City,President/Vice President,,Virgil Goode,CON,13,1,0,0,14
Millard,Oak City,President/Vice President,,Ross C. Anderson,JUS,0,0,0,0,0
Millard,Oak City,President/Vice President,,Write-In Votes,,3,1,2,0,6
Millard,Oak City,U.S. Senate,,Shaun McCausland,CON,41,2,4,2,49
Millard,Oak City,U.S. Senate,,Scott Howell,DEM,56,6,3,1,66
Millard,Oak City,U.S. Senate,,Orrin G. Hatch,REP,225,8,17,1,251
Millard,Oak City,U.S. Senate,,Daniel Geery,JUS,1,0,1,0,2
Millard,Oak City,U.S. Senate,,Bill Barron,,3,0,2,0,5
Millard,Oak City,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Oak City,U.S. House,2,Chris Stewart,REP,255,10,23,2,290
Millard,Oak City,U.S. House,2,Jay Seegmiller,DEM,35,4,1,1,41
Millard,Oak City,U.S. House,2,Charles E. Kimball,,3,0,1,0,4
Millard,Oak City,U.S. House,2,Jonathan D. Garrard,CON,24,1,2,1,28
Millard,Oak City,U.S. House,2,Joseph Andrade,,1,1,0,0,2
Millard,Oak City,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Oak City,Governor,,Peter S. Cooke,DEM,38,5,1,1,45
Millard,Oak City,Governor,,Ken Larsen,LIB,3,0,0,0,3
Millard,Oak City,Governor,,Kirk D. Pearson,CON,24,1,3,0,28
Millard,Oak City,Governor,,Gary R. Herbert,REP,259,11,23,3,296
Millard,Oak City,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Oak City,Attorney General,,Dee W. Smith,DEM,42,6,1,0,49
Millard,Oak City,Attorney General,,John Swallow,REP,257,9,23,1,290
Millard,Oak City,Attorney General,,W. Andrew McCullough,LIB,22,2,3,3,30
Millard,Oak City,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Oak City,State Auditor,,Mark Sage,DEM,31,3,2,0,36
Millard,Oak City,State Auditor,,John Dougall,REP,239,11,20,1,271
Millard,Oak City,State Auditor,,Richard Proctor,CON,43,2,5,3,53
Millard,Oak City,State Auditor,,Write-In Votes,,3,0,0,0,3
Millard,Oak City,State Treasurer,,Christopher Stout,DEM,47,3,1,1,52
Millard,Oak City,State Treasurer,,Vincent C. Marcus,LIB,24,4,2,1,31
Millard,Oak City,State Treasurer,,Richard K. Ellis,REP,238,10,23,2,273
Millard,Oak City,State Treasurer,,Write-In Votes,,2,0,0,0,2
Millard,Oak City,State Senate,24,Ralph Okerlund,REP,260,10,21,1,292
Millard,Oak City,State Senate,24,Trestin Meacham,CON,53,3,5,3,64
Millard,Oak City,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Oak City,State House,68,Merrill Nelson,REP,234,7,20,1,262
Millard,Oak City,State House,68,Thomas E. Nedreberg,DEM,35,5,1,0,41
Millard,Oak City,State House,68,Paul J. McCollaum,CON,51,4,5,3,63
Millard,Oak City,State House,68,Write-In Votes,,4,0,1,0,5
Millard,Scipio,Registered Voters,,,,,,,,208
Millard,Scipio,Ballots Cast,,,,144,14,16,2,176
Millard,Scipio,Straight Party,,,CON,0,0,0,0,0
Millard,Scipio,Straight Party,,,LIB,0,0,0,0,0
Millard,Scipio,Straight Party,,,DEM,3,0,3,0,6
Millard,Scipio,Straight Party,,,REP,49,1,1,0,51
Millard,Scipio,Straight Party,,,JUS,0,0,0,0,0
Millard,Scipio,Straight Party,,,GRN,0,0,0,0,0
Millard,Scipio,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Scipio,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Scipio,President/Vice President,,Mitt Romney,REP,129,10,7,2,148
Millard,Scipio,President/Vice President,,Barack Obama,DEM,11,4,8,0,23
Millard,Scipio,President/Vice President,,Gary Johnson,LIB,0,0,0,0,0
Millard,Scipio,President/Vice President,,Virgil Goode,CON,1,0,0,0,1
Millard,Scipio,President/Vice President,,Ross C. Anderson,JUS,1,0,0,0,1
Millard,Scipio,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Scipio,U.S. Senate,,Shaun McCausland,CON,7,1,0,0,8
Millard,Scipio,U.S. Senate,,Scott Howell,DEM,25,4,9,0,38
Millard,Scipio,U.S. Senate,,Orrin G. Hatch,REP,108,9,6,1,124
Millard,Scipio,U.S. Senate,,Daniel Geery,JUS,2,0,0,0,2
Millard,Scipio,U.S. Senate,,Bill Barron,,0,0,0,0,0
Millard,Scipio,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Scipio,U.S. House,2,Chris Stewart,REP,122,10,4,1,137
Millard,Scipio,U.S. House,2,Jay Seegmiller,DEM,15,3,11,0,29
Millard,Scipio,U.S. House,2,Charles E. Kimball,,1,0,0,0,1
Millard,Scipio,U.S. House,2,Jonathan D. Garrard,CON,0,0,0,0,0
Millard,Scipio,U.S. House,2,Joseph Andrade,,0,0,0,0,0
Millard,Scipio,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Scipio,Governor,,Peter S. Cooke,DEM,17,4,10,0,31
Millard,Scipio,Governor,,Ken Larsen,LIB,1,0,0,0,1
Millard,Scipio,Governor,,Kirk D. Pearson,CON,1,0,0,0,1
Millard,Scipio,Governor,,Gary R. Herbert,REP,122,10,6,1,139
Millard,Scipio,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Scipio,Attorney General,,Dee W. Smith,DEM,18,4,9,0,31
Millard,Scipio,Attorney General,,John Swallow,REP,114,9,7,1,131
Millard,Scipio,Attorney General,,W. Andrew McCullough,LIB,5,0,0,0,5
Millard,Scipio,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Scipio,State Auditor,,Mark Sage,DEM,27,3,10,0,40
Millard,Scipio,State Auditor,,John Dougall,REP,108,10,6,0,124
Millard,Scipio,State Auditor,,Richard Proctor,CON,4,0,0,0,4
Millard,Scipio,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Scipio,State Treasurer,,Christopher Stout,DEM,23,4,9,0,36
Millard,Scipio,State Treasurer,,Vincent C. Marcus,LIB,2,1,0,0,3
Millard,Scipio,State Treasurer,,Richard K. Ellis,REP,114,8,7,1,130
Millard,Scipio,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Scipio,State Senate,24,Ralph Okerlund,REP,132,9,9,1,151
Millard,Scipio,State Senate,24,Trestin Meacham,CON,8,4,4,0,16
Millard,Scipio,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Scipio,State House,68,Merrill Nelson,REP,109,9,5,2,125
Millard,Scipio,State House,68,Thomas E. Nedreberg,DEM,23,4,9,0,36
Millard,Scipio,State House,68,Paul J. McCollaum,CON,7,0,2,0,9
Millard,Scipio,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,Registered Voters,,,,,,,,425
Millard,Sutherland,Ballots Cast,,,,277,21,31,4,333
Millard,Sutherland,Straight Party,,,CON,1,0,0,0,1
Millard,Sutherland,Straight Party,,,LIB,1,0,0,0,1
Millard,Sutherland,Straight Party,,,DEM,6,0,4,0,10
Millard,Sutherland,Straight Party,,,REP,62,2,9,0,73
Millard,Sutherland,Straight Party,,,JUS,0,0,0,0,0
Millard,Sutherland,Straight Party,,,GRN,1,0,0,0,1
Millard,Sutherland,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Sutherland,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Sutherland,President/Vice President,,Mitt Romney,REP,249,20,25,4,298
Millard,Sutherland,President/Vice President,,Barack Obama,DEM,16,0,6,0,22
Millard,Sutherland,President/Vice President,,Gary Johnson,LIB,3,0,0,0,3
Millard,Sutherland,President/Vice President,,Virgil Goode,CON,2,1,0,0,3
Millard,Sutherland,President/Vice President,,Ross C. Anderson,JUS,4,0,0,0,4
Millard,Sutherland,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,U.S. Senate,,Shaun McCausland,CON,20,0,0,0,20
Millard,Sutherland,U.S. Senate,,Scott Howell,DEM,47,2,9,0,58
Millard,Sutherland,U.S. Senate,,Orrin G. Hatch,REP,198,19,22,4,243
Millard,Sutherland,U.S. Senate,,Daniel Geery,JUS,0,0,0,0,0
Millard,Sutherland,U.S. Senate,,Bill Barron,,3,0,0,0,3
Millard,Sutherland,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,U.S. House,2,Chris Stewart,REP,231,19,20,4,274
Millard,Sutherland,U.S. House,2,Jay Seegmiller,DEM,27,1,7,0,35
Millard,Sutherland,U.S. House,2,Charles E. Kimball,,2,0,1,0,3
Millard,Sutherland,U.S. House,2,Jonathan D. Garrard,CON,4,0,2,0,6
Millard,Sutherland,U.S. House,2,Joseph Andrade,,5,0,1,0,6
Millard,Sutherland,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,Governor,,Peter S. Cooke,DEM,25,0,7,0,32
Millard,Sutherland,Governor,,Ken Larsen,LIB,8,0,0,0,8
Millard,Sutherland,Governor,,Kirk D. Pearson,CON,6,0,1,0,7
Millard,Sutherland,Governor,,Gary R. Herbert,REP,235,20,23,4,282
Millard,Sutherland,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,Attorney General,,Dee W. Smith,DEM,29,1,7,1,38
Millard,Sutherland,Attorney General,,John Swallow,REP,233,19,24,3,279
Millard,Sutherland,Attorney General,,W. Andrew McCullough,LIB,9,0,0,0,9
Millard,Sutherland,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,State Auditor,,Mark Sage,DEM,34,2,8,0,44
Millard,Sutherland,State Auditor,,John Dougall,REP,209,17,22,3,251
Millard,Sutherland,State Auditor,,Richard Proctor,CON,17,0,1,1,19
Millard,Sutherland,State Auditor,,Write-In Votes,,2,0,0,0,2
Millard,Sutherland,State Treasurer,,Christopher Stout,DEM,37,2,7,0,46
Millard,Sutherland,State Treasurer,,Vincent C. Marcus,LIB,7,0,1,0,8
Millard,Sutherland,State Treasurer,,Richard K. Ellis,REP,217,17,22,4,260
Millard,Sutherland,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,State Senate,24,Ralph Okerlund,REP,235,19,24,2,280
Millard,Sutherland,State Senate,24,Trestin Meacham,CON,30,0,3,2,35
Millard,Sutherland,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Sutherland,State House,68,Merrill Nelson,REP,201,16,21,4,242
Millard,Sutherland,State House,68,Thomas E. Nedreberg,DEM,28,1,5,0,34
Millard,Sutherland,State House,68,Paul J. McCollaum,CON,42,3,5,0,50
Millard,Sutherland,State House,68,Write-In Votes,,0,0,0,0,0
