county,precinct,office,district,party,candidate,votes,pct
Tooele,GV04:3U,U.S. House,2,UUP,JAYMAC MCFARLAND,0,
Tooele,GV04:3U,U.S. House,2,CON,CASSIE EASLEY,0,
Tooele,GV04:3U,U.S. House,2,REP,CHRIS STEWART,0,
Tooele,GV04:3U,State Treasurer,,REP,MARLO M. OAKS,0,
Tooele,GV04:3U,State Treasurer,,UUP,THOMAS ALAN HORNE,0,
Tooele,GV04:3U,State Treasurer,,IAP,WARREN T ROGERS,0,
Tooele,GV04:3U,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,
Tooele,GV04:3U,State Senate,1,REP,SCOTT SANDALL,0,
Tooele,GV04:3U,State House,29,CON,KIRK PEARSON,0,
Tooele,GV04:3U,State House,29,DEM,CHRIS DYER,0,
Tooele,GV04:3U,State House,29,REP,BRIDGER BOLINDER,0,
Tooele,GV04:3U,County Council 5,,LIB,SARAH M PATINO,0,
Tooele,GV04:3U,County Council 5,,REP,ERIK A. STROMBERG,0,
Tooele,GV04:3U,County Attorney,,REP,SCOTT A. BROADHEAD,0,
Tooele,GV04:3U,County Auditor,,REP,ALISON H. MCCOY,0,
Tooele,GV04:3U,County Clerk,,REP,TRACY SHAW,0,
Tooele,GV04:3U,County Sheriff,,REP,PAUL J. WIMMER,0,
Tooele,GV04:3U,County Sheriff,,,M. DEAN ADAMS,0,
Tooele,GV04:3U,Local School Board 7,,,GARY K. MERRILL,0,
Tooele,GV04:3U,Local School Board 7,,,ELIZABETH SMITH,0,
Tooele,GV04:3U,PAIGE PETERSEN Judicial Retention,,,YES,0,
Tooele,GV04:3U,PAIGE PETERSEN Judicial Retention,,,NO,0,
Tooele,GV04:3U,ADAM T. MOW Judicial Retention,,,YES,0,
Tooele,GV04:3U,ADAM T. MOW Judicial Retention,,,NO,0,
Tooele,GV04:3U,AMBER M. METTLER Judicial Retention,,,YES,0,
Tooele,GV04:3U,AMBER M. METTLER Judicial Retention,,,NO,0,
Tooele,GV04:3U,BARRY G. LAWRENCE Judicial Retention,,,YES,0,
Tooele,GV04:3U,BARRY G. LAWRENCE Judicial Retention,,,NO,0,
Tooele,GV04:3U,CHELSEA KOCH Judicial Retention,,,YES,0,
Tooele,GV04:3U,CHELSEA KOCH Judicial Retention,,,NO,0,
Tooele,GV04:3U,DIANNA M. GIBSON Judicial Retention,,,YES,0,
Tooele,GV04:3U,DIANNA M. GIBSON Judicial Retention,,,NO,0,
Tooele,GV04:3U,JAMES T. BLANCH Judicial Retention,,,YES,0,
Tooele,GV04:3U,JAMES T. BLANCH Judicial Retention,,,NO,0,
Tooele,GV04:3U,LINDA JONES Judicial Retention,,,YES,0,
Tooele,GV04:3U,LINDA JONES Judicial Retention,,,NO,0,
Tooele,GV04:3U,MARK S. KOURIS Judicial Retention,,,YES,0,
Tooele,GV04:3U,MARK S. KOURIS Judicial Retention,,,NO,0,
Tooele,GV04:3U,PATRICK W. CORUM Judicial Retention,,,YES,0,
Tooele,GV04:3U,PATRICK W. CORUM Judicial Retention,,,NO,0,
Tooele,GV04:3U,PAUL BOYD PARKER Judicial Retention,,,YES,0,
Tooele,GV04:3U,PAUL BOYD PARKER Judicial Retention,,,NO,0,
Tooele,GV04:3U,RANDALL N. SKANCHY Judicial Retention,,,YES,0,
Tooele,GV04:3U,RANDALL N. SKANCHY Judicial Retention,,,NO,0,
Tooele,GV04:3U,RICHARD E. MRAZIK Judicial Retention,,,YES,0,
Tooele,GV04:3U,RICHARD E. MRAZIK Judicial Retention,,,NO,0,
Tooele,GV04:3U,ROBERT P. FAUST Judicial Retention,,,YES,0,
Tooele,GV04:3U,ROBERT P. FAUST Judicial Retention,,,NO,0,
Tooele,GV04:3U,VERNICE S. TREASE Judicial Retention,,,YES,0,
Tooele,GV04:3U,VERNICE S. TREASE Judicial Retention,,,NO,0,
Tooele,GV04:3U,Constitutional Amendment A,,,FOR,0,
Tooele,GV04:3U,Constitutional Amendment A,,,AGAINST,0,
Tooele,GV05,Registered Voters,,,,845,
Tooele,GV05,Ballots Cast,,,,542,
Tooele,GV05,U.S. Senate,,REP,MIKE LEE,363,67.85
Tooele,GV05,U.S. Senate,,,EVAN MCMULLIN,145,27.1
Tooele,GV05,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,17,3.18
Tooele,GV05,U.S. Senate,,IAP,TOMMY WILLIAMS,9,1.68
Tooele,GV05,U.S. Senate,,,Write-In: Fictitious Entry,1,0.19
Tooele,GV05,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV05,U.S. Senate,,,Write-In Totals,1,0.19
Tooele,GV05,U.S. Senate,,,Not Assigned,0,0
Tooele,GV05,U.S. House,2,REP,CHRIS STEWART,411,76.82
Tooele,GV05,U.S. House,2,DEM,NICK MITCHELL,87,16.26
Tooele,GV05,U.S. House,2,CON,CASSIE EASLEY,19,3.55
Tooele,GV05,U.S. House,2,UUP,JAYMAC MCFARLAND,18,3.36
Tooele,GV05,State Treasurer,,REP,MARLO M. OAKS,440,83.02
Tooele,GV05,State Treasurer,,UUP,THOMAS ALAN HORNE,33,6.23
Tooele,GV05,State Treasurer,,IAP,WARREN T ROGERS,30,5.66
Tooele,GV05,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,27,5.09
Tooele,GV05,State Senate,1,REP,SCOTT SANDALL,468,100
Tooele,GV05,State House,29,REP,BRIDGER BOLINDER,387,72.47
Tooele,GV05,State House,29,CON,KIRK PEARSON,76,14.23
Tooele,GV05,State House,29,DEM,CHRIS DYER,71,13.3
Tooele,GV05,County Council 5,,REP,ERIK A. STROMBERG,435,81.77
Tooele,GV05,County Council 5,,LIB,SARAH M PATINO,97,18.23
Tooele,GV05,County Attorney,,REP,SCOTT A. BROADHEAD,468,100
Tooele,GV05,County Auditor,,REP,ALISON H. MCCOY,471,100
Tooele,GV05,County Clerk,,REP,TRACY SHAW,474,100
Tooele,GV05,County Sheriff,,REP,PAUL J. WIMMER,385,72.1
Tooele,GV05,County Sheriff,,,M. DEAN ADAMS,149,27.9
Tooele,GV05,Local School Board 5,,,AMY AYRES,243,54.48
Tooele,GV05,Local School Board 5,,,EMILY SYPHUS,203,45.52
Tooele,GV05,PAIGE PETERSEN Judicial Retention,,,YES,368,79.31
Tooele,GV05,PAIGE PETERSEN Judicial Retention,,,NO,96,20.69
Tooele,GV05,ADAM T. MOW Judicial Retention,,,YES,346,75.88
Tooele,GV05,ADAM T. MOW Judicial Retention,,,NO,110,24.12
Tooele,GV05,AMBER M. METTLER Judicial Retention,,,YES,356,78.76
Tooele,GV05,AMBER M. METTLER Judicial Retention,,,NO,96,21.24
Tooele,GV05,BARRY G. LAWRENCE Judicial Retention,,,YES,351,76.64
Tooele,GV05,BARRY G. LAWRENCE Judicial Retention,,,NO,107,23.36
Tooele,GV05,CHELSEA KOCH Judicial Retention,,,YES,350,75.92
Tooele,GV05,CHELSEA KOCH Judicial Retention,,,NO,111,24.08
Tooele,GV05,DIANNA M. GIBSON Judicial Retention,,,YES,356,77.06
Tooele,GV05,DIANNA M. GIBSON Judicial Retention,,,NO,106,22.94
Tooele,GV05,JAMES T. BLANCH Judicial Retention,,,YES,338,75.28
Tooele,GV05,JAMES T. BLANCH Judicial Retention,,,NO,111,24.72
Tooele,GV05,LINDA JONES Judicial Retention,,,YES,332,74.61
Tooele,GV05,LINDA JONES Judicial Retention,,,NO,113,25.39
Tooele,GV05,MARK S. KOURIS Judicial Retention,,,YES,337,75.06
Tooele,GV05,MARK S. KOURIS Judicial Retention,,,NO,112,24.94
Tooele,GV05,PATRICK W. CORUM Judicial Retention,,,YES,334,74.22
Tooele,GV05,PATRICK W. CORUM Judicial Retention,,,NO,116,25.78
Tooele,GV05,PAUL BOYD PARKER Judicial Retention,,,YES,340,76.06
Tooele,GV05,PAUL BOYD PARKER Judicial Retention,,,NO,107,23.94
Tooele,GV05,RANDALL N. SKANCHY Judicial Retention,,,YES,332,73.13
Tooele,GV05,RANDALL N. SKANCHY Judicial Retention,,,NO,122,26.87
Tooele,GV05,RICHARD E. MRAZIK Judicial Retention,,,YES,338,75.45
Tooele,GV05,RICHARD E. MRAZIK Judicial Retention,,,NO,110,24.55
Tooele,GV05,ROBERT P. FAUST Judicial Retention,,,YES,314,69.47
Tooele,GV05,ROBERT P. FAUST Judicial Retention,,,NO,138,30.53
Tooele,GV05,VERNICE S. TREASE Judicial Retention,,,YES,343,76.73
Tooele,GV05,VERNICE S. TREASE Judicial Retention,,,NO,104,23.27
Tooele,GV05,Proposition #7 - Grantsville City Question 1,,,YES,307,58.59
Tooele,GV05,Proposition #7 - Grantsville City Question 1,,,NO,217,41.41
Tooele,GV05,Constitutional Amendment A,,,AGAINST,367,71.68
Tooele,GV05,Constitutional Amendment A,,,FOR,145,28.32
Tooele,GV06,Registered Voters,,,,495,
Tooele,GV06,Ballots Cast,,,,332,
Tooele,GV06,U.S. Senate,,REP,MIKE LEE,243,74.31
Tooele,GV06,U.S. Senate,,,EVAN MCMULLIN,74,22.63
Tooele,GV06,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,5,1.53
Tooele,GV06,U.S. Senate,,IAP,TOMMY WILLIAMS,4,1.22
Tooele,GV06,U.S. Senate,,,Write-In: Fictitious Entry,1,0.31
Tooele,GV06,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV06,U.S. Senate,,,Write-In Totals,1,0.31
Tooele,GV06,U.S. Senate,,,Not Assigned,0,0
Tooele,GV06,U.S. House,2,REP,CHRIS STEWART,266,81.85
Tooele,GV06,U.S. House,2,DEM,NICK MITCHELL,38,11.69
Tooele,GV06,U.S. House,2,CON,CASSIE EASLEY,11,3.38
Tooele,GV06,U.S. House,2,UUP,JAYMAC MCFARLAND,10,3.08
Tooele,GV06,State Treasurer,,REP,MARLO M. OAKS,276,87.9
Tooele,GV06,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,15,4.78
Tooele,GV06,State Treasurer,,IAP,WARREN T ROGERS,13,4.14
Tooele,GV06,State Treasurer,,UUP,THOMAS ALAN HORNE,10,3.18
Tooele,GV06,State Senate,1,REP,SCOTT SANDALL,280,100
Tooele,GV06,State House,29,REP,BRIDGER BOLINDER,250,77.88
Tooele,GV06,State House,29,CON,KIRK PEARSON,40,12.46
Tooele,GV06,State House,29,DEM,CHRIS DYER,31,9.66
Tooele,GV06,County Council 5,,REP,ERIK A. STROMBERG,280,88.61
Tooele,GV06,County Council 5,,LIB,SARAH M PATINO,36,11.39
Tooele,GV06,County Attorney,,REP,SCOTT A. BROADHEAD,279,100
Tooele,GV06,County Auditor,,REP,ALISON H. MCCOY,279,100
Tooele,GV06,County Clerk,,REP,TRACY SHAW,280,100
Tooele,GV06,County Sheriff,,REP,PAUL J. WIMMER,258,82.69
Tooele,GV06,County Sheriff,,,M. DEAN ADAMS,54,17.31
Tooele,GV06,Local School Board 7,,,ELIZABETH SMITH,173,58.84
Tooele,GV06,Local School Board 7,,,GARY K. MERRILL,121,41.16
Tooele,GV06,PAIGE PETERSEN Judicial Retention,,,YES,220,83.02
Tooele,GV06,PAIGE PETERSEN Judicial Retention,,,NO,45,16.98
Tooele,GV06,ADAM T. MOW Judicial Retention,,,YES,206,78.33
Tooele,GV06,ADAM T. MOW Judicial Retention,,,NO,57,21.67
Tooele,GV06,AMBER M. METTLER Judicial Retention,,,YES,208,79.39
Tooele,GV06,AMBER M. METTLER Judicial Retention,,,NO,54,20.61
Tooele,GV06,BARRY G. LAWRENCE Judicial Retention,,,YES,217,81.58
Tooele,GV06,BARRY G. LAWRENCE Judicial Retention,,,NO,49,18.42
Tooele,GV06,CHELSEA KOCH Judicial Retention,,,YES,193,72.83
Tooele,GV06,CHELSEA KOCH Judicial Retention,,,NO,72,27.17
Tooele,GV06,DIANNA M. GIBSON Judicial Retention,,,YES,202,74.81
Tooele,GV06,DIANNA M. GIBSON Judicial Retention,,,NO,68,25.19
Tooele,GV06,JAMES T. BLANCH Judicial Retention,,,YES,212,80.3
Tooele,GV06,JAMES T. BLANCH Judicial Retention,,,NO,52,19.7
Tooele,GV06,LINDA JONES Judicial Retention,,,YES,187,71.65
Tooele,GV06,LINDA JONES Judicial Retention,,,NO,74,28.35
Tooele,GV06,MARK S. KOURIS Judicial Retention,,,YES,187,71.37
Tooele,GV06,MARK S. KOURIS Judicial Retention,,,NO,75,28.63
Tooele,GV06,PATRICK W. CORUM Judicial Retention,,,YES,196,74.24
Tooele,GV06,PATRICK W. CORUM Judicial Retention,,,NO,68,25.76
Tooele,GV06,PAUL BOYD PARKER Judicial Retention,,,YES,208,78.49
Tooele,GV06,PAUL BOYD PARKER Judicial Retention,,,NO,57,21.51
Tooele,GV06,RANDALL N. SKANCHY Judicial Retention,,,YES,200,75.19
Tooele,GV06,RANDALL N. SKANCHY Judicial Retention,,,NO,66,24.81
Tooele,GV06,RICHARD E. MRAZIK Judicial Retention,,,YES,206,78.93
Tooele,GV06,RICHARD E. MRAZIK Judicial Retention,,,NO,55,21.07
Tooele,GV06,ROBERT P. FAUST Judicial Retention,,,YES,163,62.69
Tooele,GV06,ROBERT P. FAUST Judicial Retention,,,NO,97,37.31
Tooele,GV06,VERNICE S. TREASE Judicial Retention,,,YES,207,78.11
Tooele,GV06,VERNICE S. TREASE Judicial Retention,,,NO,58,21.89
Tooele,GV06,Proposition #7 - Grantsville City Question 1,,,YES,176,54.32
Tooele,GV06,Proposition #7 - Grantsville City Question 1,,,NO,148,45.68
Tooele,GV06,Constitutional Amendment A,,,AGAINST,211,70.81
Tooele,GV06,Constitutional Amendment A,,,FOR,87,29.19
Tooele,GV07,Registered Voters,,,,874,
Tooele,GV07,Ballots Cast,,,,578,
Tooele,GV07,U.S. Senate,,REP,MIKE LEE,399,69.88
Tooele,GV07,U.S. Senate,,,EVAN MCMULLIN,145,25.39
Tooele,GV07,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,17,2.98
Tooele,GV07,U.S. Senate,,IAP,TOMMY WILLIAMS,7,1.23
Tooele,GV07,U.S. Senate,,,Write-In: Fictitious Entry,3,0.53
Tooele,GV07,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV07,U.S. Senate,,,Write-In Totals,3,0.53
Tooele,GV07,U.S. Senate,,,Not Assigned,0,0
Tooele,GV07,U.S. House,2,REP,CHRIS STEWART,449,77.95
Tooele,GV07,U.S. House,2,DEM,NICK MITCHELL,86,14.93
Tooele,GV07,U.S. House,2,CON,CASSIE EASLEY,24,4.17
Tooele,GV07,U.S. House,2,UUP,JAYMAC MCFARLAND,17,2.95
Tooele,GV07,State Treasurer,,REP,MARLO M. OAKS,469,84.66
Tooele,GV07,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,42,7.58
Tooele,GV07,State Treasurer,,UUP,THOMAS ALAN HORNE,27,4.87
Tooele,GV07,State Treasurer,,IAP,WARREN T ROGERS,16,2.89
Tooele,GV07,State Senate,1,REP,SCOTT SANDALL,508,100
Tooele,GV07,State House,29,REP,BRIDGER BOLINDER,426,75
Tooele,GV07,State House,29,DEM,CHRIS DYER,79,13.91
Tooele,GV07,State House,29,CON,KIRK PEARSON,63,11.09
Tooele,GV07,County Council 5,,REP,ERIK A. STROMBERG,470,84.53
Tooele,GV07,County Council 5,,LIB,SARAH M PATINO,86,15.47
Tooele,GV07,County Attorney,,REP,SCOTT A. BROADHEAD,507,100
Tooele,GV07,County Auditor,,REP,ALISON H. MCCOY,511,100
Tooele,GV07,County Clerk,,REP,TRACY SHAW,507,100
Tooele,GV07,County Sheriff,,REP,PAUL J. WIMMER,425,76.16
Tooele,GV07,County Sheriff,,,M. DEAN ADAMS,133,23.84
Tooele,GV07,Local School Board 7,,,ELIZABETH SMITH,305,57.01
Tooele,GV07,Local School Board 7,,,GARY K. MERRILL,230,42.99
Tooele,GV07,PAIGE PETERSEN Judicial Retention,,,YES,398,79.44
Tooele,GV07,PAIGE PETERSEN Judicial Retention,,,NO,103,20.56
Tooele,GV07,ADAM T. MOW Judicial Retention,,,YES,386,77.05
Tooele,GV07,ADAM T. MOW Judicial Retention,,,NO,115,22.95
Tooele,GV07,AMBER M. METTLER Judicial Retention,,,YES,395,78.84
Tooele,GV07,AMBER M. METTLER Judicial Retention,,,NO,106,21.16
Tooele,GV07,BARRY G. LAWRENCE Judicial Retention,,,YES,394,78.64
Tooele,GV07,BARRY G. LAWRENCE Judicial Retention,,,NO,107,21.36
Tooele,GV07,CHELSEA KOCH Judicial Retention,,,YES,372,74.4
Tooele,GV07,CHELSEA KOCH Judicial Retention,,,NO,128,25.6
Tooele,GV07,DIANNA M. GIBSON Judicial Retention,,,YES,381,75.45
Tooele,GV07,DIANNA M. GIBSON Judicial Retention,,,NO,124,24.55
Tooele,GV07,JAMES T. BLANCH Judicial Retention,,,YES,395,79.16
Tooele,GV07,JAMES T. BLANCH Judicial Retention,,,NO,104,20.84
Tooele,GV07,LINDA JONES Judicial Retention,,,YES,351,70.48
Tooele,GV07,LINDA JONES Judicial Retention,,,NO,147,29.52
Tooele,GV07,MARK S. KOURIS Judicial Retention,,,YES,354,71.23
Tooele,GV07,MARK S. KOURIS Judicial Retention,,,NO,143,28.77
Tooele,GV07,PATRICK W. CORUM Judicial Retention,,,YES,362,72.69
Tooele,GV07,PATRICK W. CORUM Judicial Retention,,,NO,136,27.31
Tooele,GV07,PAUL BOYD PARKER Judicial Retention,,,YES,385,77.46
Tooele,GV07,PAUL BOYD PARKER Judicial Retention,,,NO,112,22.54
Tooele,GV07,RANDALL N. SKANCHY Judicial Retention,,,YES,362,72.4
Tooele,GV07,RANDALL N. SKANCHY Judicial Retention,,,NO,138,27.6
Tooele,GV07,RICHARD E. MRAZIK Judicial Retention,,,YES,384,77.42
Tooele,GV07,RICHARD E. MRAZIK Judicial Retention,,,NO,112,22.58
Tooele,GV07,ROBERT P. FAUST Judicial Retention,,,YES,312,62.4
Tooele,GV07,ROBERT P. FAUST Judicial Retention,,,NO,188,37.6
Tooele,GV07,VERNICE S. TREASE Judicial Retention,,,YES,384,77.42
Tooele,GV07,VERNICE S. TREASE Judicial Retention,,,NO,112,22.58
Tooele,GV07,Proposition #7 - Grantsville City Question 1,,,YES,331,58.38
Tooele,GV07,Proposition #7 - Grantsville City Question 1,,,NO,236,41.62
Tooele,GV07,Constitutional Amendment A,,,AGAINST,384,69.44
Tooele,GV07,Constitutional Amendment A,,,FOR,169,30.56
Tooele,GV08,Registered Voters,,,,527,
Tooele,GV08,Ballots Cast,,,,310,
Tooele,GV08,U.S. Senate,,REP,MIKE LEE,215,70.03
Tooele,GV08,U.S. Senate,,,EVAN MCMULLIN,80,26.06
Tooele,GV08,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,9,2.93
Tooele,GV08,U.S. Senate,,IAP,TOMMY WILLIAMS,2,0.65
Tooele,GV08,U.S. Senate,,,Write-In: Fictitious Entry,1,0.33
Tooele,GV08,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV08,U.S. Senate,,,Write-In Totals,1,0.33
Tooele,GV08,U.S. Senate,,,Not Assigned,0,0
Tooele,GV08,U.S. House,2,REP,CHRIS STEWART,232,75.82
Tooele,GV08,U.S. House,2,DEM,NICK MITCHELL,51,16.67
Tooele,GV08,U.S. House,2,UUP,JAYMAC MCFARLAND,13,4.25
Tooele,GV08,U.S. House,2,CON,CASSIE EASLEY,10,3.27
Tooele,GV08,State Treasurer,,REP,MARLO M. OAKS,243,82.37
Tooele,GV08,State Treasurer,,IAP,WARREN T ROGERS,24,8.14
Tooele,GV08,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,18,6.1
Tooele,GV08,State Treasurer,,UUP,THOMAS ALAN HORNE,10,3.39
Tooele,GV08,State Senate,1,REP,SCOTT SANDALL,271,100
Tooele,GV08,State House,29,REP,BRIDGER BOLINDER,222,73.03
Tooele,GV08,State House,29,DEM,CHRIS DYER,42,13.82
Tooele,GV08,State House,29,CON,KIRK PEARSON,40,13.16
Tooele,GV08,County Council 5,,REP,ERIK A. STROMBERG,256,85.33
Tooele,GV08,County Council 5,,LIB,SARAH M PATINO,44,14.67
Tooele,GV08,County Attorney,,REP,SCOTT A. BROADHEAD,261,100
Tooele,GV08,County Auditor,,REP,ALISON H. MCCOY,264,100
Tooele,GV08,County Clerk,,REP,TRACY SHAW,266,100
Tooele,GV08,County Sheriff,,REP,PAUL J. WIMMER,222,75
Tooele,GV08,County Sheriff,,,M. DEAN ADAMS,74,25
Tooele,GV08,Local School Board 7,,,ELIZABETH SMITH,190,70.9
Tooele,GV08,Local School Board 7,,,GARY K. MERRILL,78,29.1
Tooele,GV08,PAIGE PETERSEN Judicial Retention,,,YES,208,77.9
Tooele,GV08,PAIGE PETERSEN Judicial Retention,,,NO,59,22.1
Tooele,GV08,ADAM T. MOW Judicial Retention,,,YES,201,76.43
Tooele,GV08,ADAM T. MOW Judicial Retention,,,NO,62,23.57
Tooele,GV08,AMBER M. METTLER Judicial Retention,,,YES,203,76.89
Tooele,GV08,AMBER M. METTLER Judicial Retention,,,NO,61,23.11
Tooele,GV08,BARRY G. LAWRENCE Judicial Retention,,,YES,196,74.81
Tooele,GV08,BARRY G. LAWRENCE Judicial Retention,,,NO,66,25.19
Tooele,GV08,CHELSEA KOCH Judicial Retention,,,YES,190,72.24
Tooele,GV08,CHELSEA KOCH Judicial Retention,,,NO,73,27.76
Tooele,GV08,DIANNA M. GIBSON Judicial Retention,,,YES,194,73.21
Tooele,GV08,DIANNA M. GIBSON Judicial Retention,,,NO,71,26.79
Tooele,GV08,JAMES T. BLANCH Judicial Retention,,,YES,197,76.06
Tooele,GV08,JAMES T. BLANCH Judicial Retention,,,NO,62,23.94
Tooele,GV08,LINDA JONES Judicial Retention,,,YES,182,69.73
Tooele,GV08,LINDA JONES Judicial Retention,,,NO,79,30.27
Tooele,GV08,MARK S. KOURIS Judicial Retention,,,YES,179,68.85
Tooele,GV08,MARK S. KOURIS Judicial Retention,,,NO,81,31.15
Tooele,GV08,PATRICK W. CORUM Judicial Retention,,,YES,188,71.48
Tooele,GV08,PATRICK W. CORUM Judicial Retention,,,NO,75,28.52
Tooele,GV08,PAUL BOYD PARKER Judicial Retention,,,YES,193,73.95
Tooele,GV08,PAUL BOYD PARKER Judicial Retention,,,NO,68,26.05
Tooele,GV08,RANDALL N. SKANCHY Judicial Retention,,,YES,184,70.23
Tooele,GV08,RANDALL N. SKANCHY Judicial Retention,,,NO,78,29.77
Tooele,GV08,RICHARD E. MRAZIK Judicial Retention,,,YES,196,75.1
Tooele,GV08,RICHARD E. MRAZIK Judicial Retention,,,NO,65,24.9
Tooele,GV08,ROBERT P. FAUST Judicial Retention,,,YES,162,61.83
Tooele,GV08,ROBERT P. FAUST Judicial Retention,,,NO,100,38.17
Tooele,GV08,VERNICE S. TREASE Judicial Retention,,,YES,194,74.33
Tooele,GV08,VERNICE S. TREASE Judicial Retention,,,NO,67,25.67
Tooele,GV08,Proposition #7 - Grantsville City Question 1,,,YES,165,54.46
Tooele,GV08,Proposition #7 - Grantsville City Question 1,,,NO,138,45.54
Tooele,GV08,Constitutional Amendment A,,,AGAINST,203,70.24
Tooele,GV08,Constitutional Amendment A,,,FOR,86,29.76
Tooele,GV09,Registered Voters,,,,548,
Tooele,GV09,Ballots Cast,,,,343,
Tooele,GV09,U.S. Senate,,REP,MIKE LEE,234,68.82
Tooele,GV09,U.S. Senate,,,EVAN MCMULLIN,97,28.53
Tooele,GV09,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,8,2.35
Tooele,GV09,U.S. Senate,,IAP,TOMMY WILLIAMS,1,0.29
Tooele,GV09,U.S. Senate,,,Write-In: Fictitious Entry,1,0.29
Tooele,GV09,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV09,U.S. Senate,,,Write-In Totals,0,0
Tooele,GV09,U.S. Senate,,,Not Assigned,0,0
Tooele,GV09,U.S. House,2,REP,CHRIS STEWART,265,78.17
Tooele,GV09,U.S. House,2,DEM,NICK MITCHELL,53,15.63
Tooele,GV09,U.S. House,2,UUP,JAYMAC MCFARLAND,11,3.24
Tooele,GV09,U.S. House,2,CON,CASSIE EASLEY,10,2.95
Tooele,GV09,State Treasurer,,REP,MARLO M. OAKS,286,86.93
Tooele,GV09,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,20,6.08
Tooele,GV09,State Treasurer,,UUP,THOMAS ALAN HORNE,15,4.56
Tooele,GV09,State Treasurer,,IAP,WARREN T ROGERS,8,2.43
Tooele,GV09,State Senate,1,REP,SCOTT SANDALL,288,100
Tooele,GV09,State House,29,REP,BRIDGER BOLINDER,238,71.04
Tooele,GV09,State House,29,DEM,CHRIS DYER,50,14.93
Tooele,GV09,State House,29,CON,KIRK PEARSON,47,14.03
Tooele,GV09,County Council 5,,REP,ERIK A. STROMBERG,265,80.3
Tooele,GV09,County Council 5,,LIB,SARAH M PATINO,65,19.7
Tooele,GV09,County Attorney,,REP,SCOTT A. BROADHEAD,289,100
Tooele,GV09,County Auditor,,REP,ALISON H. MCCOY,287,100
Tooele,GV09,County Clerk,,REP,TRACY SHAW,283,100
Tooele,GV09,County Sheriff,,REP,PAUL J. WIMMER,277,83.94
Tooele,GV09,County Sheriff,,,M. DEAN ADAMS,53,16.06
Tooele,GV09,Local School Board 7,,,ELIZABETH SMITH,218,72.43
Tooele,GV09,Local School Board 7,,,GARY K. MERRILL,83,27.57
Tooele,GV09,PAIGE PETERSEN Judicial Retention,,,YES,245,83.33
Tooele,GV09,PAIGE PETERSEN Judicial Retention,,,NO,49,16.67
Tooele,GV09,ADAM T. MOW Judicial Retention,,,YES,238,80.68
Tooele,GV09,ADAM T. MOW Judicial Retention,,,NO,57,19.32
Tooele,GV09,AMBER M. METTLER Judicial Retention,,,YES,240,81.36
Tooele,GV09,AMBER M. METTLER Judicial Retention,,,NO,55,18.64
Tooele,GV09,BARRY G. LAWRENCE Judicial Retention,,,YES,235,79.93
Tooele,GV09,BARRY G. LAWRENCE Judicial Retention,,,NO,59,20.07
Tooele,GV09,CHELSEA KOCH Judicial Retention,,,YES,221,75.17
Tooele,GV09,CHELSEA KOCH Judicial Retention,,,NO,73,24.83
Tooele,GV09,DIANNA M. GIBSON Judicial Retention,,,YES,218,73.9
Tooele,GV09,DIANNA M. GIBSON Judicial Retention,,,NO,77,26.1
Tooele,GV09,JAMES T. BLANCH Judicial Retention,,,YES,242,82.03
Tooele,GV09,JAMES T. BLANCH Judicial Retention,,,NO,53,17.97
Tooele,GV09,LINDA JONES Judicial Retention,,,YES,207,71.13
Tooele,GV09,LINDA JONES Judicial Retention,,,NO,84,28.87
Tooele,GV09,MARK S. KOURIS Judicial Retention,,,YES,203,69.28
Tooele,GV09,MARK S. KOURIS Judicial Retention,,,NO,90,30.72
Tooele,GV09,PATRICK W. CORUM Judicial Retention,,,YES,215,74.14
Tooele,GV09,PATRICK W. CORUM Judicial Retention,,,NO,75,25.86
Tooele,GV09,PAUL BOYD PARKER Judicial Retention,,,YES,235,81.03
Tooele,GV09,PAUL BOYD PARKER Judicial Retention,,,NO,55,18.97
Tooele,GV09,RANDALL N. SKANCHY Judicial Retention,,,YES,219,75
Tooele,GV09,RANDALL N. SKANCHY Judicial Retention,,,NO,73,25
Tooele,GV09,RICHARD E. MRAZIK Judicial Retention,,,YES,233,80.62
Tooele,GV09,RICHARD E. MRAZIK Judicial Retention,,,NO,56,19.38
Tooele,GV09,ROBERT P. FAUST Judicial Retention,,,YES,184,63.23
Tooele,GV09,ROBERT P. FAUST Judicial Retention,,,NO,107,36.77
Tooele,GV09,VERNICE S. TREASE Judicial Retention,,,YES,239,82.13
