county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional,mail
Davis,BO13:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,BO14:I-S-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,BO15:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,BO16:I-S-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,BO17:I-S-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,BO18:I-S-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,BO19:I-S-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,BO20:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,BO21:I-S-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,BO22:I-S-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,BO23:I-S-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,BO24:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,BO25:I-S-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,BO26:I-S-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,BO27:I-S-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,BO28:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,BO29:I-S,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,BO30:I-S-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,BO31:I-S-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,BO32:I-S-,U.S. Senate,,James Arthur Hansen,LIB,1,,,,
Davis,BO33:IDS-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,BO34:IDS-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,BO35:IDS-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,BO36:I-S-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,BO37:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,BO38:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,BO39:I-S-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,BO40:I-S,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,BO40:IDS-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,BO41:IDS-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,BO42:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,BO43,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,BO44:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,CE01:I-S-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,CE02:I-S-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CE03:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,CE04:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,CE05:I-S-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,CE06:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,CE07:I-S-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CE08:I-S-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,CE09:I-S-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,CE10:I-S-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,CE11:I-S-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,CE12:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,CE13:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,CE14:I-S-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,CE15:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,CE16:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,CE17:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,CE18:I-SA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,CE18:I-SB,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,CE18:U-S-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,CF01:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,CF02:I-N-,U.S. Senate,,James Arthur Hansen,LIB,22,,,,
Davis,CF02:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,CF03:I-N-,U.S. Senate,,James Arthur Hansen,LIB,19,,,,
Davis,CF04:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,CF05:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CF06:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,CF07:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CF08:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,CF09:I-N-,U.S. Senate,,James Arthur Hansen,LIB,17,,,,
Davis,CF10:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,CF11:I-N-,U.S. Senate,,James Arthur Hansen,LIB,1,,,,
Davis,CF12:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,CF13:I-N-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,CF14:I-N-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,CF15:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CF16:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CF17:I-N-,U.S. Senate,,James Arthur Hansen,LIB,19,,,,
Davis,CF18:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CF19:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,CF20:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,CF21:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CF22:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CF23:I-N-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,CF24:I-N-,U.S. Senate,,James Arthur Hansen,LIB,18,,,,
Davis,CL01:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,CL02:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,CL03:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,CL04:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,CL05:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,CL06:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,CL06:IHN-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,CL07:I-N-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,CL08:I-N-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,CL09:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,CL10:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,CL11:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CL12:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,CL13:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CL14:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CL15:I-N-,U.S. Senate,,James Arthur Hansen,LIB,18,,,,
Davis,CL16:I-N-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,CL17:I-N-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,CL18:I-N-,U.S. Senate,,James Arthur Hansen,LIB,19,,,,
Davis,CL19:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CL20:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,CL21:I-N-,U.S. Senate,,James Arthur Hansen,LIB,19,,,,
Davis,CL22:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,FA01,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,FA02:IBC-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,FA03:I-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA03:IBC-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,FA04:IBC-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,FA05:IBC-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,FA06:IBC-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,FA07:I-C-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,FA08:IBC-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,FA09:IBC-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,FA10:I-C-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,FA11:I-C-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,FA12:I-C-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,FA12:U-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA13:I-C-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,FA14:I-C-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,FA15:I-C-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,FA16:IBC-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,FA17:IBC-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,FA18:IBC-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,FA19:IBC-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,FA20:IBC-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,FA21:IBC-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,FA22:IBC-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,FA23:IBC-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,FA24:U-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA24:UBC-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA25:U-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA25:UBCA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA25:UBCB,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA25:UBCC,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FA25:UBCD,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,FH01:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,FH01,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,FH02:I-C-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,FH03:I-C-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,FH04:I-C-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,FH05:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,FH06:I-C-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,FH07:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,FH08:IBC-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,HA01:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA01:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA01:I-N-,U.S. Senate,,James Arthur Hansen,LIB,1,,,,
Davis,KA02:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA02:I-NA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA02:I-NB,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA03:I-N-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,KA04:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA05:I-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA05:U-NT,U.S. Senate,,James Arthur Hansen,LIB,1,,,,
Davis,KA06:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,KA06:U-NA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA06:U-NB,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA07:I---,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA07:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,KA07:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA08:I-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA08:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA09:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA10:I-C-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,KA11:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA12:I-C-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,KA12:I-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA13:I-C-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,KA14:I-C-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,KA15:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA16:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA17:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA18:I-C-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,KA19:I-C-,U.S. Senate,,James Arthur Hansen,LIB,18,,,,
Davis,KA20:I-C-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,KA21:I-C-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,KA22:I-C-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,KA23:I-C-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,KA24:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA25:I-C-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,KA26:I-C-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA27:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA28:I-C-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA29:I-C-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,KA29:IBC-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA30:I-C-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,KA30:IBCA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA30:IBCB,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA31:I-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA31:IBC-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,KA32:IBC-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,KA33:IBC-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA34:IBC-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,KA35:IBC-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,KA36:I-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,KA36:IBC-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,LA01:I-N-,U.S. Senate,,James Arthur Hansen,LIB,19,,,,
Davis,LA02,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,LA03:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA04:I-N-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,LA05:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA06:I-NA,U.S. Senate,,James Arthur Hansen,LIB,1,,,,
Davis,LA06:I-NB,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA06:U,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA07:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,LA08:I-N-,U.S. Senate,,James Arthur Hansen,LIB,16,,,,
Davis,LA09:I-N-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,LA10:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,LA10:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA11:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,LA12:I-N-,U.S. Senate,,James Arthur Hansen,LIB,17,,,,
Davis,LA13:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,LA14:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA15:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,LA16:I-N-,U.S. Senate,,James Arthur Hansen,LIB,18,,,,
Davis,LA17:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA18:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA19:I-N-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,LA20:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA21:I-N-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,LA22:I-N-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,LA23:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA24:I-N-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,LA25:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,LA26:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA27:I-N-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,LA28:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,LA29:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA30:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,LA31:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA32:I-N-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,LA33:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,LA34:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA35:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,LA36:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA37:I-N-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,LA38:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,LA39:I-N-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,LA40:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,LA41:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,LA42:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,LA43:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA44:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA45:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,LA46:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA47:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,LA48:I-N-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,LA49:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,LA50:I-N-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,LA51:I-N-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,LA52:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA53:I-N-,U.S. Senate,,James Arthur Hansen,LIB,20,,,,
Davis,LA54:I-N-,U.S. Senate,,James Arthur Hansen,LIB,14,,,,
Davis,LA55:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA56:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,LA57:I-N-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,LA58:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,LA59:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,LA59:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA60:I-N-,U.S. Senate,,James Arthur Hansen,LIB,2,,,,
Davis,LA60:U-NA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA60:U-NB,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA61:I-N-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,LA61:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA62:I-N-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,LA63:I-N-,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,LA64:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,LA65:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,LA66:I-N-,U.S. Senate,,James Arthur Hansen,LIB,18,,,,
Davis,LA67:I-N-,U.S. Senate,,James Arthur Hansen,LIB,21,,,,
Davis,LA68:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA68:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA69:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,LA70:I-N-,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,LA70:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA70:U-NT,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,LA71:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,LA71:U-NA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA71:U-NC,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA72:I-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA72:I-N-,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,LA72:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA73:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,LA74:I-C-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA74:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,LA75:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,LA75:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,LA76,U.S. Senate,,James Arthur Hansen,LIB,12,,,,
Davis,LA77:I-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,NS01:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,NS02:I-S-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,NS03:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,NS04:I-S-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,NS05:I-S-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,NS06:I-S-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,NS07:I-S-,U.S. Senate,,James Arthur Hansen,LIB,15,,,,
Davis,NS07:IDSA,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,NS07,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,NS08:I-S-,U.S. Senate,,James Arthur Hansen,LIB,20,,,,
Davis,NS09:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,NS10:UDS-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,NS11:IDSB,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,NS12:IDS-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,NS13:I-S-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,NS14:I-S-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,NS15:IDS-,U.S. Senate,,James Arthur Hansen,LIB,18,,,,
Davis,NS16:I-S-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,NS17:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,NS18:I-S-,U.S. Senate,,James Arthur Hansen,LIB,1,,,,
Davis,NS19:I-S-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,NS20:I-S-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,SU01:I-N-,U.S. Senate,,James Arthur Hansen,LIB,10,,,,
Davis,SU02:I-N-,U.S. Senate,,James Arthur Hansen,LIB,13,,,,
Davis,SU03:I-N-,U.S. Senate,,James Arthur Hansen,LIB,16,,,,
Davis,SU04:I-N-,U.S. Senate,,James Arthur Hansen,LIB,19,,,,
Davis,SW01:I---,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,SW02:I---,U.S. Senate,,James Arthur Hansen,LIB,6,,,,
Davis,SW03:IW--,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,SW04:IW--,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,SW05:IW--,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,SW06:IW--,U.S. Senate,,James Arthur Hansen,LIB,20,,,,
Davis,SW07:I---,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,SW08:I---,U.S. Senate,,James Arthur Hansen,LIB,4,,,,
Davis,SW09:IW--,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,SW10:I---,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,SW11:U---,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,SY01:I-N-,U.S. Senate,,James Arthur Hansen,LIB,7,,,,
Davis,SY02:I-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
Davis,SY03:I-N-,U.S. Senate,,James Arthur Hansen,LIB,5,,,,
Davis,SY04:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,SY05:I-N-,U.S. Senate,,James Arthur Hansen,LIB,11,,,,
Davis,SY06:I-N-,U.S. Senate,,James Arthur Hansen,LIB,9,,,,
Davis,SY07:I-N-,U.S. Senate,,James Arthur Hansen,LIB,8,,,,
Davis,SY08:I-N-,U.S. Senate,,James Arthur Hansen,LIB,3,,,,
Davis,SY08:U-N-,U.S. Senate,,James Arthur Hansen,LIB,0,,,,
