county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional,mail
Davis,SU02:I-N-,State Senate,5,Michael Blodgett,DEM,130,,,,
Davis,SU03:I-N-,State Senate,5,Michael Blodgett,DEM,112,,,,
Davis,SU04:I-N-,State Senate,5,Michael Blodgett,DEM,102,,,,
Davis,SW01:I---,State Senate,5,Michael Blodgett,DEM,42,,,,
Davis,SW02:I---,State Senate,5,Michael Blodgett,DEM,94,,,,
Davis,SW03:IW--,State Senate,5,Michael Blodgett,DEM,50,,,,
Davis,SW04:IW--,State Senate,5,Michael Blodgett,DEM,114,,,,
Davis,SW05:IW--,State Senate,5,Michael Blodgett,DEM,63,,,,
Davis,SW06:IW--,State Senate,5,Michael Blodgett,DEM,120,,,,
Davis,SW07:I---,State Senate,5,Michael Blodgett,DEM,81,,,,
Davis,SW08:I---,State Senate,5,Michael Blodgett,DEM,103,,,,
Davis,CF01:I-N-,State Senate,6,Jerry W. Stevenson,REP,180,,,,
Davis,CF02:I-N-,State Senate,6,Jerry W. Stevenson,REP,301,,,,
Davis,CF02:U-N-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,CF05:I-N-,State Senate,6,Jerry W. Stevenson,REP,329,,,,
Davis,CF06:I-N-,State Senate,6,Jerry W. Stevenson,REP,210,,,,
Davis,CF10:I-N-,State Senate,6,Jerry W. Stevenson,REP,272,,,,
Davis,CF11:I-N-,State Senate,6,Jerry W. Stevenson,REP,22,,,,
Davis,CF15:I-N-,State Senate,6,Jerry W. Stevenson,REP,116,,,,
Davis,CF16:I-N-,State Senate,6,Jerry W. Stevenson,REP,339,,,,
Davis,CF17:I-N-,State Senate,6,Jerry W. Stevenson,REP,142,,,,
Davis,CF18:I-N-,State Senate,6,Jerry W. Stevenson,REP,131,,,,
Davis,CF19:I-N-,State Senate,6,Jerry W. Stevenson,REP,85,,,,
Davis,CF20:I-N-,State Senate,6,Jerry W. Stevenson,REP,186,,,,
Davis,CF21:I-N-,State Senate,6,Jerry W. Stevenson,REP,212,,,,
Davis,CF22:I-N-,State Senate,6,Jerry W. Stevenson,REP,227,,,,
Davis,CF23:I-N-,State Senate,6,Jerry W. Stevenson,REP,287,,,,
Davis,CF24:I-N-,State Senate,6,Jerry W. Stevenson,REP,255,,,,
Davis,CL22:I-N-,State Senate,6,Jerry W. Stevenson,REP,141,,,,
Davis,KA01:I-C-,State Senate,6,Jerry W. Stevenson,REP,357,,,,
Davis,KA01:I-N-,State Senate,6,Jerry W. Stevenson,REP,28,,,,
Davis,KA02:I-C-,State Senate,6,Jerry W. Stevenson,REP,342,,,,
Davis,KA02:I-NA,State Senate,6,Jerry W. Stevenson,REP,15,,,,
Davis,KA02:I-NB,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,KA12:I-C-,State Senate,6,Jerry W. Stevenson,REP,279,,,,
Davis,KA12:I-N-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,KA13:I-C-,State Senate,6,Jerry W. Stevenson,REP,426,,,,
Davis,KA14:I-C-,State Senate,6,Jerry W. Stevenson,REP,352,,,,
Davis,KA15:I-C-,State Senate,6,Jerry W. Stevenson,REP,359,,,,
Davis,KA16:I-C-,State Senate,6,Jerry W. Stevenson,REP,432,,,,
Davis,KA17:I-C-,State Senate,6,Jerry W. Stevenson,REP,258,,,,
Davis,KA24:I-C-,State Senate,6,Jerry W. Stevenson,REP,360,,,,
Davis,KA25:I-C-,State Senate,6,Jerry W. Stevenson,REP,326,,,,
Davis,KA26:I-C-,State Senate,6,Jerry W. Stevenson,REP,281,,,,
Davis,KA29:I-C-,State Senate,6,Jerry W. Stevenson,REP,243,,,,
Davis,KA29:IBC-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,KA30:I-C-,State Senate,6,Jerry W. Stevenson,REP,166,,,,
Davis,KA30:IBCA,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,KA30:IBCB,State Senate,6,Jerry W. Stevenson,REP,4,,,,
Davis,LA07:I-N-,State Senate,6,Jerry W. Stevenson,REP,142,,,,
Davis,LA08:I-N-,State Senate,6,Jerry W. Stevenson,REP,123,,,,
Davis,LA14:I-N-,State Senate,6,Jerry W. Stevenson,REP,245,,,,
Davis,LA15:I-N-,State Senate,6,Jerry W. Stevenson,REP,116,,,,
Davis,LA16:I-N-,State Senate,6,Jerry W. Stevenson,REP,252,,,,
Davis,LA17:I-N-,State Senate,6,Jerry W. Stevenson,REP,192,,,,
Davis,LA23:I-N-,State Senate,6,Jerry W. Stevenson,REP,253,,,,
Davis,LA24:I-N-,State Senate,6,Jerry W. Stevenson,REP,191,,,,
Davis,LA25:I-N-,State Senate,6,Jerry W. Stevenson,REP,269,,,,
Davis,LA26:I-N-,State Senate,6,Jerry W. Stevenson,REP,105,,,,
Davis,LA27:I-N-,State Senate,6,Jerry W. Stevenson,REP,197,,,,
Davis,LA28:I-N-,State Senate,6,Jerry W. Stevenson,REP,100,,,,
Davis,LA29:I-N-,State Senate,6,Jerry W. Stevenson,REP,205,,,,
Davis,LA30:I-N-,State Senate,6,Jerry W. Stevenson,REP,129,,,,
Davis,LA43:I-N-,State Senate,6,Jerry W. Stevenson,REP,118,,,,
Davis,LA44:I-N-,State Senate,6,Jerry W. Stevenson,REP,261,,,,
Davis,LA45:I-N-,State Senate,6,Jerry W. Stevenson,REP,382,,,,
Davis,LA46:I-N-,State Senate,6,Jerry W. Stevenson,REP,321,,,,
Davis,LA47:I-N-,State Senate,6,Jerry W. Stevenson,REP,291,,,,
Davis,LA48:I-N-,State Senate,6,Jerry W. Stevenson,REP,232,,,,
Davis,LA49:I-N-,State Senate,6,Jerry W. Stevenson,REP,273,,,,
Davis,LA50:I-N-,State Senate,6,Jerry W. Stevenson,REP,190,,,,
Davis,LA60:I-N-,State Senate,6,Jerry W. Stevenson,REP,261,,,,
Davis,LA60:U-NA,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,LA60:U-NB,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,LA61:I-N-,State Senate,6,Jerry W. Stevenson,REP,259,,,,
Davis,LA61:U-N-,State Senate,6,Jerry W. Stevenson,REP,12,,,,
Davis,LA62:I-N-,State Senate,6,Jerry W. Stevenson,REP,281,,,,
Davis,LA63:I-N-,State Senate,6,Jerry W. Stevenson,REP,355,,,,
Davis,LA64:I-N-,State Senate,6,Jerry W. Stevenson,REP,371,,,,
Davis,LA65:I-N-,State Senate,6,Jerry W. Stevenson,REP,121,,,,
Davis,LA71:I-N-,State Senate,6,Jerry W. Stevenson,REP,270,,,,
Davis,LA71:U-NA,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,LA71:U-NC,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,LA72:I-C-,State Senate,6,Jerry W. Stevenson,REP,26,,,,
Davis,LA72:I-N-,State Senate,6,Jerry W. Stevenson,REP,225,,,,
Davis,LA72:U-N-,State Senate,6,Jerry W. Stevenson,REP,7,,,,
Davis,LA73:I-N-,State Senate,6,Jerry W. Stevenson,REP,268,,,,
Davis,LA74:I-C-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,LA74:I-N-,State Senate,6,Jerry W. Stevenson,REP,366,,,,
Davis,LA75:I-N-,State Senate,6,Jerry W. Stevenson,REP,286,,,,
Davis,LA75:U-N-,State Senate,6,Jerry W. Stevenson,REP,3,,,,
Davis,SY01:I-N-,State Senate,6,Jerry W. Stevenson,REP,246,,,,
Davis,SY02:I-N-,State Senate,6,Jerry W. Stevenson,REP,175,,,,
Davis,SY03:I-N-,State Senate,6,Jerry W. Stevenson,REP,175,,,,
Davis,SY04:I-N-,State Senate,6,Jerry W. Stevenson,REP,219,,,,
Davis,SY05:I-N-,State Senate,6,Jerry W. Stevenson,REP,292,,,,
Davis,SY06:I-N-,State Senate,6,Jerry W. Stevenson,REP,419,,,,
Davis,SY07:I-N-,State Senate,6,Jerry W. Stevenson,REP,344,,,,
Davis,SY08:I-N-,State Senate,6,Jerry W. Stevenson,REP,62,,,,
Davis,SY08:U-N-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,SY09:I-N-,State Senate,6,Jerry W. Stevenson,REP,176,,,,
Davis,SY10:I-N-,State Senate,6,Jerry W. Stevenson,REP,197,,,,
Davis,SY11:I-N-,State Senate,6,Jerry W. Stevenson,REP,262,,,,
Davis,SY12:I-N-,State Senate,6,Jerry W. Stevenson,REP,339,,,,
Davis,SY13:I-N-,State Senate,6,Jerry W. Stevenson,REP,307,,,,
Davis,SY14:I-N-,State Senate,6,Jerry W. Stevenson,REP,295,,,,
Davis,SY15,State Senate,6,Jerry W. Stevenson,REP,39,,,,
Davis,SY16:I-N-,State Senate,6,Jerry W. Stevenson,REP,212,,,,
Davis,SY17:I-N-,State Senate,6,Jerry W. Stevenson,REP,154,,,,
Davis,SY18:I-N-,State Senate,6,Jerry W. Stevenson,REP,292,,,,
Davis,SY19:I-N-,State Senate,6,Jerry W. Stevenson,REP,282,,,,
Davis,SY20:I-N-,State Senate,6,Jerry W. Stevenson,REP,345,,,,
Davis,SY21:I-N-,State Senate,6,Jerry W. Stevenson,REP,420,,,,
Davis,SY22:I-N-,State Senate,6,Jerry W. Stevenson,REP,158,,,,
Davis,SY23:I-N-,State Senate,6,Jerry W. Stevenson,REP,76,,,,
Davis,SY24:I-N-,State Senate,6,Jerry W. Stevenson,REP,338,,,,
Davis,SY25:I-N-,State Senate,6,Jerry W. Stevenson,REP,272,,,,
Davis,SY26:I-N-,State Senate,6,Jerry W. Stevenson,REP,249,,,,
Davis,SY27:I-N-,State Senate,6,Jerry W. Stevenson,REP,222,,,,
Davis,SY28:I-N-,State Senate,6,Jerry W. Stevenson,REP,334,,,,
Davis,SY29:U-N-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,SY30:I-N-,State Senate,6,Jerry W. Stevenson,REP,207,,,,
Davis,SY31:I-N-,State Senate,6,Jerry W. Stevenson,REP,168,,,,
Davis,SY32:I-N-,State Senate,6,Jerry W. Stevenson,REP,234,,,,
Davis,SY33:I-N-,State Senate,6,Jerry W. Stevenson,REP,281,,,,
Davis,SY34:I-N-,State Senate,6,Jerry W. Stevenson,REP,335,,,,
Davis,SY35:I---,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,SY35:I-N-,State Senate,6,Jerry W. Stevenson,REP,300,,,,
Davis,SY36:I-N-,State Senate,6,Jerry W. Stevenson,REP,290,,,,
Davis,SY37:I---,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,SY37:I-N-,State Senate,6,Jerry W. Stevenson,REP,37,,,,
Davis,SY37:U-N-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,SY38:U-N-,State Senate,6,Jerry W. Stevenson,REP,0,,,,
Davis,WP07,State Senate,6,Jerry W. Stevenson,REP,390,,,,
Davis,WP08:IHN-,State Senate,6,Jerry W. Stevenson,REP,180,,,,
Davis,WP09:I-N-,State Senate,6,Jerry W. Stevenson,REP,272,,,,
Davis,WP10:I-N-,State Senate,6,Jerry W. Stevenson,REP,259,,,,
Davis,WP11:I-N-,State Senate,6,Jerry W. Stevenson,REP,345,,,,
Davis,WP12:I-N-,State Senate,6,Jerry W. Stevenson,REP,332,,,,
Davis,WP13:I-N-,State Senate,6,Jerry W. Stevenson,REP,258,,,,
Davis,WP14:I-N-,State Senate,6,Jerry W. Stevenson,REP,198,,,,
Davis,WP15:I-N-,State Senate,6,Jerry W. Stevenson,REP,322,,,,
Davis,CE01:I-S-,State Senate,7,Kimberly Wagner,UUP,121,,,,
Davis,CE02:I-S-,State Senate,7,Kimberly Wagner,UUP,129,,,,
Davis,CE03:I-S-,State Senate,7,Kimberly Wagner,UUP,136,,,,
Davis,CE04:I-S-,State Senate,7,Kimberly Wagner,UUP,128,,,,
Davis,CE05:I-S-,State Senate,7,Kimberly Wagner,UUP,115,,,,
Davis,CE06:I-S-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,CE07:I-S-,State Senate,7,Kimberly Wagner,UUP,120,,,,
Davis,CE08:I-S-,State Senate,7,Kimberly Wagner,UUP,107,,,,
Davis,CE09:I-S-,State Senate,7,Kimberly Wagner,UUP,139,,,,
Davis,CE10:I-S-,State Senate,7,Kimberly Wagner,UUP,120,,,,
Davis,CE11:I-S-,State Senate,7,Kimberly Wagner,UUP,102,,,,
Davis,CE12:I-S-,State Senate,7,Kimberly Wagner,UUP,107,,,,
Davis,CE18:I-SA,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,CE18:I-SB,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,CE18:U-S-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA01,State Senate,7,Kimberly Wagner,UUP,128,,,,
Davis,FA02:IBC-,State Senate,7,Kimberly Wagner,UUP,125,,,,
Davis,FA03:I-C-,State Senate,7,Kimberly Wagner,UUP,1,,,,
Davis,FA03:IBC-,State Senate,7,Kimberly Wagner,UUP,84,,,,
Davis,FA04:IBC-,State Senate,7,Kimberly Wagner,UUP,109,,,,
Davis,FA05:IBC-,State Senate,7,Kimberly Wagner,UUP,77,,,,
Davis,FA06:IBC-,State Senate,7,Kimberly Wagner,UUP,126,,,,
Davis,FA07:I-C-,State Senate,7,Kimberly Wagner,UUP,114,,,,
Davis,FA08:IBC-,State Senate,7,Kimberly Wagner,UUP,111,,,,
Davis,FA09:IBC-,State Senate,7,Kimberly Wagner,UUP,80,,,,
Davis,FA10:I-C-,State Senate,7,Kimberly Wagner,UUP,71,,,,
Davis,FA11:I-C-,State Senate,7,Kimberly Wagner,UUP,129,,,,
Davis,FA12:I-C-,State Senate,7,Kimberly Wagner,UUP,98,,,,
Davis,FA12:U-C-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA13:I-C-,State Senate,7,Kimberly Wagner,UUP,84,,,,
Davis,FA14:I-C-,State Senate,7,Kimberly Wagner,UUP,133,,,,
Davis,FA15:I-C-,State Senate,7,Kimberly Wagner,UUP,68,,,,
Davis,FA16:IBC-,State Senate,7,Kimberly Wagner,UUP,101,,,,
Davis,FA17:IBC-,State Senate,7,Kimberly Wagner,UUP,134,,,,
Davis,FA18:IBC-,State Senate,7,Kimberly Wagner,UUP,122,,,,
Davis,FA19:IBC-,State Senate,7,Kimberly Wagner,UUP,49,,,,
Davis,FA20:IBC-,State Senate,7,Kimberly Wagner,UUP,109,,,,
Davis,FA21:IBC-,State Senate,7,Kimberly Wagner,UUP,128,,,,
Davis,FA22:IBC-,State Senate,7,Kimberly Wagner,UUP,76,,,,
Davis,FA23:IBC-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,FA24:U-C-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA24:UBC-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA25:U-C-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA25:UBCA,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA25:UBCB,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA25:UBCC,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FA25:UBCD,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,FH01:I-C-,State Senate,7,Kimberly Wagner,UUP,109,,,,
Davis,FH01,State Senate,7,Kimberly Wagner,UUP,18,,,,
Davis,FH02:I-C-,State Senate,7,Kimberly Wagner,UUP,103,,,,
Davis,FH03:I-C-,State Senate,7,Kimberly Wagner,UUP,63,,,,
Davis,FH04:I-C-,State Senate,7,Kimberly Wagner,UUP,70,,,,
Davis,FH05:I-C-,State Senate,7,Kimberly Wagner,UUP,66,,,,
Davis,FH06:I-C-,State Senate,7,Kimberly Wagner,UUP,197,,,,
Davis,FH07:I-C-,State Senate,7,Kimberly Wagner,UUP,82,,,,
Davis,FH08:IBC-,State Senate,7,Kimberly Wagner,UUP,99,,,,
Davis,KA03:I-N-,State Senate,7,Kimberly Wagner,UUP,124,,,,
Davis,KA04:I-N-,State Senate,7,Kimberly Wagner,UUP,18,,,,
Davis,KA05:I-N-,State Senate,7,Kimberly Wagner,UUP,6,,,,
Davis,KA05:U-NT,State Senate,7,Kimberly Wagner,UUP,53,,,,
Davis,KA06:I-N-,State Senate,7,Kimberly Wagner,UUP,131,,,,
Davis,KA06:U-NA,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,KA06:U-NB,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,KA07:I---,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,KA07:I-N-,State Senate,7,Kimberly Wagner,UUP,115,,,,
Davis,KA07:U-N-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,KA08:I-N-,State Senate,7,Kimberly Wagner,UUP,7,,,,
Davis,KA08:U-N-,State Senate,7,Kimberly Wagner,UUP,3,,,,
Davis,KA09:I-C-,State Senate,7,Kimberly Wagner,UUP,80,,,,
Davis,KA10:I-C-,State Senate,7,Kimberly Wagner,UUP,118,,,,
Davis,KA11:I-C-,State Senate,7,Kimberly Wagner,UUP,93,,,,
Davis,KA18:I-C-,State Senate,7,Kimberly Wagner,UUP,102,,,,
Davis,KA19:I-C-,State Senate,7,Kimberly Wagner,UUP,98,,,,
Davis,KA20:I-C-,State Senate,7,Kimberly Wagner,UUP,116,,,,
Davis,KA21:I-C-,State Senate,7,Kimberly Wagner,UUP,95,,,,
Davis,KA22:I-C-,State Senate,7,Kimberly Wagner,UUP,89,,,,
Davis,KA23:I-C-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,KA27:I-C-,State Senate,7,Kimberly Wagner,UUP,135,,,,
Davis,KA28:I-C-,State Senate,7,Kimberly Wagner,UUP,93,,,,
Davis,KA31:I-C-,State Senate,7,Kimberly Wagner,UUP,6,,,,
Davis,KA31:IBC-,State Senate,7,Kimberly Wagner,UUP,63,,,,
Davis,KA32:IBC-,State Senate,7,Kimberly Wagner,UUP,90,,,,
Davis,KA33:IBC-,State Senate,7,Kimberly Wagner,UUP,100,,,,
Davis,KA34:IBC-,State Senate,7,Kimberly Wagner,UUP,70,,,,
Davis,KA35:IBC-,State Senate,7,Kimberly Wagner,UUP,78,,,,
Davis,KA36:I-C-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,KA36:IBC-,State Senate,7,Kimberly Wagner,UUP,55,,,,
Davis,LA01:I-N-,State Senate,7,Kimberly Wagner,UUP,94,,,,
Davis,LA02,State Senate,7,Kimberly Wagner,UUP,64,,,,
Davis,LA03:I-N-,State Senate,7,Kimberly Wagner,UUP,75,,,,
Davis,LA04:I-N-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,LA05:I-N-,State Senate,7,Kimberly Wagner,UUP,103,,,,
Davis,LA06:I-NA,State Senate,7,Kimberly Wagner,UUP,5,,,,
Davis,LA06:I-NB,State Senate,7,Kimberly Wagner,UUP,75,,,,
Davis,LA06:U,State Senate,7,Kimberly Wagner,UUP,1,,,,
Davis,LA09:I-N-,State Senate,7,Kimberly Wagner,UUP,57,,,,
Davis,LA10:I-N-,State Senate,7,Kimberly Wagner,UUP,86,,,,
Davis,LA10:U-N-,State Senate,7,Kimberly Wagner,UUP,1,,,,
Davis,LA11:I-N-,State Senate,7,Kimberly Wagner,UUP,77,,,,
Davis,LA12:I-N-,State Senate,7,Kimberly Wagner,UUP,125,,,,
Davis,LA13:I-N-,State Senate,7,Kimberly Wagner,UUP,62,,,,
Davis,LA18:I-N-,State Senate,7,Kimberly Wagner,UUP,36,,,,
Davis,LA19:I-N-,State Senate,7,Kimberly Wagner,UUP,71,,,,
Davis,LA20:I-N-,State Senate,7,Kimberly Wagner,UUP,126,,,,
Davis,LA21:I-N-,State Senate,7,Kimberly Wagner,UUP,109,,,,
Davis,LA22:I-N-,State Senate,7,Kimberly Wagner,UUP,118,,,,
Davis,LA31:I-N-,State Senate,7,Kimberly Wagner,UUP,83,,,,
Davis,LA32:I-N-,State Senate,7,Kimberly Wagner,UUP,103,,,,
Davis,LA33:I-N-,State Senate,7,Kimberly Wagner,UUP,83,,,,
Davis,LA34:I-N-,State Senate,7,Kimberly Wagner,UUP,98,,,,
Davis,LA35:I-N-,State Senate,7,Kimberly Wagner,UUP,39,,,,
Davis,LA36:I-N-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,LA37:I-N-,State Senate,7,Kimberly Wagner,UUP,117,,,,
Davis,LA38:I-N-,State Senate,7,Kimberly Wagner,UUP,95,,,,
Davis,LA39:I-N-,State Senate,7,Kimberly Wagner,UUP,102,,,,
Davis,LA40:I-N-,State Senate,7,Kimberly Wagner,UUP,104,,,,
Davis,LA41:I-N-,State Senate,7,Kimberly Wagner,UUP,101,,,,
Davis,LA42:I-N-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,LA51:I-N-,State Senate,7,Kimberly Wagner,UUP,98,,,,
Davis,LA52:I-N-,State Senate,7,Kimberly Wagner,UUP,65,,,,
Davis,LA53:I-N-,State Senate,7,Kimberly Wagner,UUP,132,,,,
Davis,LA54:I-N-,State Senate,7,Kimberly Wagner,UUP,86,,,,
Davis,LA55:I-N-,State Senate,7,Kimberly Wagner,UUP,98,,,,
Davis,LA56:I-N-,State Senate,7,Kimberly Wagner,UUP,101,,,,
Davis,LA57:I-N-,State Senate,7,Kimberly Wagner,UUP,109,,,,
Davis,LA58:I-N-,State Senate,7,Kimberly Wagner,UUP,48,,,,
Davis,LA59:I-N-,State Senate,7,Kimberly Wagner,UUP,101,,,,
Davis,LA59:U-N-,State Senate,7,Kimberly Wagner,UUP,3,,,,
Davis,LA66:I-N-,State Senate,7,Kimberly Wagner,UUP,107,,,,
Davis,LA67:I-N-,State Senate,7,Kimberly Wagner,UUP,142,,,,
Davis,LA68:I-N-,State Senate,7,Kimberly Wagner,UUP,72,,,,
Davis,LA68:U-N-,State Senate,7,Kimberly Wagner,UUP,3,,,,
Davis,LA69:I-N-,State Senate,7,Kimberly Wagner,UUP,97,,,,
Davis,LA70:I-N-,State Senate,7,Kimberly Wagner,UUP,33,,,,
Davis,LA70:U-N-,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,LA70:U-NT,State Senate,7,Kimberly Wagner,UUP,14,,,,
Davis,LA76,State Senate,7,Kimberly Wagner,UUP,132,,,,
Davis,SW09:IW--,State Senate,7,Kimberly Wagner,UUP,0,,,,
Davis,SW10:I---,State Senate,7,Kimberly Wagner,UUP,6,,,,
Davis,SW11:U---,State Senate,7,Kimberly Wagner,UUP,2,,,,
Davis,CE01:I-S-,State Senate,7,Adam Dennis Feller,LIB,26,,,,
Davis,CE02:I-S-,State Senate,7,Adam Dennis Feller,LIB,22,,,,
Davis,CE03:I-S-,State Senate,7,Adam Dennis Feller,LIB,29,,,,
Davis,CE04:I-S-,State Senate,7,Adam Dennis Feller,LIB,25,,,,
Davis,CE05:I-S-,State Senate,7,Adam Dennis Feller,LIB,18,,,,
Davis,CE06:I-S-,State Senate,7,Adam Dennis Feller,LIB,24,,,,
Davis,CE07:I-S-,State Senate,7,Adam Dennis Feller,LIB,24,,,,
Davis,CE08:I-S-,State Senate,7,Adam Dennis Feller,LIB,44,,,,
Davis,CE09:I-S-,State Senate,7,Adam Dennis Feller,LIB,31,,,,
Davis,CE10:I-S-,State Senate,7,Adam Dennis Feller,LIB,22,,,,
Davis,CE11:I-S-,State Senate,7,Adam Dennis Feller,LIB,37,,,,
Davis,CE12:I-S-,State Senate,7,Adam Dennis Feller,LIB,24,,,,
Davis,CE18:I-SA,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,CE18:I-SB,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,CE18:U-S-,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA01,State Senate,7,Adam Dennis Feller,LIB,25,,,,
Davis,FA02:IBC-,State Senate,7,Adam Dennis Feller,LIB,29,,,,
Davis,FA03:I-C-,State Senate,7,Adam Dennis Feller,LIB,1,,,,
Davis,FA03:IBC-,State Senate,7,Adam Dennis Feller,LIB,24,,,,
Davis,FA04:IBC-,State Senate,7,Adam Dennis Feller,LIB,23,,,,
Davis,FA05:IBC-,State Senate,7,Adam Dennis Feller,LIB,30,,,,
Davis,FA06:IBC-,State Senate,7,Adam Dennis Feller,LIB,27,,,,
Davis,FA07:I-C-,State Senate,7,Adam Dennis Feller,LIB,41,,,,
Davis,FA08:IBC-,State Senate,7,Adam Dennis Feller,LIB,19,,,,
Davis,FA09:IBC-,State Senate,7,Adam Dennis Feller,LIB,22,,,,
Davis,FA10:I-C-,State Senate,7,Adam Dennis Feller,LIB,28,,,,
Davis,FA11:I-C-,State Senate,7,Adam Dennis Feller,LIB,39,,,,
Davis,FA12:I-C-,State Senate,7,Adam Dennis Feller,LIB,27,,,,
Davis,FA12:U-C-,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA13:I-C-,State Senate,7,Adam Dennis Feller,LIB,35,,,,
Davis,FA14:I-C-,State Senate,7,Adam Dennis Feller,LIB,38,,,,
Davis,FA15:I-C-,State Senate,7,Adam Dennis Feller,LIB,18,,,,
Davis,FA16:IBC-,State Senate,7,Adam Dennis Feller,LIB,37,,,,
Davis,FA17:IBC-,State Senate,7,Adam Dennis Feller,LIB,30,,,,
Davis,FA18:IBC-,State Senate,7,Adam Dennis Feller,LIB,32,,,,
Davis,FA19:IBC-,State Senate,7,Adam Dennis Feller,LIB,12,,,,
Davis,FA20:IBC-,State Senate,7,Adam Dennis Feller,LIB,13,,,,
Davis,FA21:IBC-,State Senate,7,Adam Dennis Feller,LIB,32,,,,
Davis,FA22:IBC-,State Senate,7,Adam Dennis Feller,LIB,15,,,,
Davis,FA23:IBC-,State Senate,7,Adam Dennis Feller,LIB,24,,,,
Davis,FA24:U-C-,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA24:UBC-,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA25:U-C-,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA25:UBCA,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA25:UBCB,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA25:UBCC,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FA25:UBCD,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,FH01:I-C-,State Senate,7,Adam Dennis Feller,LIB,18,,,,
Davis,FH01,State Senate,7,Adam Dennis Feller,LIB,4,,,,
Davis,FH02:I-C-,State Senate,7,Adam Dennis Feller,LIB,18,,,,
Davis,FH03:I-C-,State Senate,7,Adam Dennis Feller,LIB,18,,,,
Davis,FH04:I-C-,State Senate,7,Adam Dennis Feller,LIB,17,,,,
Davis,FH05:I-C-,State Senate,7,Adam Dennis Feller,LIB,21,,,,
Davis,FH06:I-C-,State Senate,7,Adam Dennis Feller,LIB,20,,,,
Davis,FH07:I-C-,State Senate,7,Adam Dennis Feller,LIB,19,,,,
Davis,FH08:IBC-,State Senate,7,Adam Dennis Feller,LIB,9,,,,
Davis,KA03:I-N-,State Senate,7,Adam Dennis Feller,LIB,31,,,,
Davis,KA04:I-N-,State Senate,7,Adam Dennis Feller,LIB,7,,,,
Davis,KA05:I-N-,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,KA05:U-NT,State Senate,7,Adam Dennis Feller,LIB,7,,,,
Davis,KA06:I-N-,State Senate,7,Adam Dennis Feller,LIB,30,,,,
Davis,KA06:U-NA,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,KA06:U-NB,State Senate,7,Adam Dennis Feller,LIB,0,,,,
Davis,KA07:I---,State Senate,7,Adam Dennis Feller,LIB,0,,,,
