county,precinct,office,district,party,candidate,early_voting,mail,vote_centers,votes
Salt Lake,SAN043,Ballots Cast,,,,0,159,4,163
Salt Lake,SAN044,Ballots Cast,,,,1,174,7,182
Salt Lake,SAN045,Ballots Cast,,,,2,222,10,234
Salt Lake,SAN048,Ballots Cast,,,,0,152,12,164
Salt Lake,SAN049,Ballots Cast,,,,0,142,5,147
Salt Lake,SAN050,Ballots Cast,,,,1,224,10,235
Salt Lake,SAN051,Ballots Cast,,,,0,139,8,147
Salt Lake,SAN052,Ballots Cast,,,,0,28,1,29
Salt Lake,SAN053,Ballots Cast,,,,0,163,8,171
Salt Lake,SAN054,Ballots Cast,,,,0,130,6,136
Salt Lake,SAN055,Ballots Cast,,,,1,134,4,139
Salt Lake,SAN056,Ballots Cast,,,,0,196,8,204
Salt Lake,SAN057,Ballots Cast,,,,0,266,11,277
Salt Lake,SAN058,Ballots Cast,,,,0,196,8,204
Salt Lake,SAN059,Ballots Cast,,,,0,33,0,33
Salt Lake,SAN060,Ballots Cast,,,,0,252,10,262
Salt Lake,SAN061,Ballots Cast,,,,0,156,1,157
Salt Lake,SAN062,Ballots Cast,,,,1,80,0,81
Salt Lake,SAN063,Ballots Cast,,,,2,173,5,180
Salt Lake,SAN064,Ballots Cast,,,,0,147,4,151
Salt Lake,SAN065,Ballots Cast,,,,0,190,5,195
Salt Lake,SAN066,Ballots Cast,,,,0,150,4,154
Salt Lake,SAN067,Ballots Cast,,,,0,155,10,165
Salt Lake,SAN068,Ballots Cast,,,,0,70,2,72
Salt Lake,SAN069,Ballots Cast,,,,0,142,5,147
Salt Lake,SAN071,Ballots Cast,,,,1,106,4,111
Salt Lake,SAN072,Ballots Cast,,,,0,212,9,221
Salt Lake,SAN073,Ballots Cast,,,,0,221,5,226
Salt Lake,SAN074,Ballots Cast,,,,0,203,3,206
Salt Lake,SAN075,Ballots Cast,,,,0,174,10,184
Salt Lake,SAN076,Ballots Cast,,,,0,98,3,101
Salt Lake,SAN077,Ballots Cast,,,,0,156,8,164
Salt Lake,SAN078,Ballots Cast,,,,1,142,3,146
Salt Lake,SAN079,Ballots Cast,,,,0,175,10,185
Salt Lake,SAN080,Ballots Cast,,,,2,83,4,89
Salt Lake,SAN081,Ballots Cast,,,,1,288,11,300
Salt Lake,SAN082,Ballots Cast,,,,0,241,8,249
Salt Lake,SAN084,Ballots Cast,,,,0,233,5,238
Salt Lake,SAN086,Ballots Cast,,,,1,259,9,269
Salt Lake,SAN087,Ballots Cast,,,,0,235,7,242
Salt Lake,SHL001,Ballots Cast,,,,0,21,0,21
Salt Lake,SHL002,Ballots Cast,,,,0,65,4,69
Salt Lake,SHL004,Ballots Cast,,,,0,28,1,29
Salt Lake,SHL005,Ballots Cast,,,,0,40,1,41
Salt Lake,SHL006,Ballots Cast,,,,2,95,9,106
Salt Lake,SIL001,Ballots Cast,,,,0,0,2,2
Salt Lake,SIL003,Ballots Cast,,,,0,2,0,2
Salt Lake,SIL009,Ballots Cast,,,,0,17,2,19
Salt Lake,SIL013,Ballots Cast,,,,0,14,0,14
Salt Lake,SJD001,Ballots Cast,,,,0,261,0,261
Salt Lake,SJD002,Ballots Cast,,,,0,11,0,11
Salt Lake,SJD003,Ballots Cast,,,,1,272,15,288
Salt Lake,SJD004,Ballots Cast,,,,0,239,1,240
Salt Lake,SJD005,Ballots Cast,,,,0,152,4,156
Salt Lake,SJD006,Ballots Cast,,,,0,215,8,223
Salt Lake,SJD007,Ballots Cast,,,,0,141,3,144
Salt Lake,SJD008,Ballots Cast,,,,1,288,9,298
Salt Lake,SJD009,Ballots Cast,,,,0,26,2,28
Salt Lake,SJD010,Ballots Cast,,,,0,217,0,217
Salt Lake,SJD011,Ballots Cast,,,,0,148,6,154
Salt Lake,SJD012,Ballots Cast,,,,3,331,3,337
Salt Lake,SJD013,Ballots Cast,,,,1,289,6,296
Salt Lake,SJD014,Ballots Cast,,,,0,319,12,331
Salt Lake,SJD015,Ballots Cast,,,,0,245,9,254
Salt Lake,SJD016,Ballots Cast,,,,1,255,4,260
Salt Lake,SJD017,Ballots Cast,,,,1,310,5,316
Salt Lake,SJD018,Ballots Cast,,,,4,212,6,222
Salt Lake,SJD019,Ballots Cast,,,,1,420,5,426
Salt Lake,SJD020,Ballots Cast,,,,0,26,3,29
Salt Lake,SJD021,Ballots Cast,,,,0,207,3,210
Salt Lake,SJD022,Ballots Cast,,,,0,352,13,365
Salt Lake,SJD023,Ballots Cast,,,,0,213,8,221
Salt Lake,SJD024,Ballots Cast,,,,0,166,11,177
Salt Lake,SJD025,Ballots Cast,,,,0,123,5,128
Salt Lake,SJD026,Ballots Cast,,,,0,206,5,211
Salt Lake,SJD027,Ballots Cast,,,,1,214,8,223
Salt Lake,SJD028,Ballots Cast,,,,0,128,4,132
Salt Lake,SJD029,Ballots Cast,,,,0,158,6,164
Salt Lake,SJD030,Ballots Cast,,,,0,225,6,231
Salt Lake,SJD031,Ballots Cast,,,,0,260,4,264
Salt Lake,SJD032,Ballots Cast,,,,0,197,7,204
Salt Lake,SJD033,Ballots Cast,,,,0,309,10,319
Salt Lake,SJD034,Ballots Cast,,,,0,233,4,237
Salt Lake,SJD035,Ballots Cast,,,,0,251,6,257
Salt Lake,SJD036,Ballots Cast,,,,0,201,3,204
Salt Lake,SJD037,Ballots Cast,,,,0,132,6,138
Salt Lake,SJD038,Ballots Cast,,,,2,287,18,307
Salt Lake,SJD039,Ballots Cast,,,,0,26,0,26
Salt Lake,SJD040,Ballots Cast,,,,1,263,14,278
Salt Lake,SJD041,Ballots Cast,,,,3,267,10,280
Salt Lake,SJD042,Ballots Cast,,,,0,159,14,173
Salt Lake,SJD045,Ballots Cast,,,,0,80,2,82
Salt Lake,SJD046,Ballots Cast,,,,0,92,5,97
Salt Lake,SJD047,Ballots Cast,,,,0,202,7,209
Salt Lake,SJD049,Ballots Cast,,,,0,111,8,119
Salt Lake,SJD050,Ballots Cast,,,,0,126,5,131
Salt Lake,SLC001,Ballots Cast,,,,0,4,1,5
Salt Lake,SLC002,Ballots Cast,,,,1,46,3,50
Salt Lake,SLC003,Ballots Cast,,,,2,61,1,64
Salt Lake,SLC004,Ballots Cast,,,,1,36,4,41
Salt Lake,SLC005,Ballots Cast,,,,2,69,1,72
Salt Lake,SLC006,Ballots Cast,,,,0,41,4,45
Salt Lake,SLC007,Ballots Cast,,,,0,109,5,114
Salt Lake,SLC008,Ballots Cast,,,,0,14,1,15
Salt Lake,SLC009,Ballots Cast,,,,2,132,0,134
Salt Lake,SLC010,Ballots Cast,,,,0,8,1,9
Salt Lake,SLC011,Ballots Cast,,,,0,113,0,113
Salt Lake,SLC012,Ballots Cast,,,,1,117,7,125
Salt Lake,SLC013,Ballots Cast,,,,0,47,1,48
Salt Lake,SLC014,Ballots Cast,,,,4,77,2,83
Salt Lake,SLC015,Ballots Cast,,,,1,97,6,104
Salt Lake,SLC017,Ballots Cast,,,,0,26,1,27
Salt Lake,SLC018,Ballots Cast,,,,0,59,10,69
Salt Lake,SLC019,Ballots Cast,,,,0,33,4,37
Salt Lake,SLC020,Ballots Cast,,,,2,140,8,150
Salt Lake,SLC021,Ballots Cast,,,,1,50,4,55
Salt Lake,SLC023,Ballots Cast,,,,0,63,7,70
Salt Lake,SLC025,Ballots Cast,,,,0,125,6,131
Salt Lake,SLC026,Ballots Cast,,,,2,133,7,142
Salt Lake,SLC027,Ballots Cast,,,,0,107,7,114
Salt Lake,SLC028,Ballots Cast,,,,0,39,0,39
Salt Lake,SLC029,Ballots Cast,,,,1,64,5,70
Salt Lake,SLC030,Ballots Cast,,,,0,59,2,61
Salt Lake,SLC031,Ballots Cast,,,,0,49,0,49
Salt Lake,SLC032,Ballots Cast,,,,0,118,8,126
Salt Lake,SLC033,Ballots Cast,,,,1,56,5,62
Salt Lake,SLC034,Ballots Cast,,,,0,41,1,42
Salt Lake,SLC035,Ballots Cast,,,,4,270,9,283
Salt Lake,SLC039,Ballots Cast,,,,1,31,3,35
Salt Lake,SLC040,Ballots Cast,,,,0,45,2,47
Salt Lake,SLC041,Ballots Cast,,,,0,87,5,92
Salt Lake,SLC042,Ballots Cast,,,,0,50,1,51
Salt Lake,SLC043,Ballots Cast,,,,0,88,5,93
Salt Lake,SLC045,Ballots Cast,,,,0,22,4,26
Salt Lake,SLC048,Ballots Cast,,,,0,75,1,76
Salt Lake,SLC049,Ballots Cast,,,,1,62,2,65
Salt Lake,SLC050,Ballots Cast,,,,1,100,9,110
Salt Lake,SLC051,Ballots Cast,,,,0,61,3,64
Salt Lake,SLC052,Ballots Cast,,,,1,42,4,47
Salt Lake,SLC054,Ballots Cast,,,,1,234,19,254
Salt Lake,SLC055,Ballots Cast,,,,0,24,5,29
Salt Lake,SLC057,Ballots Cast,,,,0,52,3,55
Salt Lake,SLC059,Ballots Cast,,,,0,42,4,46
Salt Lake,SLC060,Ballots Cast,,,,0,70,4,74
Salt Lake,SLC062,Ballots Cast,,,,0,57,5,62
Salt Lake,SLC064,Ballots Cast,,,,1,57,9,67
Salt Lake,SLC065,Ballots Cast,,,,1,52,5,58
Salt Lake,SLC068,Ballots Cast,,,,0,49,3,52
Salt Lake,SLC069,Ballots Cast,,,,1,20,2,23
Salt Lake,SLC070,Ballots Cast,,,,1,59,5,65
Salt Lake,SLC071,Ballots Cast,,,,0,48,6,54
Salt Lake,SLC072,Ballots Cast,,,,2,52,3,57
Salt Lake,SLC073,Ballots Cast,,,,0,0,0,0
Salt Lake,SLC074,Ballots Cast,,,,0,3,1,4
Salt Lake,SLC076,Ballots Cast,,,,0,51,4,55
Salt Lake,SLC078,Ballots Cast,,,,0,66,4,70
Salt Lake,SLC080,Ballots Cast,,,,0,141,11,152
Salt Lake,SLC083,Ballots Cast,,,,0,110,3,113
Salt Lake,SLC085,Ballots Cast,,,,0,91,2,93
Salt Lake,SLC086,Ballots Cast,,,,0,69,7,76
Salt Lake,SLC090,Ballots Cast,,,,2,36,2,40
Salt Lake,SLC091,Ballots Cast,,,,2,17,1,20
Salt Lake,SLC092,Ballots Cast,,,,1,56,5,62
Salt Lake,SLC093,Ballots Cast,,,,1,36,1,38
Salt Lake,SLC094,Ballots Cast,,,,0,40,1,41
Salt Lake,SLC097,Ballots Cast,,,,3,66,6,75
Salt Lake,SLC098,Ballots Cast,,,,0,59,4,63
Salt Lake,SLC099,Ballots Cast,,,,1,52,2,55
Salt Lake,SLC100,Ballots Cast,,,,3,33,5,41
Salt Lake,SLC101,Ballots Cast,,,,0,39,2,41
Salt Lake,SLC102,Ballots Cast,,,,0,24,6,30
Salt Lake,SLC103,Ballots Cast,,,,1,57,1,59
Salt Lake,SLC105,Ballots Cast,,,,0,65,3,68
Salt Lake,SLC106,Ballots Cast,,,,0,31,0,31
Salt Lake,SLC107,Ballots Cast,,,,1,32,1,34
Salt Lake,SLC108,Ballots Cast,,,,0,56,2,58
Salt Lake,SLC109,Ballots Cast,,,,2,43,0,45
Salt Lake,SLC110,Ballots Cast,,,,0,47,2,49
Salt Lake,SLC112,Ballots Cast,,,,0,26,1,27
Salt Lake,SLC114,Ballots Cast,,,,2,74,5,81
Salt Lake,SLC115,Ballots Cast,,,,0,32,4,36
Salt Lake,SLC116,Ballots Cast,,,,1,83,1,85
Salt Lake,SLC117,Ballots Cast,,,,0,109,4,113
Salt Lake,SLC118,Ballots Cast,,,,0,102,3,105
Salt Lake,SLC119,Ballots Cast,,,,0,75,2,77
Salt Lake,SLC121,Ballots Cast,,,,2,65,2,69
Salt Lake,SLC123,Ballots Cast,,,,0,68,1,69
Salt Lake,SLC125,Ballots Cast,,,,0,68,3,71
Salt Lake,SLC128,Ballots Cast,,,,2,180,3,185
Salt Lake,SLC129,Ballots Cast,,,,0,85,2,87
Salt Lake,SLC130,Ballots Cast,,,,0,171,4,175
Salt Lake,SLC131,Ballots Cast,,,,0,95,6,101
Salt Lake,SLC132,Ballots Cast,,,,0,119,3,122
Salt Lake,SLC134,Ballots Cast,,,,0,84,1,85
Salt Lake,SLC135,Ballots Cast,,,,1,158,5,164
Salt Lake,SLC136,Ballots Cast,,,,0,142,3,145
Salt Lake,SLC137,Ballots Cast,,,,1,111,2,114
Salt Lake,SLC138,Ballots Cast,,,,1,136,3,140
Salt Lake,SLC140,Ballots Cast,,,,0,194,0,194
Salt Lake,SLC141,Ballots Cast,,,,0,88,5,93
Salt Lake,SLC142,Ballots Cast,,,,0,81,2,83
Salt Lake,SLC143,Ballots Cast,,,,0,78,2,80
Salt Lake,SLC144,Ballots Cast,,,,0,123,1,124
Salt Lake,SLC146,Ballots Cast,,,,0,29,6,35
Salt Lake,SLC147,Ballots Cast,,,,0,51,2,53
Salt Lake,SLC148,Ballots Cast,,,,0,45,2,47
Salt Lake,SLC149,Ballots Cast,,,,0,106,2,108
Salt Lake,SLC150,Ballots Cast,,,,0,2,1,3
Salt Lake,SLC151,Ballots Cast,,,,0,84,4,88
Salt Lake,SLC152,Ballots Cast,,,,0,108,5,113
Salt Lake,SLC155,Ballots Cast,,,,2,139,4,145
Salt Lake,SLC156,Ballots Cast,,,,0,79,2,81
Salt Lake,SLC158,Ballots Cast,,,,0,59,9,68
Salt Lake,SLC159,Ballots Cast,,,,0,94,3,97
Salt Lake,SLC160,Ballots Cast,,,,0,125,1,126
Salt Lake,SLC163,Ballots Cast,,,,0,151,7,158
Salt Lake,SLC164,Ballots Cast,,,,1,78,1,80
Salt Lake,SLC166,Ballots Cast,,,,0,177,7,184
Salt Lake,SLC167,Ballots Cast,,,,1,134,5,140
Salt Lake,SNB001,Ballots Cast,,,,0,1,0,1
Salt Lake,SSL001,Ballots Cast,,,,0,27,1,28
Salt Lake,SSL002,Ballots Cast,,,,0,37,3,40
Salt Lake,SSL003,Ballots Cast,,,,0,4,2,6
Salt Lake,SSL004,Ballots Cast,,,,1,42,3,46
Salt Lake,SSL005,Ballots Cast,,,,1,70,2,73
Salt Lake,SSL006,Ballots Cast,,,,1,74,12,87
Salt Lake,SSL007,Ballots Cast,,,,2,96,3,101
Salt Lake,SSL008,Ballots Cast,,,,0,67,2,69
Salt Lake,SSL009,Ballots Cast,,,,0,21,4,25
Salt Lake,SSL010,Ballots Cast,,,,0,45,1,46
Salt Lake,SSL011,Ballots Cast,,,,2,73,3,78
Salt Lake,SSL012,Ballots Cast,,,,1,28,2,31
Salt Lake,SSL014,Ballots Cast,,,,1,107,8,116
Salt Lake,SWT001,Ballots Cast,,,,0,108,3,111
Salt Lake,SWT002,Ballots Cast,,,,0,0,0,0
Salt Lake,TAY001,Ballots Cast,,,,0,158,6,164
Salt Lake,TAY002,Ballots Cast,,,,1,131,1,133
Salt Lake,TAY004,Ballots Cast,,,,0,103,6,109
Salt Lake,TAY007,Ballots Cast,,,,0,175,12,187
Salt Lake,TAY008,Ballots Cast,,,,0,138,5,143
Salt Lake,TAY010,Ballots Cast,,,,0,59,0,59
Salt Lake,TAY011,Ballots Cast,,,,0,128,3,131
Salt Lake,TAY012,Ballots Cast,,,,0,50,4,54
Salt Lake,TAY013,Ballots Cast,,,,0,45,4,49
Salt Lake,TAY014,Ballots Cast,,,,0,173,4,177
Salt Lake,TAY015,Ballots Cast,,,,1,171,6,178
Salt Lake,TAY016,Ballots Cast,,,,3,139,8,150
Salt Lake,TAY017,Ballots Cast,,,,0,191,6,197
Salt Lake,TAY020,Ballots Cast,,,,2,168,4,174
Salt Lake,TAY021,Ballots Cast,,,,1,183,6,190
Salt Lake,TAY022,Ballots Cast,,,,2,86,0,88
Salt Lake,TAY023,Ballots Cast,,,,0,117,5,122
Salt Lake,TAY024,Ballots Cast,,,,0,175,13,188
Salt Lake,TAY025,Ballots Cast,,,,0,154,2,156
Salt Lake,TAY026,Ballots Cast,,,,0,121,2,123
Salt Lake,TAY027,Ballots Cast,,,,0,98,4,102
Salt Lake,TAY028,Ballots Cast,,,,0,86,2,88
Salt Lake,TAY029,Ballots Cast,,,,0,3,0,3
Salt Lake,TAY030,Ballots Cast,,,,0,163,17,180
Salt Lake,TAY031,Ballots Cast,,,,0,107,4,111
Salt Lake,TAY032,Ballots Cast,,,,2,120,6,128
Salt Lake,TAY033,Ballots Cast,,,,0,89,2,91
Salt Lake,TAY034,Ballots Cast,,,,0,154,4,158
Salt Lake,TAY035,Ballots Cast,,,,4,219,4,227
Salt Lake,TAY036,Ballots Cast,,,,1,76,0,77
Salt Lake,TAY037,Ballots Cast,,,,0,87,2,89
Salt Lake,TAY038,Ballots Cast,,,,1,85,2,88
Salt Lake,TAY039,Ballots Cast,,,,1,182,3,186
Salt Lake,TAY040,Ballots Cast,,,,3,156,5,164
Salt Lake,TAY041,Ballots Cast,,,,0,151,4,155
Salt Lake,TAY042,Ballots Cast,,,,1,197,2,200
Salt Lake,TAY043,Ballots Cast,,,,0,161,6,167
Salt Lake,TAY044,Ballots Cast,,,,0,2,0,2
Salt Lake,TAY045,Ballots Cast,,,,0,94,9,103
Salt Lake,WBN001,Ballots Cast,,,,0,120,6,126
Salt Lake,WBN002,Ballots Cast,,,,0,2,0,2
Salt Lake,WBN003,Ballots Cast,,,,0,0,0,0
Salt Lake,WBN004,Ballots Cast,,,,0,0,0,0
Salt Lake,WBN005,Ballots Cast,,,,0,26,0,26
Salt Lake,WCN001,Ballots Cast,,,,0,118,8,126
Salt Lake,WCR002,Ballots Cast,,,,0,4,0,4
Salt Lake,WCR003,Ballots Cast,,,,0,18,0,18
Salt Lake,WCR005,Ballots Cast,,,,0,249,7,256
Salt Lake,WHT001,Ballots Cast,,,,0,117,4,121
Salt Lake,WHT002,Ballots Cast,,,,0,89,3,92
Salt Lake,WHT003,Ballots Cast,,,,0,122,3,125
Salt Lake,WHT004,Ballots Cast,,,,0,121,2,123
Salt Lake,WHT005,Ballots Cast,,,,0,86,2,88
Salt Lake,WJD001,Ballots Cast,,,,1,118,4,123
Salt Lake,WJD002,Ballots Cast,,,,0,0,0,0
Salt Lake,WJD003,Ballots Cast,,,,0,108,3,111
Salt Lake,WJD004,Ballots Cast,,,,1,24,1,26
Salt Lake,WJD005,Ballots Cast,,,,0,80,1,81
Salt Lake,WJD006,Ballots Cast,,,,0,24,3,27
Salt Lake,WJD007,Ballots Cast,,,,0,99,6,105
Salt Lake,WJD008,Ballots Cast,,,,0,71,5,76
Salt Lake,WJD009,Ballots Cast,,,,0,190,8,198
Salt Lake,WJD011,Ballots Cast,,,,1,104,1,106
Salt Lake,WJD012,Ballots Cast,,,,0,192,4,196
Salt Lake,WJD013,Ballots Cast,,,,0,273,6,279
Salt Lake,WJD014,Ballots Cast,,,,0,0,0,0
Salt Lake,WJD015,Ballots Cast,,,,0,124,5,129
Salt Lake,WJD017,Ballots Cast,,,,1,190,5,196
Salt Lake,WJD018,Ballots Cast,,,,0,50,2,52
Salt Lake,WJD019,Ballots Cast,,,,1,34,3,38
Salt Lake,WJD020,Ballots Cast,,,,0,212,1,213
Salt Lake,WJD021,Ballots Cast,,,,0,135,5,140
Salt Lake,WJD022,Ballots Cast,,,,0,97,3,100
Salt Lake,WJD023,Ballots Cast,,,,1,180,3,184
Salt Lake,WJD024,Ballots Cast,,,,0,194,11,205
Salt Lake,WJD025,Ballots Cast,,,,0,200,12,212
Salt Lake,WJD027,Ballots Cast,,,,0,180,3,183
Salt Lake,WJD028,Ballots Cast,,,,0,184,8,192
Salt Lake,WJD030,Ballots Cast,,,,1,182,5,188
Salt Lake,WJD031,Ballots Cast,,,,1,181,6,188
Salt Lake,WJD032,Ballots Cast,,,,0,142,11,153
Salt Lake,WJD033,Ballots Cast,,,,0,172,6,178
Salt Lake,WJD034,Ballots Cast,,,,0,130,9,139
Salt Lake,WJD035,Ballots Cast,,,,0,166,4,170
Salt Lake,WJD036,Ballots Cast,,,,0,89,3,92
Salt Lake,WJD037,Ballots Cast,,,,0,110,4,114
Salt Lake,WJD038,Ballots Cast,,,,0,109,4,113
Salt Lake,WJD039,Ballots Cast,,,,0,219,5,224
Salt Lake,WJD040,Ballots Cast,,,,0,119,4,123
Salt Lake,WJD042,Ballots Cast,,,,2,114,5,121
Salt Lake,WJD043,Ballots Cast,,,,0,46,2,48
Salt Lake,WJD044,Ballots Cast,,,,1,207,3,211
Salt Lake,WJD045,Ballots Cast,,,,0,150,6,156
Salt Lake,WJD046,Ballots Cast,,,,0,124,4,128
Salt Lake,WJD047,Ballots Cast,,,,0,223,12,235
Salt Lake,WJD048,Ballots Cast,,,,0,89,9,98
Salt Lake,WJD049,Ballots Cast,,,,0,227,8,235
Salt Lake,WJD050,Ballots Cast,,,,0,214,7,221
Salt Lake,WJD051,Ballots Cast,,,,2,48,2,52
Salt Lake,WJD052,Ballots Cast,,,,1,175,9,185
Salt Lake,WJD053,Ballots Cast,,,,1,77,7,85
Salt Lake,WJD054,Ballots Cast,,,,0,113,4,117
Salt Lake,WJD055,Ballots Cast,,,,1,141,6,148
Salt Lake,WJD056,Ballots Cast,,,,0,180,8,188
Salt Lake,WJD057,Ballots Cast,,,,0,195,10,205
Salt Lake,WJD059,Ballots Cast,,,,0,191,6,197
Salt Lake,WJD060,Ballots Cast,,,,0,102,11,113
Salt Lake,WJD061,Ballots Cast,,,,0,4,1,5
Salt Lake,WJD063,Ballots Cast,,,,0,214,11,225
Salt Lake,WJD064,Ballots Cast,,,,2,179,5,186
Salt Lake,WJD065,Ballots Cast,,,,0,124,4,128
Salt Lake,WJD066,Ballots Cast,,,,0,174,9,183
Salt Lake,WJD067,Ballots Cast,,,,0,3,0,3
Salt Lake,WJD068,Ballots Cast,,,,0,296,3,299
Salt Lake,WJD069,Ballots Cast,,,,1,251,7,259
Salt Lake,WJD070,Ballots Cast,,,,0,82,6,88
Salt Lake,WJD071,Ballots Cast,,,,0,67,0,67
Salt Lake,WJD074,Ballots Cast,,,,0,83,1,84
Salt Lake,WJD075,Ballots Cast,,,,0,114,3,117
Salt Lake,WJD080,Ballots Cast,,,,0,101,1,102
Salt Lake,WVC001,Ballots Cast,,,,0,27,0,27
Salt Lake,WVC002,Ballots Cast,,,,0,209,2,211
Salt Lake,WVC003,Ballots Cast,,,,0,109,1,110
Salt Lake,WVC004,Ballots Cast,,,,0,75,5,80
Salt Lake,WVC005,Ballots Cast,,,,0,50,0,50
Salt Lake,WVC006,Ballots Cast,,,,0,149,5,154
Salt Lake,WVC007,Ballots Cast,,,,0,103,3,106
Salt Lake,WVC008,Ballots Cast,,,,0,119,3,122
Salt Lake,WVC009,Ballots Cast,,,,0,125,0,125
Salt Lake,WVC010,Ballots Cast,,,,1,115,4,120
Salt Lake,WVC011,Ballots Cast,,,,2,119,1,122
Salt Lake,WVC012,Ballots Cast,,,,0,157,2,159
Salt Lake,WVC013,Ballots Cast,,,,1,114,2,117
Salt Lake,WVC014,Ballots Cast,,,,1,160,2,163
Salt Lake,WVC015,Ballots Cast,,,,0,97,4,101
Salt Lake,WVC016,Ballots Cast,,,,1,126,4,131
Salt Lake,WVC017,Ballots Cast,,,,0,90,4,94
Salt Lake,WVC018,Ballots Cast,,,,0,106,4,110
Salt Lake,WVC019,Ballots Cast,,,,0,130,1,131
Salt Lake,WVC020,Ballots Cast,,,,0,0,0,0
Salt Lake,WVC021,Ballots Cast,,,,0,58,7,65
Salt Lake,WVC022,Ballots Cast,,,,0,102,5,107
Salt Lake,WVC023,Ballots Cast,,,,2,41,4,47
Salt Lake,WVC024,Ballots Cast,,,,0,117,1,118
Salt Lake,WVC025,Ballots Cast,,,,0,103,3,106
Salt Lake,WVC026,Ballots Cast,,,,0,120,4,124
Salt Lake,WVC027,Ballots Cast,,,,0,78,1,79
Salt Lake,WVC028,Ballots Cast,,,,1,65,4,70
Salt Lake,WVC029,Ballots Cast,,,,0,58,1,59
Salt Lake,WVC030,Ballots Cast,,,,1,49,3,53
Salt Lake,WVC031,Ballots Cast,,,,0,19,2,21
Salt Lake,WVC032,Ballots Cast,,,,1,71,2,74
Salt Lake,WVC033,Ballots Cast,,,,1,154,5,160
Salt Lake,WVC034,Ballots Cast,,,,2,92,7,101
Salt Lake,WVC035,Ballots Cast,,,,0,69,1,70
Salt Lake,WVC036,Ballots Cast,,,,0,48,1,49
Salt Lake,WVC037,Ballots Cast,,,,0,101,7,108
Salt Lake,WVC038,Ballots Cast,,,,0,33,3,36
Salt Lake,WVC039,Ballots Cast,,,,0,188,10,198
Salt Lake,WVC040,Ballots Cast,,,,0,27,1,28
Salt Lake,WVC041,Ballots Cast,,,,0,21,0,21
Salt Lake,WVC042,Ballots Cast,,,,1,48,2,51
Salt Lake,WVC043,Ballots Cast,,,,0,13,4,17
Salt Lake,WVC044,Ballots Cast,,,,1,40,3,44
Salt Lake,WVC045,Ballots Cast,,,,0,89,6,95
Salt Lake,WVC046,Ballots Cast,,,,1,115,7,123
Salt Lake,WVC047,Ballots Cast,,,,0,39,2,41
Salt Lake,WVC049,Ballots Cast,,,,0,73,3,76
Salt Lake,WVC051,Ballots Cast,,,,2,115,4,121
Salt Lake,WVC052,Ballots Cast,,,,0,103,7,110
Salt Lake,WVC053,Ballots Cast,,,,0,62,3,65
Salt Lake,WVC054,Ballots Cast,,,,1,107,0,108
Salt Lake,WVC055,Ballots Cast,,,,0,112,6,118
Salt Lake,WVC056,Ballots Cast,,,,0,30,5,35
Salt Lake,WVC057,Ballots Cast,,,,1,109,8,118
Salt Lake,WVC058,Ballots Cast,,,,2,101,4,107
Salt Lake,WVC059,Ballots Cast,,,,0,142,4,146
Salt Lake,WVC060,Ballots Cast,,,,0,108,0,108
Salt Lake,WVC061,Ballots Cast,,,,2,155,1,158
Salt Lake,WVC062,Ballots Cast,,,,0,114,4,118
Salt Lake,WVC063,Ballots Cast,,,,0,175,4,179
Salt Lake,WVC065,Ballots Cast,,,,0,67,2,69
Salt Lake,WVC066,Ballots Cast,,,,0,75,0,75
Salt Lake,WVC067,Ballots Cast,,,,1,113,6,120
Salt Lake,WVC068,Ballots Cast,,,,0,121,0,121
Salt Lake,WVC070,Ballots Cast,,,,1,110,5,116
Salt Lake,WVC071,Ballots Cast,,,,0,153,8,161
Salt Lake,WVC072,Ballots Cast,,,,1,130,5,136
Salt Lake,WVC073,Ballots Cast,,,,0,2,0,2
Salt Lake,WVC074,Ballots Cast,,,,1,51,6,58
Salt Lake,WVC076,Ballots Cast,,,,1,30,0,31
Salt Lake,WVC077,Ballots Cast,,,,0,52,2,54
Salt Lake,WVC078,Ballots Cast,,,,0,79,3,82
Salt Lake,WVC079,Ballots Cast,,,,2,58,5,65
Salt Lake,ALT001,U.S. Senate,,REP,Mitt Romney,1,6,0,7
Salt Lake,BLF001,U.S. Senate,,REP,Mitt Romney,1,225,7,233
Salt Lake,BLF003,U.S. Senate,,REP,Mitt Romney,1,183,11,195
Salt Lake,BLF004,U.S. Senate,,REP,Mitt Romney,0,227,8,235
Salt Lake,BLF005,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,BLF006,U.S. Senate,,REP,Mitt Romney,2,173,9,184
Salt Lake,BLF007,U.S. Senate,,REP,Mitt Romney,0,175,4,179
Salt Lake,BRT901,U.S. Senate,,REP,Mitt Romney,1,22,0,23
Salt Lake,BRT902,U.S. Senate,,REP,Mitt Romney,0,1,0,1
Salt Lake,CBL001,U.S. Senate,,REP,Mitt Romney,0,38,0,38
Salt Lake,CBL002,U.S. Senate,,REP,Mitt Romney,0,25,0,25
Salt Lake,CCN001,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,COP001,U.S. Senate,,REP,Mitt Romney,0,24,3,27
Salt Lake,COT001,U.S. Senate,,REP,Mitt Romney,0,153,1,154
Salt Lake,COT003,U.S. Senate,,REP,Mitt Romney,2,75,1,78
Salt Lake,COT004,U.S. Senate,,REP,Mitt Romney,0,120,2,122
