county,precinct,office,district,party,candidate,early_voting,mail,vote_centers,votes
Salt Lake,SLC098,Registered Voters,,,,,,,115
Salt Lake,SLC099,Registered Voters,,,,,,,99
Salt Lake,SLC100,Registered Voters,,,,,,,64
Salt Lake,SLC101,Registered Voters,,,,,,,73
Salt Lake,SLC102,Registered Voters,,,,,,,68
Salt Lake,SLC103,Registered Voters,,,,,,,101
Salt Lake,SLC105,Registered Voters,,,,,,,103
Salt Lake,SLC106,Registered Voters,,,,,,,52
Salt Lake,SLC107,Registered Voters,,,,,,,62
Salt Lake,SLC108,Registered Voters,,,,,,,91
Salt Lake,SLC109,Registered Voters,,,,,,,100
Salt Lake,SLC110,Registered Voters,,,,,,,95
Salt Lake,SLC112,Registered Voters,,,,,,,58
Salt Lake,SLC114,Registered Voters,,,,,,,133
Salt Lake,SLC115,Registered Voters,,,,,,,92
Salt Lake,SLC116,Registered Voters,,,,,,,134
Salt Lake,SLC117,Registered Voters,,,,,,,176
Salt Lake,SLC118,Registered Voters,,,,,,,170
Salt Lake,SLC119,Registered Voters,,,,,,,123
Salt Lake,SLC121,Registered Voters,,,,,,,134
Salt Lake,SLC123,Registered Voters,,,,,,,118
Salt Lake,SLC125,Registered Voters,,,,,,,120
Salt Lake,SLC128,Registered Voters,,,,,,,324
Salt Lake,SLC129,Registered Voters,,,,,,,136
Salt Lake,SLC130,Registered Voters,,,,,,,269
Salt Lake,SLC131,Registered Voters,,,,,,,151
Salt Lake,SLC132,Registered Voters,,,,,,,221
Salt Lake,SLC134,Registered Voters,,,,,,,143
Salt Lake,SLC135,Registered Voters,,,,,,,257
Salt Lake,SLC136,Registered Voters,,,,,,,216
Salt Lake,SLC137,Registered Voters,,,,,,,186
Salt Lake,SLC138,Registered Voters,,,,,,,242
Salt Lake,SLC140,Registered Voters,,,,,,,284
Salt Lake,SLC141,Registered Voters,,,,,,,184
Salt Lake,SLC142,Registered Voters,,,,,,,166
Salt Lake,SLC143,Registered Voters,,,,,,,140
Salt Lake,SLC144,Registered Voters,,,,,,,184
Salt Lake,SLC146,Registered Voters,,,,,,,48
Salt Lake,SLC147,Registered Voters,,,,,,,115
Salt Lake,SLC148,Registered Voters,,,,,,,92
Salt Lake,SLC149,Registered Voters,,,,,,,162
Salt Lake,SLC150,Registered Voters,,,,,,,6
Salt Lake,SLC151,Registered Voters,,,,,,,164
Salt Lake,SLC152,Registered Voters,,,,,,,193
Salt Lake,SLC155,Registered Voters,,,,,,,266
Salt Lake,SLC156,Registered Voters,,,,,,,153
Salt Lake,SLC158,Registered Voters,,,,,,,125
Salt Lake,SLC159,Registered Voters,,,,,,,163
Salt Lake,SLC160,Registered Voters,,,,,,,230
Salt Lake,SLC163,Registered Voters,,,,,,,251
Salt Lake,SLC164,Registered Voters,,,,,,,141
Salt Lake,SLC166,Registered Voters,,,,,,,301
Salt Lake,SLC167,Registered Voters,,,,,,,267
Salt Lake,SNB001,Registered Voters,,,,,,,1
Salt Lake,SSL001,Registered Voters,,,,,,,48
Salt Lake,SSL002,Registered Voters,,,,,,,79
Salt Lake,SSL003,Registered Voters,,,,,,,9
Salt Lake,SSL004,Registered Voters,,,,,,,88
Salt Lake,SSL005,Registered Voters,,,,,,,130
Salt Lake,SSL006,Registered Voters,,,,,,,150
Salt Lake,SSL007,Registered Voters,,,,,,,181
Salt Lake,SSL008,Registered Voters,,,,,,,99
Salt Lake,SSL009,Registered Voters,,,,,,,51
Salt Lake,SSL010,Registered Voters,,,,,,,105
Salt Lake,SSL011,Registered Voters,,,,,,,168
Salt Lake,SSL012,Registered Voters,,,,,,,52
Salt Lake,SSL014,Registered Voters,,,,,,,229
Salt Lake,SWT001,Registered Voters,,,,,,,239
Salt Lake,SWT002,Registered Voters,,,,,,,0
Salt Lake,TAY001,Registered Voters,,,,,,,292
Salt Lake,TAY002,Registered Voters,,,,,,,227
Salt Lake,TAY004,Registered Voters,,,,,,,192
Salt Lake,TAY007,Registered Voters,,,,,,,282
Salt Lake,TAY008,Registered Voters,,,,,,,262
Salt Lake,TAY010,Registered Voters,,,,,,,118
Salt Lake,TAY011,Registered Voters,,,,,,,221
Salt Lake,TAY012,Registered Voters,,,,,,,127
Salt Lake,TAY013,Registered Voters,,,,,,,91
Salt Lake,TAY014,Registered Voters,,,,,,,298
Salt Lake,TAY015,Registered Voters,,,,,,,322
Salt Lake,TAY016,Registered Voters,,,,,,,277
Salt Lake,TAY017,Registered Voters,,,,,,,294
Salt Lake,TAY020,Registered Voters,,,,,,,292
Salt Lake,TAY021,Registered Voters,,,,,,,312
Salt Lake,TAY022,Registered Voters,,,,,,,139
Salt Lake,TAY023,Registered Voters,,,,,,,199
Salt Lake,TAY024,Registered Voters,,,,,,,325
Salt Lake,TAY025,Registered Voters,,,,,,,254
Salt Lake,TAY026,Registered Voters,,,,,,,209
Salt Lake,TAY027,Registered Voters,,,,,,,217
Salt Lake,TAY028,Registered Voters,,,,,,,191
Salt Lake,TAY029,Registered Voters,,,,,,,12
Salt Lake,TAY030,Registered Voters,,,,,,,282
Salt Lake,TAY031,Registered Voters,,,,,,,231
Salt Lake,TAY032,Registered Voters,,,,,,,238
Salt Lake,TAY033,Registered Voters,,,,,,,197
Salt Lake,TAY034,Registered Voters,,,,,,,264
Salt Lake,TAY035,Registered Voters,,,,,,,389
Salt Lake,TAY036,Registered Voters,,,,,,,131
Salt Lake,TAY037,Registered Voters,,,,,,,180
Salt Lake,TAY038,Registered Voters,,,,,,,162
Salt Lake,TAY039,Registered Voters,,,,,,,297
Salt Lake,TAY040,Registered Voters,,,,,,,290
Salt Lake,TAY041,Registered Voters,,,,,,,267
Salt Lake,TAY042,Registered Voters,,,,,,,319
Salt Lake,TAY043,Registered Voters,,,,,,,306
Salt Lake,TAY044,Registered Voters,,,,,,,2
Salt Lake,TAY045,Registered Voters,,,,,,,209
Salt Lake,WBN001,Registered Voters,,,,,,,271
Salt Lake,WBN002,Registered Voters,,,,,,,11
Salt Lake,WBN003,Registered Voters,,,,,,,0
Salt Lake,WBN004,Registered Voters,,,,,,,2
Salt Lake,WBN005,Registered Voters,,,,,,,59
Salt Lake,WCN001,Registered Voters,,,,,,,191
Salt Lake,WCR002,Registered Voters,,,,,,,14
Salt Lake,WCR003,Registered Voters,,,,,,,24
Salt Lake,WCR005,Registered Voters,,,,,,,438
Salt Lake,WHT001,Registered Voters,,,,,,,219
Salt Lake,WHT002,Registered Voters,,,,,,,170
Salt Lake,WHT003,Registered Voters,,,,,,,215
Salt Lake,WHT004,Registered Voters,,,,,,,214
Salt Lake,WHT005,Registered Voters,,,,,,,170
Salt Lake,WJD001,Registered Voters,,,,,,,254
Salt Lake,WJD002,Registered Voters,,,,,,,0
Salt Lake,WJD003,Registered Voters,,,,,,,256
Salt Lake,WJD004,Registered Voters,,,,,,,49
Salt Lake,WJD005,Registered Voters,,,,,,,159
Salt Lake,WJD006,Registered Voters,,,,,,,64
Salt Lake,WJD007,Registered Voters,,,,,,,283
Salt Lake,WJD008,Registered Voters,,,,,,,198
Salt Lake,WJD009,Registered Voters,,,,,,,394
Salt Lake,WJD011,Registered Voters,,,,,,,197
Salt Lake,WJD012,Registered Voters,,,,,,,386
Salt Lake,WJD013,Registered Voters,,,,,,,475
Salt Lake,WJD014,Registered Voters,,,,,,,0
Salt Lake,WJD015,Registered Voters,,,,,,,269
Salt Lake,WJD017,Registered Voters,,,,,,,467
Salt Lake,WJD018,Registered Voters,,,,,,,153
Salt Lake,WJD019,Registered Voters,,,,,,,77
Salt Lake,WJD020,Registered Voters,,,,,,,445
Salt Lake,WJD021,Registered Voters,,,,,,,270
Salt Lake,WJD022,Registered Voters,,,,,,,256
Salt Lake,WJD023,Registered Voters,,,,,,,313
Salt Lake,WJD024,Registered Voters,,,,,,,354
Salt Lake,WJD025,Registered Voters,,,,,,,384
Salt Lake,WJD027,Registered Voters,,,,,,,296
Salt Lake,WJD028,Registered Voters,,,,,,,361
Salt Lake,WJD030,Registered Voters,,,,,,,327
Salt Lake,WJD031,Registered Voters,,,,,,,394
Salt Lake,WJD032,Registered Voters,,,,,,,291
Salt Lake,WJD033,Registered Voters,,,,,,,295
Salt Lake,WJD034,Registered Voters,,,,,,,359
Salt Lake,WJD035,Registered Voters,,,,,,,426
Salt Lake,WJD036,Registered Voters,,,,,,,262
Salt Lake,WJD037,Registered Voters,,,,,,,341
Salt Lake,WJD038,Registered Voters,,,,,,,250
Salt Lake,WJD039,Registered Voters,,,,,,,521
Salt Lake,WJD040,Registered Voters,,,,,,,372
Salt Lake,WJD042,Registered Voters,,,,,,,259
Salt Lake,WJD043,Registered Voters,,,,,,,121
Salt Lake,WJD044,Registered Voters,,,,,,,413
Salt Lake,WJD045,Registered Voters,,,,,,,328
Salt Lake,WJD046,Registered Voters,,,,,,,248
Salt Lake,WJD047,Registered Voters,,,,,,,488
Salt Lake,WJD048,Registered Voters,,,,,,,195
Salt Lake,WJD049,Registered Voters,,,,,,,475
Salt Lake,WJD050,Registered Voters,,,,,,,381
Salt Lake,WJD051,Registered Voters,,,,,,,82
Salt Lake,WJD052,Registered Voters,,,,,,,311
Salt Lake,WJD053,Registered Voters,,,,,,,199
Salt Lake,WJD054,Registered Voters,,,,,,,279
Salt Lake,WJD055,Registered Voters,,,,,,,298
Salt Lake,WJD056,Registered Voters,,,,,,,282
Salt Lake,WJD057,Registered Voters,,,,,,,383
Salt Lake,WJD059,Registered Voters,,,,,,,345
Salt Lake,WJD060,Registered Voters,,,,,,,203
Salt Lake,WJD061,Registered Voters,,,,,,,12
Salt Lake,WJD063,Registered Voters,,,,,,,437
Salt Lake,WJD064,Registered Voters,,,,,,,341
Salt Lake,WJD065,Registered Voters,,,,,,,261
Salt Lake,WJD066,Registered Voters,,,,,,,312
Salt Lake,WJD067,Registered Voters,,,,,,,7
Salt Lake,WJD068,Registered Voters,,,,,,,416
Salt Lake,WJD069,Registered Voters,,,,,,,454
Salt Lake,WJD070,Registered Voters,,,,,,,164
Salt Lake,WJD071,Registered Voters,,,,,,,178
Salt Lake,WJD074,Registered Voters,,,,,,,135
Salt Lake,WJD075,Registered Voters,,,,,,,166
Salt Lake,WJD080,Registered Voters,,,,,,,337
Salt Lake,WVC001,Registered Voters,,,,,,,69
Salt Lake,WVC002,Registered Voters,,,,,,,388
Salt Lake,WVC003,Registered Voters,,,,,,,243
Salt Lake,WVC004,Registered Voters,,,,,,,196
Salt Lake,WVC005,Registered Voters,,,,,,,96
Salt Lake,WVC006,Registered Voters,,,,,,,287
Salt Lake,WVC007,Registered Voters,,,,,,,169
Salt Lake,WVC008,Registered Voters,,,,,,,238
Salt Lake,WVC009,Registered Voters,,,,,,,190
Salt Lake,WVC010,Registered Voters,,,,,,,207
Salt Lake,WVC011,Registered Voters,,,,,,,210
Salt Lake,WVC012,Registered Voters,,,,,,,300
Salt Lake,WVC013,Registered Voters,,,,,,,197
Salt Lake,WVC014,Registered Voters,,,,,,,273
Salt Lake,WVC015,Registered Voters,,,,,,,231
Salt Lake,WVC016,Registered Voters,,,,,,,271
Salt Lake,WVC017,Registered Voters,,,,,,,149
Salt Lake,WVC018,Registered Voters,,,,,,,183
Salt Lake,WVC019,Registered Voters,,,,,,,226
Salt Lake,WVC020,Registered Voters,,,,,,,0
Salt Lake,WVC021,Registered Voters,,,,,,,146
Salt Lake,WVC022,Registered Voters,,,,,,,203
Salt Lake,WVC023,Registered Voters,,,,,,,85
Salt Lake,WVC024,Registered Voters,,,,,,,172
Salt Lake,WVC025,Registered Voters,,,,,,,196
Salt Lake,WVC026,Registered Voters,,,,,,,235
Salt Lake,WVC027,Registered Voters,,,,,,,140
Salt Lake,WVC028,Registered Voters,,,,,,,159
Salt Lake,WVC029,Registered Voters,,,,,,,106
Salt Lake,WVC030,Registered Voters,,,,,,,104
Salt Lake,WVC031,Registered Voters,,,,,,,44
Salt Lake,WVC032,Registered Voters,,,,,,,133
Salt Lake,WVC033,Registered Voters,,,,,,,259
Salt Lake,WVC034,Registered Voters,,,,,,,179
Salt Lake,WVC035,Registered Voters,,,,,,,106
Salt Lake,WVC036,Registered Voters,,,,,,,77
Salt Lake,WVC037,Registered Voters,,,,,,,183
Salt Lake,WVC038,Registered Voters,,,,,,,73
Salt Lake,WVC039,Registered Voters,,,,,,,316
Salt Lake,WVC040,Registered Voters,,,,,,,59
Salt Lake,WVC041,Registered Voters,,,,,,,53
Salt Lake,WVC042,Registered Voters,,,,,,,113
Salt Lake,WVC043,Registered Voters,,,,,,,42
Salt Lake,WVC044,Registered Voters,,,,,,,134
Salt Lake,WVC045,Registered Voters,,,,,,,169
Salt Lake,WVC046,Registered Voters,,,,,,,242
Salt Lake,WVC047,Registered Voters,,,,,,,85
Salt Lake,WVC049,Registered Voters,,,,,,,171
Salt Lake,WVC051,Registered Voters,,,,,,,238
Salt Lake,WVC052,Registered Voters,,,,,,,246
Salt Lake,WVC053,Registered Voters,,,,,,,168
Salt Lake,WVC054,Registered Voters,,,,,,,249
Salt Lake,WVC055,Registered Voters,,,,,,,272
Salt Lake,WVC056,Registered Voters,,,,,,,94
Salt Lake,WVC057,Registered Voters,,,,,,,212
Salt Lake,WVC058,Registered Voters,,,,,,,209
Salt Lake,WVC059,Registered Voters,,,,,,,270
Salt Lake,WVC060,Registered Voters,,,,,,,192
Salt Lake,WVC061,Registered Voters,,,,,,,287
Salt Lake,WVC062,Registered Voters,,,,,,,191
Salt Lake,WVC063,Registered Voters,,,,,,,279
Salt Lake,WVC065,Registered Voters,,,,,,,119
Salt Lake,WVC066,Registered Voters,,,,,,,130
Salt Lake,WVC067,Registered Voters,,,,,,,183
Salt Lake,WVC068,Registered Voters,,,,,,,206
Salt Lake,WVC070,Registered Voters,,,,,,,190
Salt Lake,WVC071,Registered Voters,,,,,,,276
Salt Lake,WVC072,Registered Voters,,,,,,,270
Salt Lake,WVC073,Registered Voters,,,,,,,8
Salt Lake,WVC074,Registered Voters,,,,,,,94
Salt Lake,WVC076,Registered Voters,,,,,,,55
Salt Lake,WVC077,Registered Voters,,,,,,,96
Salt Lake,WVC078,Registered Voters,,,,,,,128
Salt Lake,WVC079,Registered Voters,,,,,,,107
Salt Lake,ALT001,Ballots Cast,,,,1,13,0,14
Salt Lake,BLF001,Ballots Cast,,,,1,332,11,344
Salt Lake,BLF003,Ballots Cast,,,,2,252,26,280
Salt Lake,BLF004,Ballots Cast,,,,0,311,11,322
Salt Lake,BLF005,Ballots Cast,,,,0,5,1,6
Salt Lake,BLF006,Ballots Cast,,,,2,205,12,219
Salt Lake,BLF007,Ballots Cast,,,,0,239,15,254
Salt Lake,BRT901,Ballots Cast,,,,1,30,1,32
Salt Lake,BRT902,Ballots Cast,,,,0,2,0,2
Salt Lake,CBL001,Ballots Cast,,,,0,63,4,67
Salt Lake,CBL002,Ballots Cast,,,,0,34,1,35
Salt Lake,CCN001,Ballots Cast,,,,0,0,0,0
Salt Lake,COP001,Ballots Cast,,,,0,43,8,51
Salt Lake,COT001,Ballots Cast,,,,0,190,4,194
Salt Lake,COT003,Ballots Cast,,,,2,96,4,102
Salt Lake,COT004,Ballots Cast,,,,0,159,3,162
Salt Lake,COT007,Ballots Cast,,,,0,52,2,54
Salt Lake,COT008,Ballots Cast,,,,0,130,5,135
Salt Lake,COT009,Ballots Cast,,,,1,132,7,140
Salt Lake,COT011,Ballots Cast,,,,2,197,4,203
Salt Lake,COT012,Ballots Cast,,,,1,172,4,177
Salt Lake,COT013,Ballots Cast,,,,1,176,9,186
Salt Lake,COT014,Ballots Cast,,,,0,92,1,93
Salt Lake,COT015,Ballots Cast,,,,0,147,4,151
Salt Lake,COT016,Ballots Cast,,,,1,173,2,176
Salt Lake,COT017,Ballots Cast,,,,0,122,10,132
Salt Lake,COT018,Ballots Cast,,,,1,113,2,116
Salt Lake,COT019,Ballots Cast,,,,0,110,10,120
Salt Lake,COT020,Ballots Cast,,,,0,136,8,144
Salt Lake,COT021,Ballots Cast,,,,2,151,1,154
Salt Lake,COT022,Ballots Cast,,,,1,184,4,189
Salt Lake,COT023,Ballots Cast,,,,0,128,3,131
Salt Lake,COT024,Ballots Cast,,,,0,110,6,116
Salt Lake,COT025,Ballots Cast,,,,0,102,4,106
Salt Lake,COT026,Ballots Cast,,,,0,99,1,100
Salt Lake,COT027,Ballots Cast,,,,0,175,5,180
Salt Lake,COT028,Ballots Cast,,,,1,154,3,158
Salt Lake,COT029,Ballots Cast,,,,0,92,9,101
Salt Lake,COT030,Ballots Cast,,,,0,117,5,122
Salt Lake,COT031,Ballots Cast,,,,0,108,1,109
Salt Lake,COT033,Ballots Cast,,,,1,160,11,172
Salt Lake,COT034,Ballots Cast,,,,7,226,8,241
Salt Lake,COT036,Ballots Cast,,,,0,173,8,181
Salt Lake,COT037,Ballots Cast,,,,0,108,1,109
Salt Lake,COT038,Ballots Cast,,,,0,15,0,15
Salt Lake,COT039,Ballots Cast,,,,0,23,1,24
Salt Lake,DRP002,Ballots Cast,,,,2,228,4,234
Salt Lake,DRP003,Ballots Cast,,,,1,270,12,283
Salt Lake,DRP004,Ballots Cast,,,,0,238,13,251
Salt Lake,DRP006,Ballots Cast,,,,1,127,8,136
Salt Lake,DRP007,Ballots Cast,,,,0,104,5,109
Salt Lake,DRP008,Ballots Cast,,,,0,129,2,131
Salt Lake,DRP009,Ballots Cast,,,,0,157,11,168
Salt Lake,DRP010,Ballots Cast,,,,1,233,9,243
Salt Lake,DRP011,Ballots Cast,,,,0,287,10,297
Salt Lake,DRP013,Ballots Cast,,,,0,320,7,327
Salt Lake,DRP015,Ballots Cast,,,,0,381,14,395
Salt Lake,DRP017,Ballots Cast,,,,0,341,13,354
Salt Lake,DRP019,Ballots Cast,,,,2,275,8,285
Salt Lake,DRP020,Ballots Cast,,,,3,281,7,291
Salt Lake,DRP024,Ballots Cast,,,,0,267,12,279
Salt Lake,DRP025,Ballots Cast,,,,0,168,15,183
Salt Lake,DRP027,Ballots Cast,,,,0,195,8,203
Salt Lake,DRP028,Ballots Cast,,,,0,178,7,185
Salt Lake,DRP029,Ballots Cast,,,,0,335,4,339
Salt Lake,DRP030,Ballots Cast,,,,2,159,6,167
Salt Lake,DRP031,Ballots Cast,,,,3,255,10,268
Salt Lake,DRP032,Ballots Cast,,,,0,25,0,25
Salt Lake,EMG001,Ballots Cast,,,,1,98,1,100
Salt Lake,FUR001,Ballots Cast,,,,0,0,0,0
Salt Lake,GNT001,Ballots Cast,,,,0,40,2,42
Salt Lake,GNT004,Ballots Cast,,,,0,92,1,93
Salt Lake,GNT006,Ballots Cast,,,,1,85,4,90
Salt Lake,GSL001,Ballots Cast,,,,0,2,0,2
Salt Lake,HER001,Ballots Cast,,,,0,228,19,247
Salt Lake,HER002,Ballots Cast,,,,0,265,11,276
Salt Lake,HER003,Ballots Cast,,,,0,2,0,2
Salt Lake,HER004,Ballots Cast,,,,0,186,11,197
Salt Lake,HER005,Ballots Cast,,,,0,288,13,301
Salt Lake,HER006,Ballots Cast,,,,0,174,9,183
Salt Lake,HER007,Ballots Cast,,,,0,76,9,85
Salt Lake,HER008,Ballots Cast,,,,1,192,5,198
Salt Lake,HER009,Ballots Cast,,,,0,150,8,158
Salt Lake,HER010,Ballots Cast,,,,0,204,5,209
Salt Lake,HER011,Ballots Cast,,,,0,76,4,80
Salt Lake,HER012,Ballots Cast,,,,0,212,8,220
Salt Lake,HER013,Ballots Cast,,,,2,305,17,324
Salt Lake,HER014,Ballots Cast,,,,0,330,21,351
Salt Lake,HER015,Ballots Cast,,,,0,158,12,170
Salt Lake,HER016,Ballots Cast,,,,0,12,0,12
Salt Lake,HER017,Ballots Cast,,,,0,214,4,218
Salt Lake,HER018,Ballots Cast,,,,0,42,6,48
Salt Lake,HER019,Ballots Cast,,,,0,219,14,233
Salt Lake,HER020,Ballots Cast,,,,0,96,4,100
Salt Lake,HER022,Ballots Cast,,,,0,49,4,53
Salt Lake,HER024,Ballots Cast,,,,0,65,2,67
Salt Lake,HER025,Ballots Cast,,,,0,10,2,12
Salt Lake,HOL001,Ballots Cast,,,,0,203,9,212
Salt Lake,HOL003,Ballots Cast,,,,0,174,2,176
Salt Lake,HOL004,Ballots Cast,,,,2,125,2,129
Salt Lake,HOL005,Ballots Cast,,,,0,113,1,114
Salt Lake,HOL006,Ballots Cast,,,,0,242,8,250
Salt Lake,HOL007,Ballots Cast,,,,0,186,12,198
Salt Lake,HOL008,Ballots Cast,,,,1,153,3,157
Salt Lake,HOL009,Ballots Cast,,,,0,108,5,113
Salt Lake,HOL010,Ballots Cast,,,,0,144,8,152
Salt Lake,HOL011,Ballots Cast,,,,0,194,7,201
Salt Lake,HOL012,Ballots Cast,,,,0,134,4,138
Salt Lake,HOL013,Ballots Cast,,,,1,123,8,132
Salt Lake,HOL015,Ballots Cast,,,,0,106,4,110
Salt Lake,HOL016,Ballots Cast,,,,0,98,3,101
Salt Lake,HOL017,Ballots Cast,,,,0,67,4,71
Salt Lake,HOL018,Ballots Cast,,,,0,168,5,173
Salt Lake,HOL019,Ballots Cast,,,,0,237,11,248
Salt Lake,HOL021,Ballots Cast,,,,2,212,7,221
Salt Lake,HOL022,Ballots Cast,,,,0,90,2,92
Salt Lake,HOL023,Ballots Cast,,,,0,188,2,190
Salt Lake,HOL024,Ballots Cast,,,,2,228,5,235
Salt Lake,HOL025,Ballots Cast,,,,0,89,0,89
Salt Lake,HOL026,Ballots Cast,,,,0,148,4,152
Salt Lake,HOL027,Ballots Cast,,,,0,16,1,17
Salt Lake,HOL028,Ballots Cast,,,,0,219,10,229
Salt Lake,HOL030,Ballots Cast,,,,0,83,4,87
Salt Lake,HOL031,Ballots Cast,,,,1,101,2,104
Salt Lake,HOL032,Ballots Cast,,,,0,128,1,129
Salt Lake,HOL033,Ballots Cast,,,,0,139,2,141
Salt Lake,HOL034,Ballots Cast,,,,0,142,2,144
Salt Lake,HOL035,Ballots Cast,,,,0,121,2,123
Salt Lake,KRN001,Ballots Cast,,,,1,97,2,100
Salt Lake,KRN002,Ballots Cast,,,,0,20,0,20
Salt Lake,KRN003,Ballots Cast,,,,0,36,0,36
Salt Lake,KRN004,Ballots Cast,,,,0,147,4,151
Salt Lake,KRN005,Ballots Cast,,,,0,111,8,119
Salt Lake,KRN006,Ballots Cast,,,,1,109,4,114
Salt Lake,KRN007,Ballots Cast,,,,0,12,0,12
Salt Lake,KRN008,Ballots Cast,,,,0,41,1,42
Salt Lake,KRN009,Ballots Cast,,,,0,19,0,19
Salt Lake,KRN010,Ballots Cast,,,,1,64,0,65
Salt Lake,KRN011,Ballots Cast,,,,0,123,4,127
Salt Lake,KRN012,Ballots Cast,,,,0,41,1,42
Salt Lake,KRN013,Ballots Cast,,,,0,136,3,139
Salt Lake,KRN014,Ballots Cast,,,,0,3,0,3
Salt Lake,KRN015,Ballots Cast,,,,0,87,6,93
Salt Lake,KRN016,Ballots Cast,,,,0,85,2,87
Salt Lake,KRN017,Ballots Cast,,,,1,107,5,113
Salt Lake,KRN018,Ballots Cast,,,,0,116,8,124
Salt Lake,KRN019,Ballots Cast,,,,0,119,6,125
Salt Lake,KRN020,Ballots Cast,,,,0,40,1,41
Salt Lake,KRN021,Ballots Cast,,,,0,31,1,32
Salt Lake,LTC001,Ballots Cast,,,,0,4,0,4
Salt Lake,LTC003,Ballots Cast,,,,0,9,0,9
Salt Lake,MAG001,Ballots Cast,,,,0,95,8,103
Salt Lake,MAG003,Ballots Cast,,,,1,67,6,74
Salt Lake,MAG004,Ballots Cast,,,,0,74,3,77
Salt Lake,MAG005,Ballots Cast,,,,0,121,9,130
Salt Lake,MAG006,Ballots Cast,,,,0,80,1,81
Salt Lake,MAG007,Ballots Cast,,,,0,110,3,113
Salt Lake,MAG009,Ballots Cast,,,,0,91,7,98
Salt Lake,MAG010,Ballots Cast,,,,0,98,7,105
Salt Lake,MAG011,Ballots Cast,,,,0,130,4,134
Salt Lake,MAG012,Ballots Cast,,,,0,100,1,101
Salt Lake,MAG013,Ballots Cast,,,,0,102,3,105
Salt Lake,MAG014,Ballots Cast,,,,0,123,2,125
Salt Lake,MAG015,Ballots Cast,,,,1,106,6,113
Salt Lake,MAG016,Ballots Cast,,,,0,113,2,115
Salt Lake,MAG901,Ballots Cast,,,,0,0,1,1
Salt Lake,MID001,Ballots Cast,,,,0,115,7,122
Salt Lake,MID002,Ballots Cast,,,,0,94,3,97
Salt Lake,MID003,Ballots Cast,,,,0,119,12,131
Salt Lake,MID005,Ballots Cast,,,,0,172,5,177
Salt Lake,MID006,Ballots Cast,,,,1,138,7,146
Salt Lake,MID009,Ballots Cast,,,,0,20,2,22
Salt Lake,MID010,Ballots Cast,,,,1,55,2,58
Salt Lake,MID011,Ballots Cast,,,,0,174,13,187
Salt Lake,MID013,Ballots Cast,,,,0,92,4,96
Salt Lake,MID014,Ballots Cast,,,,0,2,0,2
Salt Lake,MID015,Ballots Cast,,,,0,115,6,121
Salt Lake,MID016,Ballots Cast,,,,0,85,4,89
Salt Lake,MID017,Ballots Cast,,,,0,75,8,83
Salt Lake,MID019,Ballots Cast,,,,0,70,2,72
Salt Lake,MID022,Ballots Cast,,,,0,195,12,207
Salt Lake,MID024,Ballots Cast,,,,2,147,5,154
Salt Lake,MID025,Ballots Cast,,,,0,31,3,34
Salt Lake,MID027,Ballots Cast,,,,0,68,4,72
Salt Lake,MID028,Ballots Cast,,,,0,77,3,80
Salt Lake,MID029,Ballots Cast,,,,0,82,3,85
Salt Lake,MID030,Ballots Cast,,,,0,59,3,62
Salt Lake,MID032,Ballots Cast,,,,0,1,0,1
Salt Lake,MIL001,Ballots Cast,,,,0,97,8,105
Salt Lake,MIL002,Ballots Cast,,,,0,122,5,127
Salt Lake,MIL003,Ballots Cast,,,,0,89,5,94
Salt Lake,MIL004,Ballots Cast,,,,1,126,6,133
Salt Lake,MIL005,Ballots Cast,,,,0,49,2,51
Salt Lake,MIL006,Ballots Cast,,,,0,108,3,111
Salt Lake,MIL007,Ballots Cast,,,,1,17,3,21
Salt Lake,MIL008,Ballots Cast,,,,0,13,4,17
Salt Lake,MIL009,Ballots Cast,,,,0,52,4,56
Salt Lake,MIL010,Ballots Cast,,,,1,50,6,57
Salt Lake,MIL011,Ballots Cast,,,,1,119,3,123
Salt Lake,MIL012,Ballots Cast,,,,0,88,6,94
Salt Lake,MIL013,Ballots Cast,,,,0,99,3,102
Salt Lake,MIL014,Ballots Cast,,,,0,127,1,128
