county,office,district,party,candidate,precinct,votes,absentee,mail,election_day,provisional
Cache,President,,,Monica Moorehead,MILLVILLE 17,0,0,0,0,0
Cache,President,,,Monica Moorehead,MILLVILLE 25,0,0,0,0,0
Cache,President,,,Monica Moorehead,NEWTON,0,0,0,0,0
Cache,President,,,Monica Moorehead,NIBLEY 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,NIBLEY 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,Nibley 17,0,0,0,0,0
Cache,President,,,Monica Moorehead,Nibley 25,0,0,0,0,0
Cache,President,,,Monica Moorehead,NORTH LOGAN 01,1,0,0,0,1
Cache,President,,,Monica Moorehead,NORTH LOGAN 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,NORTH LOGAN 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,NORTH LOGAN 04,0,0,0,0,0
Cache,President,,,Monica Moorehead,NORTH LOGAN 05,0,0,0,0,0
Cache,President,,,Monica Moorehead,NORTH LOGAN 06,0,0,0,0,0
Cache,President,,,Monica Moorehead,PARADISE,0,0,0,0,0
Cache,President,,,Monica Moorehead,PROVIDENCE 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,PROVIDENCE 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,PROVIDENCE 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,PROVIDENCE 04,0,0,0,0,0
Cache,President,,,Monica Moorehead,PROVIDENCE 05,0,0,0,0,0
Cache,President,,,Monica Moorehead,RICHMOND 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,RICHMOND 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,RIVER HEIGHTS 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,RIVER HEIGHTS 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 04,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 05,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 06,0,0,0,0,0
Cache,President,,,Monica Moorehead,SMITHFIELD 07,1,0,1,0,0
Cache,President,,,Monica Moorehead,TRENTON,0,0,0,0,0
Cache,President,,,Monica Moorehead,WELLSVILLE 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,WELLSVILLE 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,WELLSVILLE 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,WELLSVILLE 04,0,0,0,0,0
Cache,President,,,Evan McMullin,LOGAN 01,80,0,70,0,10
Cache,President,,,Evan McMullin,LOGAN 02,113,0,99,0,14
Cache,President,,,Evan McMullin,LOGAN 03,164,0,156,0,8
Cache,President,,,Evan McMullin,LOGAN 04,133,0,124,0,9
Cache,President,,,Evan McMullin,LOGAN 05,184,0,173,0,11
Cache,President,,,Evan McMullin,LOGAN 06,137,0,127,0,10
Cache,President,,,Evan McMullin,LOGAN 07,69,0,60,0,9
Cache,President,,,Evan McMullin,LOGAN 08,61,0,54,0,7
Cache,President,,,Evan McMullin,LOGAN 09,120,0,104,0,16
Cache,President,,,Evan McMullin,LOGAN 10,104,0,86,0,18
Cache,President,,,Evan McMullin,LOGAN 11,147,0,130,0,17
Cache,President,,,Evan McMullin,LOGAN 12,76,0,53,0,23
Cache,President,,,Evan McMullin,LOGAN 13,164,0,154,0,10
Cache,President,,,Evan McMullin,LOGAN 14,124,0,115,0,9
Cache,President,,,Evan McMullin,LOGAN 15,172,0,144,0,28
Cache,President,,,Evan McMullin,LOGAN 16,127,0,114,0,13
Cache,President,,,Evan McMullin,LOGAN 17,169,0,151,0,18
Cache,President,,,Evan McMullin,LOGAN 18,151,0,113,0,38
Cache,President,,,Evan McMullin,LOGAN 19,180,0,158,0,22
Cache,President,,,Evan McMullin,LOGAN 20,202,0,185,0,17
Cache,President,,,Evan McMullin,LOGAN 21,114,0,111,0,3
Cache,President,,,Evan McMullin,LOGAN 22,169,0,167,0,2
Cache,President,,,Evan McMullin,LOGAN 23,163,0,130,0,33
Cache,President,,,Evan McMullin,LOGAN 24,64,0,61,0,3
Cache,President,,,Evan McMullin,LOGAN 25,150,0,136,0,14
Cache,President,,,Evan McMullin,LOGAN 26,170,0,161,0,9
Cache,President,,,Evan McMullin,LOGAN 27,241,0,216,0,25
Cache,President,,,Evan McMullin,LOGAN 28,80,0,61,0,19
Cache,President,,,Evan McMullin,LOGAN 29,164,0,156,0,8
Cache,President,,,Evan McMullin,LOGAN 30,221,0,196,0,25
Cache,President,,,Evan McMullin,LOGAN 31,168,0,144,0,24
Cache,President,,,Evan McMullin,LOGAN 32,87,0,84,0,3
Cache,President,,,Evan McMullin,LOGAN 33,207,0,190,0,17
Cache,President,,,Evan McMullin,AMALGA,42,0,42,0,0
Cache,President,,,Evan McMullin,BENSON,70,0,70,0,0
Cache,President,,,Evan McMullin,CLARKSTON,74,0,72,0,2
Cache,President,,,Evan McMullin,COLLEGE/YOUNG WARD,128,0,126,0,2
Cache,President,,,Evan McMullin,CORNISH,27,0,27,0,0
Cache,President,,,Evan McMullin,COVE,78,0,77,0,1
Cache,President,,,Evan McMullin,HYDE PARK 01,404,0,391,0,13
Cache,President,,,Evan McMullin,HYDE PARK 02,388,0,371,0,17
Cache,President,,,Evan McMullin,HYRUM 01,154,0,148,0,6
Cache,President,,,Evan McMullin,HYRUM 02,88,0,84,0,4
Cache,President,,,Evan McMullin,HYRUM 03,192,0,187,0,5
Cache,President,,,Evan McMullin,HYRUM 04,235,0,228,0,7
Cache,President,,,Evan McMullin,HYRUM 05,200,0,183,0,17
Cache,President,,,Evan McMullin,LEWISTON 01,107,0,105,0,2
Cache,President,,,Evan McMullin,LEWISTON 02,73,0,69,0,4
Cache,President,,,Evan McMullin,MENDON 01,11,0,10,0,1
Cache,President,,,Evan McMullin,MENDON 02,308,0,290,0,18
Cache,President,,,Evan McMullin,MILLVILLE 17,27,0,27,0,0
Cache,President,,,Evan McMullin,MILLVILLE 25,211,0,203,0,8
Cache,President,,,Evan McMullin,NEWTON,133,0,132,0,1
Cache,President,,,Evan McMullin,NIBLEY 01,314,0,292,0,22
Cache,President,,,Evan McMullin,NIBLEY 03,301,0,293,0,8
Cache,President,,,Evan McMullin,Nibley 17,212,0,207,0,5
Cache,President,,,Evan McMullin,Nibley 25,0,0,0,0,0
Cache,President,,,Evan McMullin,NORTH LOGAN 01,224,0,185,0,39
Cache,President,,,Evan McMullin,NORTH LOGAN 02,178,0,175,0,3
Cache,President,,,Evan McMullin,NORTH LOGAN 03,244,0,232,0,12
Cache,President,,,Evan McMullin,NORTH LOGAN 04,218,0,213,0,5
Cache,President,,,Evan McMullin,NORTH LOGAN 05,199,0,189,0,10
Cache,President,,,Evan McMullin,NORTH LOGAN 06,196,0,185,0,11
Cache,President,,,Evan McMullin,PARADISE,183,0,178,0,5
Cache,President,,,Evan McMullin,PROVIDENCE 01,226,0,218,0,8
Cache,President,,,Evan McMullin,PROVIDENCE 02,268,0,263,0,5
Cache,President,,,Evan McMullin,PROVIDENCE 03,245,0,240,0,5
Cache,President,,,Evan McMullin,PROVIDENCE 04,160,0,151,0,9
Cache,President,,,Evan McMullin,PROVIDENCE 05,153,0,148,0,5
Cache,President,,,Evan McMullin,RICHMOND 01,133,0,126,0,7
Cache,President,,,Evan McMullin,RICHMOND 02,153,0,146,0,7
Cache,President,,,Evan McMullin,RIVER HEIGHTS 01,100,0,96,0,4
Cache,President,,,Evan McMullin,RIVER HEIGHTS 02,193,0,190,0,3
Cache,President,,,Evan McMullin,SMITHFIELD 01,209,0,194,0,15
Cache,President,,,Evan McMullin,SMITHFIELD 02,204,0,199,0,5
Cache,President,,,Evan McMullin,SMITHFIELD 03,246,0,230,0,16
Cache,President,,,Evan McMullin,SMITHFIELD 04,247,0,236,0,11
Cache,President,,,Evan McMullin,SMITHFIELD 05,263,0,239,0,24
Cache,President,,,Evan McMullin,SMITHFIELD 06,159,0,153,0,6
Cache,President,,,Evan McMullin,SMITHFIELD 07,239,0,223,0,16
Cache,President,,,Evan McMullin,TRENTON,58,0,54,0,4
Cache,President,,,Evan McMullin,WELLSVILLE 01,106,0,102,0,4
Cache,President,,,Evan McMullin,WELLSVILLE 02,157,0,152,0,5
Cache,President,,,Evan McMullin,WELLSVILLE 03,118,0,113,0,5
Cache,President,,,Evan McMullin,WELLSVILLE 04,164,0,161,0,3
Cache,President,,,Mike Smith,LOGAN 01,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 02,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 03,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 04,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 05,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 06,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 07,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 08,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 09,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 10,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 11,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 12,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 13,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 14,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 15,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 16,8,0,8,0,0
Cache,President,,,Mike Smith,LOGAN 17,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 18,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 19,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 20,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 21,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 22,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 23,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 24,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 25,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 26,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 27,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 28,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 29,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 30,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 31,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 32,0,0,0,0,0
Cache,President,,,Mike Smith,LOGAN 33,0,0,0,0,0
Cache,President,,,Mike Smith,AMALGA,0,0,0,0,0
Cache,President,,,Mike Smith,BENSON,0,0,0,0,0
Cache,President,,,Mike Smith,CLARKSTON,0,0,0,0,0
Cache,President,,,Mike Smith,COLLEGE/YOUNG WARD,0,0,0,0,0
Cache,President,,,Mike Smith,CORNISH,0,0,0,0,0
Cache,President,,,Mike Smith,COVE,0,0,0,0,0
Cache,President,,,Mike Smith,HYDE PARK 01,0,0,0,0,0
Cache,President,,,Mike Smith,HYDE PARK 02,0,0,0,0,0
Cache,President,,,Mike Smith,HYRUM 01,0,0,0,0,0
Cache,President,,,Mike Smith,HYRUM 02,0,0,0,0,0
Cache,President,,,Mike Smith,HYRUM 03,0,0,0,0,0
Cache,President,,,Mike Smith,HYRUM 04,0,0,0,0,0
Cache,President,,,Mike Smith,HYRUM 05,0,0,0,0,0
Cache,President,,,Mike Smith,LEWISTON 01,0,0,0,0,0
Cache,President,,,Mike Smith,LEWISTON 02,0,0,0,0,0
Cache,President,,,Mike Smith,MENDON 01,0,0,0,0,0
Cache,President,,,Mike Smith,MENDON 02,0,0,0,0,0
Cache,President,,,Mike Smith,MILLVILLE 17,0,0,0,0,0
Cache,President,,,Mike Smith,MILLVILLE 25,0,0,0,0,0
Cache,President,,,Mike Smith,NEWTON,0,0,0,0,0
Cache,President,,,Mike Smith,NIBLEY 01,0,0,0,0,0
Cache,President,,,Mike Smith,NIBLEY 03,0,0,0,0,0
Cache,President,,,Mike Smith,Nibley 17,0,0,0,0,0
Cache,President,,,Mike Smith,Nibley 25,0,0,0,0,0
Cache,President,,,Mike Smith,NORTH LOGAN 01,0,0,0,0,0
Cache,President,,,Mike Smith,NORTH LOGAN 02,0,0,0,0,0
Cache,President,,,Mike Smith,NORTH LOGAN 03,0,0,0,0,0
Cache,President,,,Mike Smith,NORTH LOGAN 04,0,0,0,0,0
Cache,President,,,Mike Smith,NORTH LOGAN 05,0,0,0,0,0
Cache,President,,,Mike Smith,NORTH LOGAN 06,0,0,0,0,0
Cache,President,,,Mike Smith,PARADISE,0,0,0,0,0
Cache,President,,,Mike Smith,PROVIDENCE 01,0,0,0,0,0
Cache,President,,,Mike Smith,PROVIDENCE 02,0,0,0,0,0
Cache,President,,,Mike Smith,PROVIDENCE 03,0,0,0,0,0
Cache,President,,,Mike Smith,PROVIDENCE 04,0,0,0,0,0
Cache,President,,,Mike Smith,PROVIDENCE 05,0,0,0,0,0
Cache,President,,,Mike Smith,RICHMOND 01,0,0,0,0,0
Cache,President,,,Mike Smith,RICHMOND 02,0,0,0,0,0
Cache,President,,,Mike Smith,RIVER HEIGHTS 01,0,0,0,0,0
Cache,President,,,Mike Smith,RIVER HEIGHTS 02,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 01,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 02,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 03,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 04,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 05,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 06,0,0,0,0,0
Cache,President,,,Mike Smith,SMITHFIELD 07,0,0,0,0,0
Cache,President,,,Mike Smith,TRENTON,0,0,0,0,0
Cache,President,,,Mike Smith,WELLSVILLE 01,0,0,0,0,0
Cache,President,,,Mike Smith,WELLSVILLE 02,0,0,0,0,0
Cache,President,,,Mike Smith,WELLSVILLE 03,0,0,0,0,0
Cache,President,,,Mike Smith,WELLSVILLE 04,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 04,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 05,1,0,1,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 06,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 07,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 08,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 09,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 10,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 11,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 12,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 13,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 14,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 15,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 16,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 17,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 18,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 19,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 20,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 21,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 22,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 23,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 24,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 25,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 26,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 27,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 28,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 29,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 30,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 31,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 32,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LOGAN 33,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,AMALGA,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,BENSON,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,CLARKSTON,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,COLLEGE/YOUNG WARD,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,CORNISH,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,COVE,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYDE PARK 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYDE PARK 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYRUM 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYRUM 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYRUM 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYRUM 04,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,HYRUM 05,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LEWISTON 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,LEWISTON 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,MENDON 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,MENDON 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,MILLVILLE 17,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,MILLVILLE 25,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NEWTON,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NIBLEY 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NIBLEY 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,Nibley 17,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,Nibley 25,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NORTH LOGAN 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NORTH LOGAN 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NORTH LOGAN 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NORTH LOGAN 04,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NORTH LOGAN 05,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,NORTH LOGAN 06,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,PARADISE,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,PROVIDENCE 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,PROVIDENCE 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,PROVIDENCE 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,PROVIDENCE 04,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,PROVIDENCE 05,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,RICHMOND 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,RICHMOND 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,RIVER HEIGHTS 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,RIVER HEIGHTS 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 04,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 05,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 06,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,SMITHFIELD 07,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,TRENTON,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,WELLSVILLE 01,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,WELLSVILLE 02,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,WELLSVILLE 03,0,0,0,0,0
Cache,President,,,Laurence Kotlikoff,WELLSVILLE 04,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 04,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 05,1,0,1,0,0
Cache,President,,,Tony Valdiva,LOGAN 06,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 07,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 08,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 09,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 10,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 11,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 12,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 13,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 14,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 15,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 16,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 17,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 18,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 19,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 20,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 21,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 22,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 23,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 24,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 25,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 26,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 27,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 28,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 29,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 30,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 31,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 32,0,0,0,0,0
Cache,President,,,Tony Valdiva,LOGAN 33,0,0,0,0,0
Cache,President,,,Tony Valdiva,AMALGA,0,0,0,0,0
Cache,President,,,Tony Valdiva,BENSON,0,0,0,0,0
Cache,President,,,Tony Valdiva,CLARKSTON,0,0,0,0,0
Cache,President,,,Tony Valdiva,COLLEGE/YOUNG WARD,0,0,0,0,0
Cache,President,,,Tony Valdiva,CORNISH,0,0,0,0,0
Cache,President,,,Tony Valdiva,COVE,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYDE PARK 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYDE PARK 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYRUM 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYRUM 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYRUM 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYRUM 04,0,0,0,0,0
Cache,President,,,Tony Valdiva,HYRUM 05,0,0,0,0,0
Cache,President,,,Tony Valdiva,LEWISTON 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,LEWISTON 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,MENDON 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,MENDON 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,MILLVILLE 17,0,0,0,0,0
Cache,President,,,Tony Valdiva,MILLVILLE 25,0,0,0,0,0
Cache,President,,,Tony Valdiva,NEWTON,0,0,0,0,0
Cache,President,,,Tony Valdiva,NIBLEY 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,NIBLEY 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,Nibley 17,0,0,0,0,0
Cache,President,,,Tony Valdiva,Nibley 25,0,0,0,0,0
Cache,President,,,Tony Valdiva,NORTH LOGAN 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,NORTH LOGAN 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,NORTH LOGAN 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,NORTH LOGAN 04,0,0,0,0,0
Cache,President,,,Tony Valdiva,NORTH LOGAN 05,0,0,0,0,0
Cache,President,,,Tony Valdiva,NORTH LOGAN 06,0,0,0,0,0
Cache,President,,,Tony Valdiva,PARADISE,0,0,0,0,0
Cache,President,,,Tony Valdiva,PROVIDENCE 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,PROVIDENCE 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,PROVIDENCE 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,PROVIDENCE 04,0,0,0,0,0
Cache,President,,,Tony Valdiva,PROVIDENCE 05,0,0,0,0,0
Cache,President,,,Tony Valdiva,RICHMOND 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,RICHMOND 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,RIVER HEIGHTS 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,RIVER HEIGHTS 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 04,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 05,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 06,0,0,0,0,0
Cache,President,,,Tony Valdiva,SMITHFIELD 07,0,0,0,0,0
Cache,President,,,Tony Valdiva,TRENTON,0,0,0,0,0
Cache,President,,,Tony Valdiva,WELLSVILLE 01,0,0,0,0,0
Cache,President,,,Tony Valdiva,WELLSVILLE 02,0,0,0,0,0
Cache,President,,,Tony Valdiva,WELLSVILLE 03,0,0,0,0,0
Cache,President,,,Tony Valdiva,WELLSVILLE 04,0,0,0,0,0
Cache,President,,,Write-ins,LOGAN 01,6,0,6,0,0
Cache,President,,,Write-ins,LOGAN 02,6,0,6,0,0
Cache,President,,,Write-ins,LOGAN 03,11,0,10,0,1
Cache,President,,,Write-ins,LOGAN 04,7,0,7,0,0
Cache,President,,,Write-ins,LOGAN 05,9,0,9,0,0
Cache,President,,,Write-ins,LOGAN 06,8,0,5,0,3
Cache,President,,,Write-ins,LOGAN 07,1,0,1,0,0
Cache,President,,,Write-ins,LOGAN 08,3,0,3,0,0
Cache,President,,,Write-ins,LOGAN 09,5,0,5,0,0
Cache,President,,,Write-ins,LOGAN 10,1,0,1,0,0
Cache,President,,,Write-ins,LOGAN 11,1,0,1,0,0
Cache,President,,,Write-ins,LOGAN 12,6,0,4,0,2
Cache,President,,,Write-ins,LOGAN 13,8,0,7,0,1
