county,office,district,party,candidate,precinct,votes,absentee,mail,election_day,provisional
Cache,President,,IAP,Rocky Giordani,LOGAN 22,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 23,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 24,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 25,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 26,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 27,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 28,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 29,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 30,2,0,1,0,1
Cache,President,,IAP,Rocky Giordani,LOGAN 31,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 32,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LOGAN 33,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,AMALGA,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,BENSON,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,CLARKSTON,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,COLLEGE/YOUNG WARD,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,CORNISH,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,COVE,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,HYDE PARK 01,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,HYDE PARK 02,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,HYRUM 01,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,HYRUM 02,1,0,0,0,1
Cache,President,,IAP,Rocky Giordani,HYRUM 03,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,HYRUM 04,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,HYRUM 05,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,LEWISTON 01,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,LEWISTON 02,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,MENDON 01,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,MENDON 02,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,MILLVILLE 17,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,MILLVILLE 25,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,NEWTON,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,NIBLEY 01,4,0,4,0,0
Cache,President,,IAP,Rocky Giordani,NIBLEY 03,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,Nibley 17,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,Nibley 25,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,NORTH LOGAN 01,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,NORTH LOGAN 02,3,0,2,0,1
Cache,President,,IAP,Rocky Giordani,NORTH LOGAN 03,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,NORTH LOGAN 04,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,NORTH LOGAN 05,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,NORTH LOGAN 06,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,PARADISE,7,0,7,0,0
Cache,President,,IAP,Rocky Giordani,PROVIDENCE 01,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,PROVIDENCE 02,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,PROVIDENCE 03,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,PROVIDENCE 04,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,PROVIDENCE 05,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,RICHMOND 01,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,RICHMOND 02,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,RIVER HEIGHTS 01,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,RIVER HEIGHTS 02,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 01,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 02,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 03,4,0,4,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 04,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 05,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 06,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,SMITHFIELD 07,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,TRENTON,1,0,1,0,0
Cache,President,,IAP,Rocky Giordani,WELLSVILLE 01,2,0,2,0,0
Cache,President,,IAP,Rocky Giordani,WELLSVILLE 02,3,0,3,0,0
Cache,President,,IAP,Rocky Giordani,WELLSVILLE 03,0,0,0,0,0
Cache,President,,IAP,Rocky Giordani,WELLSVILLE 04,0,0,0,0,0
Cache,President,,REP,Donald Trump,LOGAN 01,141,0,118,0,23
Cache,President,,REP,Donald Trump,LOGAN 02,175,0,157,0,18
Cache,President,,REP,Donald Trump,LOGAN 03,202,0,181,0,21
Cache,President,,REP,Donald Trump,LOGAN 04,204,0,186,0,18
Cache,President,,REP,Donald Trump,LOGAN 05,220,0,211,0,9
Cache,President,,REP,Donald Trump,LOGAN 06,160,0,137,0,23
Cache,President,,REP,Donald Trump,LOGAN 07,73,0,60,0,13
Cache,President,,REP,Donald Trump,LOGAN 08,68,0,57,0,11
Cache,President,,REP,Donald Trump,LOGAN 09,122,0,110,0,12
Cache,President,,REP,Donald Trump,LOGAN 10,88,0,69,0,19
Cache,President,,REP,Donald Trump,LOGAN 11,101,0,92,0,9
Cache,President,,REP,Donald Trump,LOGAN 12,64,0,48,0,16
Cache,President,,REP,Donald Trump,LOGAN 13,249,0,238,0,11
Cache,President,,REP,Donald Trump,LOGAN 14,136,0,133,0,3
Cache,President,,REP,Donald Trump,LOGAN 15,119,0,99,0,20
Cache,President,,REP,Donald Trump,LOGAN 16,189,0,162,0,27
Cache,President,,REP,Donald Trump,LOGAN 17,217,0,184,0,33
Cache,President,,REP,Donald Trump,LOGAN 18,96,0,62,0,34
Cache,President,,REP,Donald Trump,LOGAN 19,97,0,83,0,14
Cache,President,,REP,Donald Trump,LOGAN 20,261,0,239,0,22
Cache,President,,REP,Donald Trump,LOGAN 21,136,0,134,0,2
Cache,President,,REP,Donald Trump,LOGAN 22,350,0,334,0,16
Cache,President,,REP,Donald Trump,LOGAN 23,101,0,66,0,35
Cache,President,,REP,Donald Trump,LOGAN 24,79,0,75,0,4
Cache,President,,REP,Donald Trump,LOGAN 25,205,0,183,0,22
Cache,President,,REP,Donald Trump,LOGAN 26,182,0,169,0,13
Cache,President,,REP,Donald Trump,LOGAN 27,263,0,227,0,36
Cache,President,,REP,Donald Trump,LOGAN 28,79,0,61,0,18
Cache,President,,REP,Donald Trump,LOGAN 29,316,0,304,0,12
Cache,President,,REP,Donald Trump,LOGAN 30,221,0,170,0,51
Cache,President,,REP,Donald Trump,LOGAN 31,137,0,105,0,32
Cache,President,,REP,Donald Trump,LOGAN 32,98,0,85,0,13
Cache,President,,REP,Donald Trump,LOGAN 33,243,0,213,0,30
Cache,President,,REP,Donald Trump,AMALGA,140,0,127,0,13
Cache,President,,REP,Donald Trump,BENSON,201,0,189,0,12
Cache,President,,REP,Donald Trump,CLARKSTON,191,0,174,0,17
Cache,President,,REP,Donald Trump,COLLEGE/YOUNG WARD,237,0,225,0,12
Cache,President,,REP,Donald Trump,CORNISH,64,0,61,0,3
Cache,President,,REP,Donald Trump,COVE,166,0,156,0,10
Cache,President,,REP,Donald Trump,HYDE PARK 01,572,0,544,0,28
Cache,President,,REP,Donald Trump,HYDE PARK 02,433,0,412,0,21
Cache,President,,REP,Donald Trump,HYRUM 01,355,0,328,0,27
Cache,President,,REP,Donald Trump,HYRUM 02,202,0,192,0,10
Cache,President,,REP,Donald Trump,HYRUM 03,381,0,368,0,13
Cache,President,,REP,Donald Trump,HYRUM 04,471,0,445,0,26
Cache,President,,REP,Donald Trump,HYRUM 05,246,0,225,0,21
Cache,President,,REP,Donald Trump,LEWISTON 01,305,0,291,0,14
Cache,President,,REP,Donald Trump,LEWISTON 02,186,0,178,0,8
Cache,President,,REP,Donald Trump,MENDON 01,47,0,41,0,6
Cache,President,,REP,Donald Trump,MENDON 02,560,0,519,0,41
Cache,President,,REP,Donald Trump,MILLVILLE 17,69,0,64,0,5
Cache,President,,REP,Donald Trump,MILLVILLE 25,436,0,415,0,21
Cache,President,,REP,Donald Trump,NEWTON,251,0,240,0,11
Cache,President,,REP,Donald Trump,NIBLEY 01,443,0,396,0,47
Cache,President,,REP,Donald Trump,NIBLEY 03,443,0,412,0,31
Cache,President,,REP,Donald Trump,Nibley 17,320,0,291,0,29
Cache,President,,REP,Donald Trump,Nibley 25,18,0,18,0,0
Cache,President,,REP,Donald Trump,NORTH LOGAN 01,305,0,261,0,44
Cache,President,,REP,Donald Trump,NORTH LOGAN 02,243,0,232,0,11
Cache,President,,REP,Donald Trump,NORTH LOGAN 03,274,0,264,0,10
Cache,President,,REP,Donald Trump,NORTH LOGAN 04,394,0,382,0,12
Cache,President,,REP,Donald Trump,NORTH LOGAN 05,332,0,321,0,11
Cache,President,,REP,Donald Trump,NORTH LOGAN 06,260,0,244,0,16
Cache,President,,REP,Donald Trump,PARADISE,533,0,504,0,29
Cache,President,,REP,Donald Trump,PROVIDENCE 01,352,0,337,0,15
Cache,President,,REP,Donald Trump,PROVIDENCE 02,468,0,456,0,12
Cache,President,,REP,Donald Trump,PROVIDENCE 03,352,0,336,0,16
Cache,President,,REP,Donald Trump,PROVIDENCE 04,268,0,250,0,18
Cache,President,,REP,Donald Trump,PROVIDENCE 05,288,0,271,0,17
Cache,President,,REP,Donald Trump,RICHMOND 01,289,0,267,0,22
Cache,President,,REP,Donald Trump,RICHMOND 02,353,0,336,0,17
Cache,President,,REP,Donald Trump,RIVER HEIGHTS 01,162,0,157,0,5
Cache,President,,REP,Donald Trump,RIVER HEIGHTS 02,228,0,218,0,10
Cache,President,,REP,Donald Trump,SMITHFIELD 01,330,0,300,0,30
Cache,President,,REP,Donald Trump,SMITHFIELD 02,342,0,307,0,35
Cache,President,,REP,Donald Trump,SMITHFIELD 03,362,0,327,0,35
Cache,President,,REP,Donald Trump,SMITHFIELD 04,419,0,389,0,30
Cache,President,,REP,Donald Trump,SMITHFIELD 05,347,0,318,0,29
Cache,President,,REP,Donald Trump,SMITHFIELD 06,316,0,294,0,22
Cache,President,,REP,Donald Trump,SMITHFIELD 07,432,0,385,0,47
Cache,President,,REP,Donald Trump,TRENTON,139,0,132,0,7
Cache,President,,REP,Donald Trump,WELLSVILLE 01,273,0,260,0,13
Cache,President,,REP,Donald Trump,WELLSVILLE 02,341,0,326,0,15
Cache,President,,REP,Donald Trump,WELLSVILLE 03,247,0,242,0,5
Cache,President,,REP,Donald Trump,WELLSVILLE 04,361,0,347,0,14
Cache,President,,CON,Darrell L. Castle,LOGAN 01,3,0,3,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 02,7,0,7,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 03,7,0,6,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 04,7,0,7,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 05,15,0,13,0,2
Cache,President,,CON,Darrell L. Castle,LOGAN 06,10,0,9,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 07,3,0,3,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 08,2,0,2,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 09,4,0,4,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 10,4,0,3,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 11,5,0,3,0,2
Cache,President,,CON,Darrell L. Castle,LOGAN 12,0,0,0,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 13,2,0,1,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 14,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 15,1,0,1,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 16,15,0,15,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 17,8,0,8,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 18,5,0,4,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 19,6,0,3,0,3
Cache,President,,CON,Darrell L. Castle,LOGAN 20,3,0,3,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 21,3,0,3,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 22,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 23,4,0,3,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 24,9,0,9,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 25,9,0,9,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 26,3,0,2,0,1
Cache,President,,CON,Darrell L. Castle,LOGAN 27,9,0,9,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 28,2,0,2,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 29,8,0,8,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 30,6,0,6,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 31,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 32,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,LOGAN 33,4,0,4,0,0
Cache,President,,CON,Darrell L. Castle,AMALGA,8,0,7,0,1
Cache,President,,CON,Darrell L. Castle,BENSON,4,0,4,0,0
Cache,President,,CON,Darrell L. Castle,CLARKSTON,4,0,4,0,0
Cache,President,,CON,Darrell L. Castle,COLLEGE/YOUNG WARD,10,0,9,0,1
Cache,President,,CON,Darrell L. Castle,CORNISH,3,0,3,0,0
Cache,President,,CON,Darrell L. Castle,COVE,2,0,2,0,0
Cache,President,,CON,Darrell L. Castle,HYDE PARK 01,10,0,10,0,0
Cache,President,,CON,Darrell L. Castle,HYDE PARK 02,12,0,12,0,0
Cache,President,,CON,Darrell L. Castle,HYRUM 01,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,HYRUM 02,2,0,2,0,0
Cache,President,,CON,Darrell L. Castle,HYRUM 03,21,0,21,0,0
Cache,President,,CON,Darrell L. Castle,HYRUM 04,14,0,14,0,0
Cache,President,,CON,Darrell L. Castle,HYRUM 05,9,0,9,0,0
Cache,President,,CON,Darrell L. Castle,LEWISTON 01,13,0,13,0,0
Cache,President,,CON,Darrell L. Castle,LEWISTON 02,7,0,7,0,0
Cache,President,,CON,Darrell L. Castle,MENDON 01,4,0,4,0,0
Cache,President,,CON,Darrell L. Castle,MENDON 02,19,0,17,0,2
Cache,President,,CON,Darrell L. Castle,MILLVILLE 17,2,0,2,0,0
Cache,President,,CON,Darrell L. Castle,MILLVILLE 25,15,0,15,0,0
Cache,President,,CON,Darrell L. Castle,NEWTON,6,0,6,0,0
Cache,President,,CON,Darrell L. Castle,NIBLEY 01,13,0,12,0,1
Cache,President,,CON,Darrell L. Castle,NIBLEY 03,22,0,15,0,7
Cache,President,,CON,Darrell L. Castle,Nibley 17,7,0,6,0,1
Cache,President,,CON,Darrell L. Castle,Nibley 25,0,0,0,0,0
Cache,President,,CON,Darrell L. Castle,NORTH LOGAN 01,8,0,6,0,2
Cache,President,,CON,Darrell L. Castle,NORTH LOGAN 02,8,0,8,0,0
Cache,President,,CON,Darrell L. Castle,NORTH LOGAN 03,11,0,11,0,0
Cache,President,,CON,Darrell L. Castle,NORTH LOGAN 04,21,0,21,0,0
Cache,President,,CON,Darrell L. Castle,NORTH LOGAN 05,17,0,17,0,0
Cache,President,,CON,Darrell L. Castle,NORTH LOGAN 06,10,0,8,0,2
Cache,President,,CON,Darrell L. Castle,PARADISE,20,0,17,0,3
Cache,President,,CON,Darrell L. Castle,PROVIDENCE 01,21,0,20,0,1
Cache,President,,CON,Darrell L. Castle,PROVIDENCE 02,13,0,11,0,2
Cache,President,,CON,Darrell L. Castle,PROVIDENCE 03,13,0,12,0,1
Cache,President,,CON,Darrell L. Castle,PROVIDENCE 04,8,0,6,0,2
Cache,President,,CON,Darrell L. Castle,PROVIDENCE 05,4,0,4,0,0
Cache,President,,CON,Darrell L. Castle,RICHMOND 01,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,RICHMOND 02,9,0,9,0,0
Cache,President,,CON,Darrell L. Castle,RIVER HEIGHTS 01,6,0,6,0,0
Cache,President,,CON,Darrell L. Castle,RIVER HEIGHTS 02,1,0,1,0,0
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 01,3,0,3,0,0
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 02,8,0,7,0,1
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 03,8,0,7,0,1
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 04,5,0,5,0,0
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 05,11,0,10,0,1
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 06,10,0,10,0,0
Cache,President,,CON,Darrell L. Castle,SMITHFIELD 07,9,0,9,0,0
Cache,President,,CON,Darrell L. Castle,TRENTON,2,0,2,0,0
Cache,President,,CON,Darrell L. Castle,WELLSVILLE 01,7,0,6,0,1
Cache,President,,CON,Darrell L. Castle,WELLSVILLE 02,19,0,19,0,0
Cache,President,,CON,Darrell L. Castle,WELLSVILLE 03,13,0,13,0,0
Cache,President,,CON,Darrell L. Castle,WELLSVILLE 04,3,0,3,0,0
Cache,President,,DEM,Hillary Clinton,LOGAN 01,116,0,103,0,13
Cache,President,,DEM,Hillary Clinton,LOGAN 02,150,0,139,0,11
Cache,President,,DEM,Hillary Clinton,LOGAN 03,176,0,153,0,23
Cache,President,,DEM,Hillary Clinton,LOGAN 04,121,0,106,0,15
Cache,President,,DEM,Hillary Clinton,LOGAN 05,290,0,269,2,19
Cache,President,,DEM,Hillary Clinton,LOGAN 06,146,0,135,0,11
Cache,President,,DEM,Hillary Clinton,LOGAN 07,110,0,90,0,20
Cache,President,,DEM,Hillary Clinton,LOGAN 08,64,0,55,0,9
Cache,President,,DEM,Hillary Clinton,LOGAN 09,152,0,141,0,11
Cache,President,,DEM,Hillary Clinton,LOGAN 10,112,0,95,0,17
Cache,President,,DEM,Hillary Clinton,LOGAN 11,92,0,83,0,9
Cache,President,,DEM,Hillary Clinton,LOGAN 12,103,0,76,0,27
Cache,President,,DEM,Hillary Clinton,LOGAN 13,267,0,255,0,12
Cache,President,,DEM,Hillary Clinton,LOGAN 14,181,0,169,0,12
Cache,President,,DEM,Hillary Clinton,LOGAN 15,99,0,74,0,25
Cache,President,,DEM,Hillary Clinton,LOGAN 16,162,0,146,0,16
Cache,President,,DEM,Hillary Clinton,LOGAN 17,104,0,90,0,14
Cache,President,,DEM,Hillary Clinton,LOGAN 18,65,0,49,0,16
Cache,President,,DEM,Hillary Clinton,LOGAN 19,39,0,37,0,2
Cache,President,,DEM,Hillary Clinton,LOGAN 20,212,0,189,0,23
Cache,President,,DEM,Hillary Clinton,LOGAN 21,170,0,168,0,2
Cache,President,,DEM,Hillary Clinton,LOGAN 22,218,0,207,0,11
Cache,President,,DEM,Hillary Clinton,LOGAN 23,132,0,92,0,40
Cache,President,,DEM,Hillary Clinton,LOGAN 24,98,0,87,0,11
Cache,President,,DEM,Hillary Clinton,LOGAN 25,122,0,113,0,9
Cache,President,,DEM,Hillary Clinton,LOGAN 26,106,0,99,0,7
Cache,President,,DEM,Hillary Clinton,LOGAN 27,113,0,95,1,17
Cache,President,,DEM,Hillary Clinton,LOGAN 28,50,0,36,0,14
Cache,President,,DEM,Hillary Clinton,LOGAN 29,235,0,230,0,5
Cache,President,,DEM,Hillary Clinton,LOGAN 30,141,0,121,0,20
Cache,President,,DEM,Hillary Clinton,LOGAN 31,117,0,103,0,14
Cache,President,,DEM,Hillary Clinton,LOGAN 32,65,0,60,0,5
Cache,President,,DEM,Hillary Clinton,LOGAN 33,127,0,121,0,6
Cache,President,,DEM,Hillary Clinton,AMALGA,14,0,13,0,1
Cache,President,,DEM,Hillary Clinton,BENSON,33,0,33,0,0
Cache,President,,DEM,Hillary Clinton,CLARKSTON,26,0,25,0,1
Cache,President,,DEM,Hillary Clinton,COLLEGE/YOUNG WARD,39,0,37,0,2
Cache,President,,DEM,Hillary Clinton,CORNISH,5,0,4,0,1
Cache,President,,DEM,Hillary Clinton,COVE,21,0,19,0,2
Cache,President,,DEM,Hillary Clinton,HYDE PARK 01,144,0,138,0,6
Cache,President,,DEM,Hillary Clinton,HYDE PARK 02,175,0,169,0,6
Cache,President,,DEM,Hillary Clinton,HYRUM 01,109,0,98,0,11
Cache,President,,DEM,Hillary Clinton,HYRUM 02,46,0,42,0,4
Cache,President,,DEM,Hillary Clinton,HYRUM 03,78,0,71,0,7
Cache,President,,DEM,Hillary Clinton,HYRUM 04,83,0,74,0,9
Cache,President,,DEM,Hillary Clinton,HYRUM 05,58,0,52,0,6
Cache,President,,DEM,Hillary Clinton,LEWISTON 01,29,0,28,0,1
Cache,President,,DEM,Hillary Clinton,LEWISTON 02,16,0,16,0,0
Cache,President,,DEM,Hillary Clinton,MENDON 01,13,0,13,0,0
Cache,President,,DEM,Hillary Clinton,MENDON 02,120,0,116,0,4
Cache,President,,DEM,Hillary Clinton,MILLVILLE 17,11,0,10,0,1
Cache,President,,DEM,Hillary Clinton,MILLVILLE 25,103,0,98,0,5
Cache,President,,DEM,Hillary Clinton,NEWTON,41,0,40,0,1
Cache,President,,DEM,Hillary Clinton,NIBLEY 01,129,0,103,0,26
Cache,President,,DEM,Hillary Clinton,NIBLEY 03,115,0,108,0,7
Cache,President,,DEM,Hillary Clinton,Nibley 17,80,0,71,0,9
Cache,President,,DEM,Hillary Clinton,Nibley 25,1,0,0,0,1
Cache,President,,DEM,Hillary Clinton,NORTH LOGAN 01,192,0,160,0,32
Cache,President,,DEM,Hillary Clinton,NORTH LOGAN 02,118,0,109,0,9
Cache,President,,DEM,Hillary Clinton,NORTH LOGAN 03,97,0,95,0,2
Cache,President,,DEM,Hillary Clinton,NORTH LOGAN 04,131,0,122,0,9
Cache,President,,DEM,Hillary Clinton,NORTH LOGAN 05,147,0,143,0,4
Cache,President,,DEM,Hillary Clinton,NORTH LOGAN 06,165,0,158,0,7
Cache,President,,DEM,Hillary Clinton,PARADISE,85,0,82,0,3
Cache,President,,DEM,Hillary Clinton,PROVIDENCE 01,98,0,88,0,10
Cache,President,,DEM,Hillary Clinton,PROVIDENCE 02,161,0,158,0,3
Cache,President,,DEM,Hillary Clinton,PROVIDENCE 03,105,0,104,0,1
Cache,President,,DEM,Hillary Clinton,PROVIDENCE 04,129,0,123,0,6
Cache,President,,DEM,Hillary Clinton,PROVIDENCE 05,100,0,95,0,5
Cache,President,,DEM,Hillary Clinton,RICHMOND 01,64,0,58,0,6
Cache,President,,DEM,Hillary Clinton,RICHMOND 02,77,0,75,0,2
Cache,President,,DEM,Hillary Clinton,RIVER HEIGHTS 01,94,0,91,0,3
Cache,President,,DEM,Hillary Clinton,RIVER HEIGHTS 02,107,0,103,0,4
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 01,41,0,35,0,6
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 02,94,0,88,0,6
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 03,92,0,87,0,5
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 04,89,0,79,0,10
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 05,76,0,72,0,4
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 06,70,0,67,0,3
Cache,President,,DEM,Hillary Clinton,SMITHFIELD 07,93,0,86,0,7
Cache,President,,DEM,Hillary Clinton,TRENTON,22,0,20,0,2
Cache,President,,DEM,Hillary Clinton,WELLSVILLE 01,21,0,18,0,3
Cache,President,,DEM,Hillary Clinton,WELLSVILLE 02,65,0,63,0,2
Cache,President,,DEM,Hillary Clinton,WELLSVILLE 03,30,0,29,0,1
Cache,President,,DEM,Hillary Clinton,WELLSVILLE 04,56,0,55,0,1
Cache,President,,,Monica Moorehead,LOGAN 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 04,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 05,1,0,1,0,0
Cache,President,,,Monica Moorehead,LOGAN 06,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 07,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 08,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 09,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 10,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 11,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 12,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 13,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 14,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 15,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 16,1,0,1,0,0
Cache,President,,,Monica Moorehead,LOGAN 17,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 18,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 19,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 20,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 21,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 22,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 23,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 24,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 25,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 26,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 27,1,0,0,0,1
Cache,President,,,Monica Moorehead,LOGAN 28,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 29,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 30,1,0,1,0,0
Cache,President,,,Monica Moorehead,LOGAN 31,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 32,0,0,0,0,0
Cache,President,,,Monica Moorehead,LOGAN 33,0,0,0,0,0
Cache,President,,,Monica Moorehead,AMALGA,0,0,0,0,0
Cache,President,,,Monica Moorehead,BENSON,0,0,0,0,0
Cache,President,,,Monica Moorehead,CLARKSTON,0,0,0,0,0
Cache,President,,,Monica Moorehead,COLLEGE/YOUNG WARD,0,0,0,0,0
Cache,President,,,Monica Moorehead,CORNISH,0,0,0,0,0
Cache,President,,,Monica Moorehead,COVE,0,0,0,0,0
Cache,President,,,Monica Moorehead,HYDE PARK 01,1,0,1,0,0
Cache,President,,,Monica Moorehead,HYDE PARK 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,HYRUM 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,HYRUM 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,HYRUM 03,0,0,0,0,0
Cache,President,,,Monica Moorehead,HYRUM 04,0,0,0,0,0
Cache,President,,,Monica Moorehead,HYRUM 05,0,0,0,0,0
Cache,President,,,Monica Moorehead,LEWISTON 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,LEWISTON 02,0,0,0,0,0
Cache,President,,,Monica Moorehead,MENDON 01,0,0,0,0,0
Cache,President,,,Monica Moorehead,MENDON 02,2,0,2,0,0
