county,precincts,office,district,party,candidate,votes
Davis,Layton 28,President,,Constitution,Castle,2
Davis,Layton 28,President,,Democratic,Clinton,194
Davis,Layton 29,President,,Libertarian,Johnson,5
Davis,Layton 29,President,,Independent,Giordani,1
Davis,Layton 29,President,,Republican,Trump,62
Davis,Layton 29,President,,Constitution,Castle,0
Davis,Layton 29,President,,Democratic,Clinton,54
Davis,Layton 30,President,,Libertarian,Johnson,40
Davis,Layton 30,President,,Independent,Giordani,4
Davis,Layton 30,President,,Republican,Trump,267
Davis,Layton 30,President,,Constitution,Castle,7
Davis,Layton 30,President,,Democratic,Clinton,181
Davis,Layton 31,President,,Libertarian,Johnson,30
Davis,Layton 31,President,,Independent,Giordani,0
Davis,Layton 31,President,,Republican,Trump,254
Davis,Layton 31,President,,Constitution,Castle,2
Davis,Layton 31,President,,Democratic,Clinton,135
Davis,Layton 32,President,,Libertarian,Johnson,27
Davis,Layton 32,President,,Independent,Giordani,1
Davis,Layton 32,President,,Republican,Trump,301
Davis,Layton 32,President,,Constitution,Castle,1
Davis,Layton 32,President,,Democratic,Clinton,134
Davis,Layton 33,President,,Libertarian,Johnson,38
Davis,Layton 33,President,,Independent,Giordani,4
Davis,Layton 33,President,,Republican,Trump,463
Davis,Layton 33,President,,Constitution,Castle,5
Davis,Layton 33,President,,Democratic,Clinton,128
Davis,Layton 34,President,,Libertarian,Johnson,34
Davis,Layton 34,President,,Independent,Giordani,2
Davis,Layton 34,President,,Republican,Trump,524
Davis,Layton 34,President,,Constitution,Castle,4
Davis,Layton 34,President,,Democratic,Clinton,113
Davis,Layton 35,President,,Libertarian,Johnson,16
Davis,Layton 35,President,,Independent,Giordani,1
Davis,Layton 35,President,,Republican,Trump,278
Davis,Layton 35,President,,Constitution,Castle,3
Davis,Layton 35,President,,Democratic,Clinton,82
Davis,Layton 36,President,,Libertarian,Johnson,33
Davis,Layton 36,President,,Independent,Giordani,2
Davis,Layton 36,President,,Republican,Trump,353
Davis,Layton 36,President,,Constitution,Castle,4
Davis,Layton 36,President,,Democratic,Clinton,124
Davis,Layton 37,President,,Libertarian,Johnson,27
Davis,Layton 37,President,,Independent,Giordani,1
Davis,Layton 37,President,,Republican,Trump,369
Davis,Layton 37,President,,Constitution,Castle,2
Davis,Layton 37,President,,Democratic,Clinton,119
Davis,Layton 38,President,,Libertarian,Johnson,30
Davis,Layton 38,President,,Independent,Giordani,2
Davis,Layton 38,President,,Republican,Trump,262
Davis,Layton 38,President,,Constitution,Castle,1
Davis,Layton 38,President,,Democratic,Clinton,149
Davis,Layton 39,President,,Libertarian,Johnson,31
Davis,Layton 39,President,,Independent,Giordani,1
Davis,Layton 39,President,,Republican,Trump,308
Davis,Layton 39,President,,Constitution,Castle,4
Davis,Layton 39,President,,Democratic,Clinton,145
Davis,Layton 40,President,,Libertarian,Johnson,38
Davis,Layton 40,President,,Independent,Giordani,1
Davis,Layton 40,President,,Republican,Trump,325
Davis,Layton 40,President,,Constitution,Castle,8
Davis,Layton 40,President,,Democratic,Clinton,187
Davis,Layton 41,President,,Libertarian,Johnson,27
Davis,Layton 41,President,,Independent,Giordani,0
Davis,Layton 41,President,,Republican,Trump,373
Davis,Layton 41,President,,Constitution,Castle,1
Davis,Layton 41,President,,Democratic,Clinton,178
Davis,Layton 42,President,,Libertarian,Johnson,25
Davis,Layton 42,President,,Independent,Giordani,0
Davis,Layton 42,President,,Republican,Trump,239
Davis,Layton 42,President,,Constitution,Castle,6
Davis,Layton 42,President,,Democratic,Clinton,125
Davis,Layton 43,President,,Libertarian,Johnson,29
Davis,Layton 43,President,,Independent,Giordani,8
Davis,Layton 43,President,,Republican,Trump,246
Davis,Layton 43,President,,Constitution,Castle,5
Davis,Layton 43,President,,Democratic,Clinton,172
Davis,Layton 44,President,,Libertarian,Johnson,16
Davis,Layton 44,President,,Independent,Giordani,0
Davis,Layton 44,President,,Republican,Trump,310
Davis,Layton 44,President,,Constitution,Castle,3
Davis,Layton 44,President,,Democratic,Clinton,90
Davis,North Salt Lake 1,President,,Libertarian,Johnson,37
Davis,North Salt Lake 1,President,,Independent,Giordani,1
Davis,North Salt Lake 1,President,,Republican,Trump,251
Davis,North Salt Lake 1,President,,Constitution,Castle,3
Davis,North Salt Lake 1,President,,Democratic,Clinton,280
Davis,North Salt Lake 2,President,,Libertarian,Johnson,49
Davis,North Salt Lake 2,President,,Independent,Giordani,2
Davis,North Salt Lake 2,President,,Republican,Trump,375
Davis,North Salt Lake 2,President,,Constitution,Castle,6
Davis,North Salt Lake 2,President,,Democratic,Clinton,342
Davis,North Salt Lake 3,President,,Libertarian,Johnson,35
Davis,North Salt Lake 3,President,,Independent,Giordani,5
Davis,North Salt Lake 3,President,,Republican,Trump,272
Davis,North Salt Lake 3,President,,Constitution,Castle,7
Davis,North Salt Lake 3,President,,Democratic,Clinton,240
Davis,North Salt Lake 4,President,,Libertarian,Johnson,45
Davis,North Salt Lake 4,President,,Independent,Giordani,1
Davis,North Salt Lake 4,President,,Republican,Trump,307
Davis,North Salt Lake 4,President,,Constitution,Castle,1
Davis,North Salt Lake 4,President,,Democratic,Clinton,237
Davis,North Salt Lake 5,President,,Libertarian,Johnson,31
Davis,North Salt Lake 5,President,,Independent,Giordani,1
Davis,North Salt Lake 5,President,,Republican,Trump,477
Davis,North Salt Lake 5,President,,Constitution,Castle,6
Davis,North Salt Lake 5,President,,Democratic,Clinton,199
Davis,North Salt Lake 6,President,,Libertarian,Johnson,25
Davis,North Salt Lake 6,President,,Independent,Giordani,0
Davis,North Salt Lake 6,President,,Republican,Trump,374
Davis,North Salt Lake 6,President,,Constitution,Castle,4
Davis,North Salt Lake 6,President,,Democratic,Clinton,216
Davis,North Salt Lake 7,President,,Libertarian,Johnson,29
Davis,North Salt Lake 7,President,,Independent,Giordani,2
Davis,North Salt Lake 7,President,,Republican,Trump,158
Davis,North Salt Lake 7,President,,Constitution,Castle,4
Davis,North Salt Lake 7,President,,Democratic,Clinton,97
Davis,North Salt Lake 8,President,,Libertarian,Johnson,22
Davis,North Salt Lake 8,President,,Independent,Giordani,0
Davis,North Salt Lake 8,President,,Republican,Trump,341
Davis,North Salt Lake 8,President,,Constitution,Castle,3
Davis,North Salt Lake 8,President,,Democratic,Clinton,229
Davis,North Salt Lake 9,President,,Libertarian,Johnson,40
Davis,North Salt Lake 9,President,,Independent,Giordani,0
Davis,North Salt Lake 9,President,,Republican,Trump,266
Davis,North Salt Lake 9,President,,Constitution,Castle,1
Davis,North Salt Lake 9,President,,Democratic,Clinton,301
Davis,North Salt Lake 10,President,,Libertarian,Johnson,36
Davis,North Salt Lake 10,President,,Independent,Giordani,2
Davis,North Salt Lake 10,President,,Republican,Trump,199
Davis,North Salt Lake 10,President,,Constitution,Castle,3
Davis,North Salt Lake 10,President,,Democratic,Clinton,268
Davis,South Weber 1,President,,Libertarian,Johnson,32
Davis,South Weber 1,President,,Independent,Giordani,1
Davis,South Weber 1,President,,Republican,Trump,572
Davis,South Weber 1,President,,Constitution,Castle,7
Davis,South Weber 1,President,,Democratic,Clinton,169
Davis,South Weber 2,President,,Libertarian,Johnson,35
Davis,South Weber 2,President,,Independent,Giordani,2
Davis,South Weber 2,President,,Republican,Trump,483
Davis,South Weber 2,President,,Constitution,Castle,9
Davis,South Weber 2,President,,Democratic,Clinton,176
Davis,South Weber 3,President,,Libertarian,Johnson,43
Davis,South Weber 3,President,,Independent,Giordani,2
Davis,South Weber 3,President,,Republican,Trump,591
Davis,South Weber 3,President,,Constitution,Castle,5
Davis,South Weber 3,President,,Democratic,Clinton,194
Davis,South Weber 4,President,,Libertarian,Johnson,0
Davis,South Weber 4,President,,Independent,Giordani,0
Davis,South Weber 4,President,,Republican,Trump,4
Davis,South Weber 4,President,,Constitution,Castle,0
Davis,South Weber 4,President,,Democratic,Clinton,2
Davis,Sunset 1,President,,Libertarian,Johnson,23
Davis,Sunset 1,President,,Independent,Giordani,0
Davis,Sunset 1,President,,Republican,Trump,168
Davis,Sunset 1,President,,Constitution,Castle,1
Davis,Sunset 1,President,,Democratic,Clinton,130
Davis,Sunset 2,President,,Libertarian,Johnson,39
Davis,Sunset 2,President,,Independent,Giordani,5
Davis,Sunset 2,President,,Republican,Trump,232
Davis,Sunset 2,President,,Constitution,Castle,4
Davis,Sunset 2,President,,Democratic,Clinton,180
Davis,Sunset 3,President,,Libertarian,Johnson,30
Davis,Sunset 3,President,,Independent,Giordani,3
Davis,Sunset 3,President,,Republican,Trump,321
Davis,Sunset 3,President,,Constitution,Castle,1
Davis,Sunset 3,President,,Democratic,Clinton,138
Davis,Syracuse 1,President,,Libertarian,Johnson,24
Davis,Syracuse 1,President,,Independent,Giordani,1
Davis,Syracuse 1,President,,Republican,Trump,450
Davis,Syracuse 1,President,,Constitution,Castle,4
Davis,Syracuse 1,President,,Democratic,Clinton,139
Davis,Syracuse 2,President,,Libertarian,Johnson,18
Davis,Syracuse 2,President,,Independent,Giordani,0
Davis,Syracuse 2,President,,Republican,Trump,283
Davis,Syracuse 2,President,,Constitution,Castle,3
Davis,Syracuse 2,President,,Democratic,Clinton,91
Davis,Syracuse 3,President,,Libertarian,Johnson,45
Davis,Syracuse 3,President,,Independent,Giordani,0
Davis,Syracuse 3,President,,Republican,Trump,488
Davis,Syracuse 3,President,,Constitution,Castle,10
Davis,Syracuse 3,President,,Democratic,Clinton,150
Davis,Syracuse 4,President,,Libertarian,Johnson,33
Davis,Syracuse 4,President,,Independent,Giordani,0
Davis,Syracuse 4,President,,Republican,Trump,231
Davis,Syracuse 4,President,,Constitution,Castle,1
Davis,Syracuse 4,President,,Democratic,Clinton,97
Davis,Syracuse 5,President,,Libertarian,Johnson,43
Davis,Syracuse 5,President,,Independent,Giordani,2
Davis,Syracuse 5,President,,Republican,Trump,480
Davis,Syracuse 5,President,,Constitution,Castle,6
Davis,Syracuse 5,President,,Democratic,Clinton,151
Davis,Syracuse 6,President,,Libertarian,Johnson,33
Davis,Syracuse 6,President,,Independent,Giordani,1
Davis,Syracuse 6,President,,Republican,Trump,417
Davis,Syracuse 6,President,,Constitution,Castle,6
Davis,Syracuse 6,President,,Democratic,Clinton,147
Davis,Syracuse 7,President,,Libertarian,Johnson,24
Davis,Syracuse 7,President,,Independent,Giordani,5
Davis,Syracuse 7,President,,Republican,Trump,449
Davis,Syracuse 7,President,,Constitution,Castle,1
Davis,Syracuse 7,President,,Democratic,Clinton,141
Davis,Syracuse 8,President,,Libertarian,Johnson,30
Davis,Syracuse 8,President,,Independent,Giordani,2
Davis,Syracuse 8,President,,Republican,Trump,328
Davis,Syracuse 8,President,,Constitution,Castle,8
Davis,Syracuse 8,President,,Democratic,Clinton,122
Davis,Syracuse 9,President,,Libertarian,Johnson,25
Davis,Syracuse 9,President,,Independent,Giordani,3
Davis,Syracuse 9,President,,Republican,Trump,505
Davis,Syracuse 9,President,,Constitution,Castle,5
Davis,Syracuse 9,President,,Democratic,Clinton,141
Davis,Syracuse 10,President,,Libertarian,Johnson,14
Davis,Syracuse 10,President,,Independent,Giordani,1
Davis,Syracuse 10,President,,Republican,Trump,289
Davis,Syracuse 10,President,,Constitution,Castle,9
Davis,Syracuse 10,President,,Democratic,Clinton,65
Davis,Syracuse 11,President,,Libertarian,Johnson,21
Davis,Syracuse 11,President,,Independent,Giordani,2
Davis,Syracuse 11,President,,Republican,Trump,443
Davis,Syracuse 11,President,,Constitution,Castle,1
Davis,Syracuse 11,President,,Democratic,Clinton,116
Davis,Syracuse 12,President,,Libertarian,Johnson,19
Davis,Syracuse 12,President,,Independent,Giordani,0
Davis,Syracuse 12,President,,Republican,Trump,590
Davis,Syracuse 12,President,,Constitution,Castle,4
Davis,Syracuse 12,President,,Democratic,Clinton,118
Davis,Syracuse 13,President,,Libertarian,Johnson,30
Davis,Syracuse 13,President,,Independent,Giordani,1
Davis,Syracuse 13,President,,Republican,Trump,373
Davis,Syracuse 13,President,,Constitution,Castle,4
Davis,Syracuse 13,President,,Democratic,Clinton,157
Davis,Syracuse 14,President,,Libertarian,Johnson,20
Davis,Syracuse 14,President,,Independent,Giordani,1
Davis,Syracuse 14,President,,Republican,Trump,303
Davis,Syracuse 14,President,,Constitution,Castle,4
Davis,Syracuse 14,President,,Democratic,Clinton,95
Davis,Syracuse 15,President,,Libertarian,Johnson,0
Davis,Syracuse 15,President,,Independent,Giordani,0
Davis,Syracuse 15,President,,Republican,Trump,0
Davis,Syracuse 15,President,,Constitution,Castle,0
Davis,Syracuse 15,President,,Democratic,Clinton,0
Davis,West Bountiful 1,President,,Libertarian,Johnson,24
Davis,West Bountiful 1,President,,Independent,Giordani,0
Davis,West Bountiful 1,President,,Republican,Trump,236
Davis,West Bountiful 1,President,,Constitution,Castle,3
Davis,West Bountiful 1,President,,Democratic,Clinton,105
Davis,West Bountiful 2,President,,Libertarian,Johnson,35
Davis,West Bountiful 2,President,,Independent,Giordani,3
Davis,West Bountiful 2,President,,Republican,Trump,373
Davis,West Bountiful 2,President,,Constitution,Castle,5
Davis,West Bountiful 2,President,,Democratic,Clinton,151
Davis,West Bountiful 3,President,,Libertarian,Johnson,35
Davis,West Bountiful 3,President,,Independent,Giordani,1
Davis,West Bountiful 3,President,,Republican,Trump,391
Davis,West Bountiful 3,President,,Constitution,Castle,6
Davis,West Bountiful 3,President,,Democratic,Clinton,148
Davis,West Bountiful 4,President,,Libertarian,Johnson,13
Davis,West Bountiful 4,President,,Independent,Giordani,1
Davis,West Bountiful 4,President,,Republican,Trump,220
Davis,West Bountiful 4,President,,Constitution,Castle,5
Davis,West Bountiful 4,President,,Democratic,Clinton,101
Davis,West Point 1,President,,Libertarian,Johnson,27
Davis,West Point 1,President,,Independent,Giordani,5
Davis,West Point 1,President,,Republican,Trump,391
Davis,West Point 1,President,,Constitution,Castle,1
Davis,West Point 1,President,,Democratic,Clinton,119
Davis,West Point 2,President,,Libertarian,Johnson,23
Davis,West Point 2,President,,Independent,Giordani,2
Davis,West Point 2,President,,Republican,Trump,300
Davis,West Point 2,President,,Constitution,Castle,3
Davis,West Point 2,President,,Democratic,Clinton,81
Davis,West Point 3,President,,Libertarian,Johnson,22
Davis,West Point 3,President,,Independent,Giordani,2
Davis,West Point 3,President,,Republican,Trump,473
Davis,West Point 3,President,,Constitution,Castle,4
Davis,West Point 3,President,,Democratic,Clinton,156
Davis,West Point 4,President,,Libertarian,Johnson,25
Davis,West Point 4,President,,Independent,Giordani,1
Davis,West Point 4,President,,Republican,Trump,373
Davis,West Point 4,President,,Constitution,Castle,11
Davis,West Point 4,President,,Democratic,Clinton,94
Davis,West Point 5,President,,Libertarian,Johnson,32
Davis,West Point 5,President,,Independent,Giordani,2
Davis,West Point 5,President,,Republican,Trump,405
Davis,West Point 5,President,,Constitution,Castle,6
Davis,West Point 5,President,,Democratic,Clinton,93
Davis,West Point 6,President,,Libertarian,Johnson,27
Davis,West Point 6,President,,Independent,Giordani,2
Davis,West Point 6,President,,Republican,Trump,249
Davis,West Point 6,President,,Constitution,Castle,2
Davis,West Point 6,President,,Democratic,Clinton,117
Davis,West Point 7,President,,Libertarian,Johnson,10
Davis,West Point 7,President,,Independent,Giordani,1
Davis,West Point 7,President,,Republican,Trump,152
Davis,West Point 7,President,,Constitution,Castle,1
Davis,West Point 7,President,,Democratic,Clinton,45
Davis,Woods Cross 1,President,,Libertarian,Johnson,22
Davis,Woods Cross 1,President,,Independent,Giordani,3
Davis,Woods Cross 1,President,,Republican,Trump,186
Davis,Woods Cross 1,President,,Constitution,Castle,2
Davis,Woods Cross 1,President,,Democratic,Clinton,101
Davis,Woods Cross 2,President,,Libertarian,Johnson,28
Davis,Woods Cross 2,President,,Independent,Giordani,2
Davis,Woods Cross 2,President,,Republican,Trump,348
Davis,Woods Cross 2,President,,Constitution,Castle,5
Davis,Woods Cross 2,President,,Democratic,Clinton,155
Davis,Woods Cross 3,President,,Libertarian,Johnson,48
Davis,Woods Cross 3,President,,Independent,Giordani,6
Davis,Woods Cross 3,President,,Republican,Trump,341
Davis,Woods Cross 3,President,,Constitution,Castle,8
Davis,Woods Cross 3,President,,Democratic,Clinton,220
Davis,Woods Cross 4,President,,Libertarian,Johnson,18
Davis,Woods Cross 4,President,,Independent,Giordani,1
Davis,Woods Cross 4,President,,Republican,Trump,131
Davis,Woods Cross 4,President,,Constitution,Castle,7
Davis,Woods Cross 4,President,,Democratic,Clinton,95
Davis,Woods Cross 5,President,,Libertarian,Johnson,29
Davis,Woods Cross 5,President,,Independent,Giordani,3
Davis,Woods Cross 5,President,,Republican,Trump,209
Davis,Woods Cross 5,President,,Constitution,Castle,3
Davis,Woods Cross 5,President,,Democratic,Clinton,179
Davis,Woods Cross 6,President,,Libertarian,Johnson,54
Davis,Woods Cross 6,President,,Independent,Giordani,4
Davis,Woods Cross 6,President,,Republican,Trump,438
Davis,Woods Cross 6,President,,Constitution,Castle,6
Davis,Woods Cross 6,President,,Democratic,Clinton,257
Davis,Bountiful 1,President,,Workers World,Moorehead,1
Davis,Bountiful 1,President,,Independent,McMullin,212
Davis,Bountiful 1,President,,,Stephen Park,0
Davis,Bountiful 1,President,,,Smith,0
Davis,Bountiful 1,President,,,Kotlikoff,0
Davis,Bountiful 1,President,,,Hoefling,0
Davis,Bountiful 2,President,,Workers World,Moorehead,1
Davis,Bountiful 2,President,,Independent,McMullin,181
Davis,Bountiful 2,President,,,Stephen Park,0
Davis,Bountiful 2,President,,,Smith,0
Davis,Bountiful 2,President,,,Kotlikoff,0
Davis,Bountiful 2,President,,,Hoefling,0
Davis,Bountiful 3,President,,Workers World,Moorehead,0
Davis,Bountiful 3,President,,Independent,McMullin,326
Davis,Bountiful 3,President,,,Stephen Park,0
Davis,Bountiful 3,President,,,Smith,0
Davis,Bountiful 3,President,,,Kotlikoff,0
Davis,Bountiful 3,President,,,Hoefling,0
Davis,Bountiful 4,President,,Workers World,Moorehead,0
Davis,Bountiful 4,President,,Independent,McMullin,190
Davis,Bountiful 4,President,,,Stephen Park,0
Davis,Bountiful 4,President,,,Smith,0
Davis,Bountiful 4,President,,,Kotlikoff,0
Davis,Bountiful 4,President,,,Hoefling,0
Davis,Bountiful 5,President,,Workers World,Moorehead,0
Davis,Bountiful 5,President,,Independent,McMullin,356
Davis,Bountiful 5,President,,,Stephen Park,0
Davis,Bountiful 5,President,,,Smith,0
Davis,Bountiful 5,President,,,Kotlikoff,0
Davis,Bountiful 5,President,,,Hoefling,0
Davis,Bountiful 6,President,,Workers World,Moorehead,0
Davis,Bountiful 6,President,,Independent,McMullin,196
Davis,Bountiful 6,President,,,Stephen Park,0
Davis,Bountiful 6,President,,,Smith,0
Davis,Bountiful 6,President,,,Kotlikoff,0
Davis,Bountiful 6,President,,,Hoefling,1
Davis,Bountiful 7,President,,Workers World,Moorehead,166
Davis,Bountiful 7,President,,Independent,McMullin,0
Davis,Bountiful 7,President,,,Stephen Park,0
Davis,Bountiful 7,President,,,Smith,0
Davis,Bountiful 7,President,,,Kotlikoff,0
Davis,Bountiful 7,President,,,Hoefling,282
Davis,Bountiful 8,President,,Workers World,Moorehead,0
Davis,Bountiful 8,President,,Independent,McMullin,0
Davis,Bountiful 8,President,,,Stephen Park,0
Davis,Bountiful 8,President,,,Smith,0
Davis,Bountiful 8,President,,,Kotlikoff,0
Davis,Bountiful 8,President,,,Hoefling,0
Davis,Bountiful 9,President,,Workers World,Moorehead,0
Davis,Bountiful 9,President,,Independent,McMullin,248
Davis,Bountiful 9,President,,,Stephen Park,0
Davis,Bountiful 9,President,,,Smith,0
Davis,Bountiful 9,President,,,Kotlikoff,0
Davis,Bountiful 9,President,,,Hoefling,0
Davis,Bountiful 10,President,,Workers World,Moorehead,0
Davis,Bountiful 10,President,,Independent,McMullin,284
Davis,Bountiful 10,President,,,Stephen Park,0
Davis,Bountiful 10,President,,,Smith,0
Davis,Bountiful 10,President,,,Kotlikoff,0
Davis,Bountiful 10,President,,,Hoefling,0
Davis,Bountiful 11,President,,Workers World,Moorehead,0
Davis,Bountiful 11,President,,Independent,McMullin,225
Davis,Bountiful 11,President,,,Stephen Park,0
Davis,Bountiful 11,President,,,Smith,0
Davis,Bountiful 11,President,,,Kotlikoff,0
Davis,Bountiful 11,President,,,Hoefling,0
Davis,Bountiful 12,President,,Workers World,Moorehead,0
Davis,Bountiful 12,President,,Independent,McMullin,242
Davis,Bountiful 12,President,,,Stephen Park,0
Davis,Bountiful 12,President,,,Smith,0
Davis,Bountiful 12,President,,,Kotlikoff,0
Davis,Bountiful 12,President,,,Hoefling,0
Davis,Bountiful 13,President,,Workers World,Moorehead,0
Davis,Bountiful 13,President,,Independent,McMullin,173
Davis,Bountiful 13,President,,,Stephen Park,0
Davis,Bountiful 13,President,,,Smith,0
Davis,Bountiful 13,President,,,Kotlikoff,0
Davis,Bountiful 13,President,,,Hoefling,0
Davis,Bountiful 14,President,,Workers World,Moorehead,0
Davis,Bountiful 14,President,,Independent,McMullin,149
Davis,Bountiful 14,President,,,Stephen Park,0
Davis,Bountiful 14,President,,,Smith,0
Davis,Bountiful 14,President,,,Kotlikoff,0
Davis,Bountiful 14,President,,,Hoefling,0
Davis,Bountiful 15,President,,Workers World,Moorehead,0
Davis,Bountiful 15,President,,Independent,McMullin,146
Davis,Bountiful 15,President,,,Stephen Park,0
Davis,Bountiful 15,President,,,Smith,0
Davis,Bountiful 15,President,,,Kotlikoff,0
Davis,Bountiful 15,President,,,Hoefling,0
Davis,Bountiful 16,President,,Workers World,Moorehead,0
Davis,Bountiful 16,President,,Independent,McMullin,231
Davis,Bountiful 16,President,,,Stephen Park,0
Davis,Bountiful 16,President,,,Smith,0
Davis,Bountiful 16,President,,,Kotlikoff,0
Davis,Bountiful 16,President,,,Hoefling,0
Davis,Bountiful 17,President,,Workers World,Moorehead,0
Davis,Bountiful 17,President,,Independent,McMullin,180
Davis,Bountiful 17,President,,,Stephen Park,0
Davis,Bountiful 17,President,,,Smith,0
Davis,Bountiful 17,President,,,Kotlikoff,0
Davis,Bountiful 17,President,,,Hoefling,0
Davis,Bountiful 18,President,,Workers World,Moorehead,0
Davis,Bountiful 18,President,,Independent,McMullin,203
Davis,Bountiful 18,President,,,Stephen Park,0
Davis,Bountiful 18,President,,,Smith,0
Davis,Bountiful 18,President,,,Kotlikoff,0
Davis,Bountiful 18,President,,,Hoefling,0
Davis,Bountiful 19,President,,Workers World,Moorehead,1
Davis,Bountiful 19,President,,Independent,McMullin,238
Davis,Bountiful 19,President,,,Stephen Park,0
Davis,Bountiful 19,President,,,Smith,0
Davis,Bountiful 19,President,,,Kotlikoff,0
Davis,Bountiful 19,President,,,Hoefling,0
Davis,Bountiful 20,President,,Workers World,Moorehead,0
Davis,Bountiful 20,President,,Independent,McMullin,202
Davis,Bountiful 20,President,,,Stephen Park,0
Davis,Bountiful 20,President,,,Smith,0
Davis,Bountiful 20,President,,,Kotlikoff,0
Davis,Bountiful 20,President,,,Hoefling,0
Davis,Bountiful 21,President,,Workers World,Moorehead,0
Davis,Bountiful 21,President,,Independent,McMullin,212
Davis,Bountiful 21,President,,,Stephen Park,0
Davis,Bountiful 21,President,,,Smith,0
Davis,Bountiful 21,President,,,Kotlikoff,0
Davis,Bountiful 21,President,,,Hoefling,0
Davis,Bountiful 22,President,,Workers World,Moorehead,0
Davis,Bountiful 22,President,,Independent,McMullin,223
Davis,Bountiful 22,President,,,Stephen Park,0
Davis,Bountiful 22,President,,,Smith,0
Davis,Bountiful 22,President,,,Kotlikoff,0
Davis,Bountiful 22,President,,,Hoefling,0
Davis,Bountiful 23,President,,Workers World,Moorehead,1
Davis,Bountiful 23,President,,Independent,McMullin,244
Davis,Bountiful 23,President,,,Stephen Park,0
Davis,Bountiful 23,President,,,Smith,0
Davis,Bountiful 23,President,,,Kotlikoff,0
Davis,Bountiful 23,President,,,Hoefling,0
Davis,Bountiful 24,President,,Workers World,Moorehead,1
Davis,Bountiful 24,President,,Independent,McMullin,89
Davis,Bountiful 24,President,,,Stephen Park,0
Davis,Bountiful 24,President,,,Smith,0
Davis,Bountiful 24,President,,,Kotlikoff,0
Davis,Bountiful 24,President,,,Hoefling,0
Davis,Bountiful 25,President,,Workers World,Moorehead,0
Davis,Bountiful 25,President,,Independent,McMullin,249
Davis,Bountiful 25,President,,,Stephen Park,0
Davis,Bountiful 25,President,,,Smith,0
Davis,Bountiful 25,President,,,Kotlikoff,0
Davis,Bountiful 25,President,,,Hoefling,0
Davis,Bountiful 26,President,,Workers World,Moorehead,0
Davis,Bountiful 26,President,,Independent,McMullin,219
Davis,Bountiful 26,President,,,Stephen Park,0
Davis,Bountiful 26,President,,,Smith,0
Davis,Bountiful 26,President,,,Kotlikoff,0
Davis,Bountiful 26,President,,,Hoefling,0
Davis,Bountiful 27,President,,Workers World,Moorehead,0
Davis,Bountiful 27,President,,Independent,McMullin,135
Davis,Bountiful 27,President,,,Stephen Park,0
Davis,Bountiful 27,President,,,Smith,0
Davis,Bountiful 27,President,,,Kotlikoff,0
Davis,Bountiful 27,President,,,Hoefling,0
Davis,Bountiful 28,President,,Workers World,Moorehead,1
Davis,Bountiful 28,President,,Independent,McMullin,178
Davis,Bountiful 28,President,,,Stephen Park,0
Davis,Bountiful 28,President,,,Smith,0
Davis,Bountiful 28,President,,,Kotlikoff,0
Davis,Bountiful 28,President,,,Hoefling,0
Davis,Bountiful 29,President,,Workers World,Moorehead,0
Davis,Bountiful 29,President,,Independent,McMullin,134
Davis,Bountiful 29,President,,,Stephen Park,0
Davis,Bountiful 29,President,,,Smith,0
Davis,Bountiful 29,President,,,Kotlikoff,0
Davis,Bountiful 29,President,,,Hoefling,0
Davis,Bountiful 30,President,,Workers World,Moorehead,0
Davis,Bountiful 30,President,,Independent,McMullin,277
Davis,Bountiful 30,President,,,Stephen Park,0
Davis,Bountiful 30,President,,,Smith,0
Davis,Bountiful 30,President,,,Kotlikoff,0
Davis,Bountiful 30,President,,,Hoefling,0
Davis,Bountiful 31,President,,Workers World,Moorehead,0
Davis,Bountiful 31,President,,Independent,McMullin,153
Davis,Bountiful 31,President,,,Stephen Park,0
Davis,Bountiful 31,President,,,Smith,0
Davis,Bountiful 31,President,,,Kotlikoff,0
Davis,Bountiful 31,President,,,Hoefling,0
Davis,Centerville 1,President,,Workers World,Moorehead,2
Davis,Centerville 1,President,,Independent,McMullin,215
Davis,Centerville 1,President,,,Stephen Park,0
Davis,Centerville 1,President,,,Smith,0
Davis,Centerville 1,President,,,Kotlikoff,0
Davis,Centerville 1,President,,,Hoefling,0
Davis,Centerville 2,President,,Workers World,Moorehead,1
Davis,Centerville 2,President,,Independent,McMullin,302
Davis,Centerville 2,President,,,Stephen Park,0
Davis,Centerville 2,President,,,Smith,0
Davis,Centerville 2,President,,,Kotlikoff,0
Davis,Centerville 2,President,,,Hoefling,0
Davis,Centerville 3,President,,Workers World,Moorehead,1
Davis,Centerville 3,President,,Independent,McMullin,353
Davis,Centerville 3,President,,,Stephen Park,0
Davis,Centerville 3,President,,,Smith,0
Davis,Centerville 3,President,,,Kotlikoff,0
Davis,Centerville 3,President,,,Hoefling,0
Davis,Centerville 4,President,,Workers World,Moorehead,0
Davis,Centerville 4,President,,Independent,McMullin,291
Davis,Centerville 4,President,,,Stephen Park,0
Davis,Centerville 4,President,,,Smith,0
Davis,Centerville 4,President,,,Kotlikoff,0
Davis,Centerville 4,President,,,Hoefling,0
Davis,Centerville 5,President,,Workers World,Moorehead,0
Davis,Centerville 5,President,,Independent,McMullin,260
Davis,Centerville 5,President,,,Stephen Park,0
Davis,Centerville 5,President,,,Smith,0
Davis,Centerville 5,President,,,Kotlikoff,0
Davis,Centerville 5,President,,,Hoefling,0
Davis,Centerville 6,President,,Workers World,Moorehead,0
Davis,Centerville 6,President,,Independent,McMullin,310
