county,precincts,office,district,party,candidate,votes
Davis,Syracuse 5,President,,Socialist Workers,Kennedy,1
Davis,Syracuse 6,President,,Democratic,Fuente,1
Davis,Syracuse 6,President,,Green,Stein,4
Davis,Syracuse 6,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 7,President,,Democratic,Fuente,0
Davis,Syracuse 7,President,,Green,Stein,1
Davis,Syracuse 7,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 8,President,,Democratic,Fuente,0
Davis,Syracuse 8,President,,Green,Stein,4
Davis,Syracuse 8,President,,Socialist Workers,Kennedy,1
Davis,Syracuse 9,President,,Democratic,Fuente,0
Davis,Syracuse 9,President,,Green,Stein,1
Davis,Syracuse 9,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 10,President,,Democratic,Fuente,0
Davis,Syracuse 10,President,,Green,Stein,0
Davis,Syracuse 10,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 11,President,,Democratic,Fuente,0
Davis,Syracuse 11,President,,Green,Stein,1
Davis,Syracuse 11,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 12,President,,Democratic,Fuente,1
Davis,Syracuse 12,President,,Green,Stein,2
Davis,Syracuse 12,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 13,President,,Democratic,Fuente,0
Davis,Syracuse 13,President,,Green,Stein,6
Davis,Syracuse 13,President,,Socialist Workers,Kennedy,1
Davis,Syracuse 14,President,,Democratic,Fuente,1
Davis,Syracuse 14,President,,Green,Stein,5
Davis,Syracuse 14,President,,Socialist Workers,Kennedy,0
Davis,Syracuse 15,President,,Democratic,Fuente,0
Davis,Syracuse 15,President,,Green,Stein,0
Davis,Syracuse 15,President,,Socialist Workers,Kennedy,0
Davis,West Bountiful 1,President,,Democratic,Fuente,0
Davis,West Bountiful 1,President,,Green,Stein,4
Davis,West Bountiful 1,President,,Socialist Workers,Kennedy,1
Davis,West Bountiful 2,President,,Democratic,Fuente,0
Davis,West Bountiful 2,President,,Green,Stein,3
Davis,West Bountiful 2,President,,Socialist Workers,Kennedy,0
Davis,West Bountiful 3,President,,Democratic,Fuente,0
Davis,West Bountiful 3,President,,Green,Stein,1
Davis,West Bountiful 3,President,,Socialist Workers,Kennedy,0
Davis,West Bountiful 4,President,,Democratic,Fuente,1
Davis,West Bountiful 4,President,,Green,Stein,1
Davis,West Bountiful 4,President,,Socialist Workers,Kennedy,0
Davis,West Point 1,President,,Democratic,Fuente,0
Davis,West Point 1,President,,Green,Stein,2
Davis,West Point 1,President,,Socialist Workers,Kennedy,0
Davis,West Point 2,President,,Democratic,Fuente,0
Davis,West Point 2,President,,Green,Stein,2
Davis,West Point 2,President,,Socialist Workers,Kennedy,0
Davis,West Point 3,President,,Democratic,Fuente,1
Davis,West Point 3,President,,Green,Stein,4
Davis,West Point 3,President,,Socialist Workers,Kennedy,0
Davis,West Point 4,President,,Democratic,Fuente,1
Davis,West Point 4,President,,Green,Stein,3
Davis,West Point 4,President,,Socialist Workers,Kennedy,0
Davis,West Point 5,President,,Democratic,Fuente,1
Davis,West Point 5,President,,Green,Stein,0
Davis,West Point 5,President,,Socialist Workers,Kennedy,0
Davis,West Point 6,President,,Democratic,Fuente,0
Davis,West Point 6,President,,Green,Stein,2
Davis,West Point 6,President,,Socialist Workers,Kennedy,0
Davis,West Point 7,President,,Democratic,Fuente,0
Davis,West Point 7,President,,Green,Stein,1
Davis,West Point 7,President,,Socialist Workers,Kennedy,0
Davis,Woods Cross 1,President,,Democratic,Fuente,0
Davis,Woods Cross 1,President,,Green,Stein,4
Davis,Woods Cross 1,President,,Socialist Workers,Kennedy,0
Davis,Woods Cross 2,President,,Democratic,Fuente,0
Davis,Woods Cross 2,President,,Green,Stein,4
Davis,Woods Cross 2,President,,Socialist Workers,Kennedy,0
Davis,Woods Cross 3,President,,Democratic,Fuente,0
Davis,Woods Cross 3,President,,Green,Stein,4
Davis,Woods Cross 3,President,,Socialist Workers,Kennedy,2
Davis,Woods Cross 4,President,,Democratic,Fuente,0
Davis,Woods Cross 4,President,,Green,Stein,7
Davis,Woods Cross 4,President,,Socialist Workers,Kennedy,0
Davis,Woods Cross 5,President,,Democratic,Fuente,1
Davis,Woods Cross 5,President,,Green,Stein,3
Davis,Woods Cross 5,President,,Socialist Workers,Kennedy,1
Davis,Woods Cross 6,President,,Democratic,Fuente,0
Davis,Woods Cross 6,President,,Green,Stein,5
Davis,Woods Cross 6,President,,Socialist Workers,Kennedy,0
Davis,Bountiful 1,President,,Libertarian,Johnson,38
Davis,Bountiful 1,President,,Independent,Giordani,2
Davis,Bountiful 1,President,,Republican,Trump,302
Davis,Bountiful 1,President,,Constitution,Castle,6
Davis,Bountiful 1,President,,Democratic,Clinton,149
Davis,Bountiful 2,President,,Libertarian,Johnson,23
Davis,Bountiful 2,President,,Independent,Giordani,0
Davis,Bountiful 2,President,,Republican,Trump,289
Davis,Bountiful 2,President,,Constitution,Castle,6
Davis,Bountiful 2,President,,Democratic,Clinton,171
Davis,Bountiful 3,President,,Libertarian,Johnson,27
Davis,Bountiful 3,President,,Independent,Giordani,2
Davis,Bountiful 3,President,,Republican,Trump,297
Davis,Bountiful 3,President,,Constitution,Castle,2
Davis,Bountiful 3,President,,Democratic,Clinton,211
Davis,Bountiful 4,President,,Libertarian,Johnson,22
Davis,Bountiful 4,President,,Independent,Giordani,2
Davis,Bountiful 4,President,,Republican,Trump,319
Davis,Bountiful 4,President,,Constitution,Castle,6
Davis,Bountiful 4,President,,Democratic,Clinton,164
Davis,Bountiful 5,President,,Libertarian,Johnson,34
Davis,Bountiful 5,President,,Independent,Giordani,7
Davis,Bountiful 5,President,,Republican,Trump,341
Davis,Bountiful 5,President,,Constitution,Castle,8
Davis,Bountiful 5,President,,Democratic,Clinton,207
Davis,Bountiful 6,President,,Libertarian,Johnson,46
Davis,Bountiful 6,President,,Independent,Giordani,3
Davis,Bountiful 6,President,,Republican,Trump,292
Davis,Bountiful 6,President,,Constitution,Castle,2
Davis,Bountiful 6,President,,Democratic,Clinton,216
Davis,Bountiful 7,President,,Libertarian,Johnson,29
Davis,Bountiful 7,President,,Independent,Giordani,2
Davis,Bountiful 7,President,,Republican,Trump,189
Davis,Bountiful 7,President,,Constitution,Castle,13
Davis,Bountiful 7,President,,Democratic,Clinton,180
Davis,Bountiful 8,President,,Libertarian,Johnson,33
Davis,Bountiful 8,President,,Independent,Giordani,2
Davis,Bountiful 8,President,,Republican,Trump,298
Davis,Bountiful 8,President,,Constitution,Castle,10
Davis,Bountiful 8,President,,Democratic,Clinton,216
Davis,Bountiful 9,President,,Libertarian,Johnson,31
Davis,Bountiful 9,President,,Independent,Giordani,1
Davis,Bountiful 9,President,,Republican,Trump,336
Davis,Bountiful 9,President,,Constitution,Castle,7
Davis,Bountiful 9,President,,Democratic,Clinton,158
Davis,Bountiful 10,President,,Libertarian,Johnson,27
Davis,Bountiful 10,President,,Independent,Giordani,0
Davis,Bountiful 10,President,,Republican,Trump,329
Davis,Bountiful 10,President,,Constitution,Castle,2
Davis,Bountiful 10,President,,Democratic,Clinton,131
Davis,Bountiful 11,President,,Libertarian,Johnson,21
Davis,Bountiful 11,President,,Independent,Giordani,0
Davis,Bountiful 11,President,,Republican,Trump,350
Davis,Bountiful 11,President,,Constitution,Castle,1
Davis,Bountiful 11,President,,Democratic,Clinton,140
Davis,Bountiful 12,President,,Libertarian,Johnson,24
Davis,Bountiful 12,President,,Independent,Giordani,1
Davis,Bountiful 12,President,,Republican,Trump,344
Davis,Bountiful 12,President,,Constitution,Castle,6
Davis,Bountiful 12,President,,Democratic,Clinton,196
Davis,Bountiful 13,President,,Libertarian,Johnson,18
Davis,Bountiful 13,President,,Independent,Giordani,0
Davis,Bountiful 13,President,,Republican,Trump,215
Davis,Bountiful 13,President,,Constitution,Castle,7
Davis,Bountiful 13,President,,Democratic,Clinton,139
Davis,Bountiful 14,President,,Libertarian,Johnson,21
Davis,Bountiful 14,President,,Independent,Giordani,1
Davis,Bountiful 14,President,,Republican,Trump,178
Davis,Bountiful 14,President,,Constitution,Castle,2
Davis,Bountiful 14,President,,Democratic,Clinton,101
Davis,Bountiful 15,President,,Libertarian,Johnson,23
Davis,Bountiful 15,President,,Independent,Giordani,1
Davis,Bountiful 15,President,,Republican,Trump,167
Davis,Bountiful 15,President,,Constitution,Castle,5
Davis,Bountiful 15,President,,Democratic,Clinton,112
Davis,Bountiful 16,President,,Libertarian,Johnson,39
Davis,Bountiful 16,President,,Independent,Giordani,1
Davis,Bountiful 16,President,,Republican,Trump,301
Davis,Bountiful 16,President,,Constitution,Castle,6
Davis,Bountiful 16,President,,Democratic,Clinton,161
Davis,Bountiful 17,President,,Libertarian,Johnson,19
Davis,Bountiful 17,President,,Independent,Giordani,0
Davis,Bountiful 17,President,,Republican,Trump,380
Davis,Bountiful 17,President,,Constitution,Castle,3
Davis,Bountiful 17,President,,Democratic,Clinton,163
Davis,Bountiful 18,President,,Libertarian,Johnson,16
Davis,Bountiful 18,President,,Independent,Giordani,2
Davis,Bountiful 18,President,,Republican,Trump,335
Davis,Bountiful 18,President,,Constitution,Castle,1
Davis,Bountiful 18,President,,Democratic,Clinton,189
Davis,Bountiful 19,President,,Libertarian,Johnson,28
Davis,Bountiful 19,President,,Independent,Giordani,0
Davis,Bountiful 19,President,,Republican,Trump,321
Davis,Bountiful 19,President,,Constitution,Castle,4
Davis,Bountiful 19,President,,Democratic,Clinton,194
Davis,Bountiful 20,President,,Libertarian,Johnson,18
Davis,Bountiful 20,President,,Independent,Giordani,0
Davis,Bountiful 20,President,,Republican,Trump,248
Davis,Bountiful 20,President,,Constitution,Castle,3
Davis,Bountiful 20,President,,Democratic,Clinton,134
Davis,Bountiful 21,President,,Libertarian,Johnson,35
Davis,Bountiful 21,President,,Independent,Giordani,1
Davis,Bountiful 21,President,,Republican,Trump,278
Davis,Bountiful 21,President,,Constitution,Castle,2
Davis,Bountiful 21,President,,Democratic,Clinton,206
Davis,Bountiful 22,President,,Libertarian,Johnson,28
Davis,Bountiful 22,President,,Independent,Giordani,2
Davis,Bountiful 22,President,,Republican,Trump,294
Davis,Bountiful 22,President,,Constitution,Castle,9
Davis,Bountiful 22,President,,Democratic,Clinton,177
Davis,Bountiful 23,President,,Libertarian,Johnson,36
Davis,Bountiful 23,President,,Independent,Giordani,1
Davis,Bountiful 23,President,,Republican,Trump,356
Davis,Bountiful 23,President,,Constitution,Castle,4
Davis,Bountiful 23,President,,Democratic,Clinton,225
Davis,Bountiful 24,President,,Libertarian,Johnson,15
Davis,Bountiful 24,President,,Independent,Giordani,1
Davis,Bountiful 24,President,,Republican,Trump,93
Davis,Bountiful 24,President,,Constitution,Castle,2
Davis,Bountiful 24,President,,Democratic,Clinton,54
Davis,Bountiful 25,President,,Libertarian,Johnson,29
Davis,Bountiful 25,President,,Independent,Giordani,6
Davis,Bountiful 25,President,,Republican,Trump,357
Davis,Bountiful 25,President,,Constitution,Castle,7
Davis,Bountiful 25,President,,Democratic,Clinton,195
Davis,Bountiful 26,President,,Libertarian,Johnson,15
Davis,Bountiful 26,President,,Independent,Giordani,1
Davis,Bountiful 26,President,,Republican,Trump,275
Davis,Bountiful 26,President,,Constitution,Castle,5
Davis,Bountiful 26,President,,Democratic,Clinton,177
Davis,Bountiful 27,President,,Libertarian,Johnson,10
Davis,Bountiful 27,President,,Independent,Giordani,2
Davis,Bountiful 27,President,,Republican,Trump,228
Davis,Bountiful 27,President,,Constitution,Castle,5
Davis,Bountiful 27,President,,Democratic,Clinton,136
Davis,Bountiful 28,President,,Libertarian,Johnson,25
Davis,Bountiful 28,President,,Independent,Giordani,1
Davis,Bountiful 28,President,,Republican,Trump,314
Davis,Bountiful 28,President,,Constitution,Castle,6
Davis,Bountiful 28,President,,Democratic,Clinton,180
Davis,Bountiful 29,President,,Libertarian,Johnson,19
Davis,Bountiful 29,President,,Independent,Giordani,0
Davis,Bountiful 29,President,,Republican,Trump,294
Davis,Bountiful 29,President,,Constitution,Castle,2
Davis,Bountiful 29,President,,Democratic,Clinton,150
Davis,Bountiful 30,President,,Libertarian,Johnson,23
Davis,Bountiful 30,President,,Independent,Giordani,3
Davis,Bountiful 30,President,,Republican,Trump,492
Davis,Bountiful 30,President,,Constitution,Castle,6
Davis,Bountiful 30,President,,Democratic,Clinton,205
Davis,Bountiful 31,President,,Libertarian,Johnson,17
Davis,Bountiful 31,President,,Independent,Giordani,1
Davis,Bountiful 31,President,,Republican,Trump,207
Davis,Bountiful 31,President,,Constitution,Castle,9
Davis,Bountiful 31,President,,Democratic,Clinton,105
Davis,Centerville 1,President,,Libertarian,Johnson,28
Davis,Centerville 1,President,,Independent,Giordani,2
Davis,Centerville 1,President,,Republican,Trump,307
Davis,Centerville 1,President,,Constitution,Castle,1
Davis,Centerville 1,President,,Democratic,Clinton,191
Davis,Centerville 2,President,,Libertarian,Johnson,16
Davis,Centerville 2,President,,Independent,Giordani,1
Davis,Centerville 2,President,,Republican,Trump,300
Davis,Centerville 2,President,,Constitution,Castle,6
Davis,Centerville 2,President,,Democratic,Clinton,112
Davis,Centerville 3,President,,Libertarian,Johnson,27
Davis,Centerville 3,President,,Independent,Giordani,1
Davis,Centerville 3,President,,Republican,Trump,388
Davis,Centerville 3,President,,Constitution,Castle,6
Davis,Centerville 3,President,,Democratic,Clinton,179
Davis,Centerville 4,President,,Libertarian,Johnson,29
Davis,Centerville 4,President,,Independent,Giordani,1
Davis,Centerville 4,President,,Republican,Trump,395
Davis,Centerville 4,President,,Constitution,Castle,8
Davis,Centerville 4,President,,Democratic,Clinton,161
Davis,Centerville 5,President,,Libertarian,Johnson,22
Davis,Centerville 5,President,,Independent,Giordani,2
Davis,Centerville 5,President,,Republican,Trump,357
Davis,Centerville 5,President,,Constitution,Castle,15
Davis,Centerville 5,President,,Democratic,Clinton,161
Davis,Centerville 6,President,,Libertarian,Johnson,33
Davis,Centerville 6,President,,Independent,Giordani,1
Davis,Centerville 6,President,,Republican,Trump,389
Davis,Centerville 6,President,,Constitution,Castle,2
Davis,Centerville 6,President,,Democratic,Clinton,232
Davis,Centerville 7,President,,Libertarian,Johnson,25
Davis,Centerville 7,President,,Independent,Giordani,1
Davis,Centerville 7,President,,Republican,Trump,341
Davis,Centerville 7,President,,Constitution,Castle,2
Davis,Centerville 7,President,,Democratic,Clinton,114
Davis,Centerville 8,President,,Libertarian,Johnson,22
Davis,Centerville 8,President,,Independent,Giordani,2
Davis,Centerville 8,President,,Republican,Trump,274
Davis,Centerville 8,President,,Constitution,Castle,4
Davis,Centerville 8,President,,Democratic,Clinton,102
Davis,Centerville 9,President,,Libertarian,Johnson,14
Davis,Centerville 9,President,,Independent,Giordani,1
Davis,Centerville 9,President,,Republican,Trump,296
Davis,Centerville 9,President,,Constitution,Castle,2
Davis,Centerville 9,President,,Democratic,Clinton,141
Davis,Centerville 10,President,,Libertarian,Johnson,19
Davis,Centerville 10,President,,Independent,Giordani,1
Davis,Centerville 10,President,,Republican,Trump,328
Davis,Centerville 10,President,,Constitution,Castle,13
Davis,Centerville 10,President,,Democratic,Clinton,130
Davis,Centerville 11,President,,Libertarian,Johnson,30
Davis,Centerville 11,President,,Independent,Giordani,0
Davis,Centerville 11,President,,Republican,Trump,263
Davis,Centerville 11,President,,Constitution,Castle,2
Davis,Centerville 11,President,,Democratic,Clinton,147
Davis,Clearfield 1,President,,Libertarian,Johnson,41
Davis,Clearfield 1,President,,Independent,Giordani,6
Davis,Clearfield 1,President,,Republican,Trump,386
Davis,Clearfield 1,President,,Constitution,Castle,6
Davis,Clearfield 1,President,,Democratic,Clinton,232
Davis,Clearfield 2,President,,Libertarian,Johnson,35
Davis,Clearfield 2,President,,Independent,Giordani,1
Davis,Clearfield 2,President,,Republican,Trump,325
Davis,Clearfield 2,President,,Constitution,Castle,7
Davis,Clearfield 2,President,,Democratic,Clinton,189
Davis,Clearfield 3,President,,Libertarian,Johnson,27
Davis,Clearfield 3,President,,Independent,Giordani,3
Davis,Clearfield 3,President,,Republican,Trump,222
Davis,Clearfield 3,President,,Constitution,Castle,6
Davis,Clearfield 3,President,,Democratic,Clinton,100
Davis,Clearfield 4,President,,Libertarian,Johnson,59
Davis,Clearfield 4,President,,Independent,Giordani,4
Davis,Clearfield 4,President,,Republican,Trump,309
Davis,Clearfield 4,President,,Constitution,Castle,6
Davis,Clearfield 4,President,,Democratic,Clinton,217
Davis,Clearfield 5,President,,Libertarian,Johnson,34
Davis,Clearfield 5,President,,Independent,Giordani,1
Davis,Clearfield 5,President,,Republican,Trump,278
Davis,Clearfield 5,President,,Constitution,Castle,6
Davis,Clearfield 5,President,,Democratic,Clinton,167
Davis,Clearfield 6,President,,Libertarian,Johnson,36
Davis,Clearfield 6,President,,Independent,Giordani,4
Davis,Clearfield 6,President,,Republican,Trump,271
Davis,Clearfield 6,President,,Constitution,Castle,11
Davis,Clearfield 6,President,,Democratic,Clinton,156
Davis,Clearfield 7,President,,Libertarian,Johnson,17
Davis,Clearfield 7,President,,Independent,Giordani,2
Davis,Clearfield 7,President,,Republican,Trump,191
Davis,Clearfield 7,President,,Constitution,Castle,1
Davis,Clearfield 7,President,,Democratic,Clinton,115
Davis,Clearfield 8,President,,Libertarian,Johnson,29
Davis,Clearfield 8,President,,Independent,Giordani,5
Davis,Clearfield 8,President,,Republican,Trump,222
Davis,Clearfield 8,President,,Constitution,Castle,4
Davis,Clearfield 8,President,,Democratic,Clinton,126
Davis,Clearfield 9,President,,Libertarian,Johnson,36
Davis,Clearfield 9,President,,Independent,Giordani,4
Davis,Clearfield 9,President,,Republican,Trump,319
Davis,Clearfield 9,President,,Constitution,Castle,1
Davis,Clearfield 9,President,,Democratic,Clinton,179
Davis,Clearfield 10,President,,Libertarian,Johnson,26
Davis,Clearfield 10,President,,Independent,Giordani,4
Davis,Clearfield 10,President,,Republican,Trump,203
Davis,Clearfield 10,President,,Constitution,Castle,1
Davis,Clearfield 10,President,,Democratic,Clinton,119
Davis,Clearfield 11,President,,Libertarian,Johnson,48
Davis,Clearfield 11,President,,Independent,Giordani,1
Davis,Clearfield 11,President,,Republican,Trump,390
Davis,Clearfield 11,President,,Constitution,Castle,7
Davis,Clearfield 11,President,,Democratic,Clinton,191
Davis,Clearfield 12,President,,Libertarian,Johnson,27
Davis,Clearfield 12,President,,Independent,Giordani,1
Davis,Clearfield 12,President,,Republican,Trump,233
Davis,Clearfield 12,President,,Constitution,Castle,2
Davis,Clearfield 12,President,,Democratic,Clinton,219
Davis,Clearfield 13,President,,Libertarian,Johnson,10
Davis,Clearfield 13,President,,Independent,Giordani,0
Davis,Clearfield 13,President,,Republican,Trump,19
Davis,Clearfield 13,President,,Constitution,Castle,0
Davis,Clearfield 13,President,,Democratic,Clinton,7
Davis,Clearfield 14,President,,Libertarian,Johnson,5
Davis,Clearfield 14,President,,Independent,Giordani,0
Davis,Clearfield 14,President,,Republican,Trump,67
Davis,Clearfield 14,President,,Constitution,Castle,1
Davis,Clearfield 14,President,,Democratic,Clinton,34
Davis,Clearfield 15,President,,Libertarian,Johnson,3
