county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,provisional
Utah,AF14,State Auditor,,Mike Mitchell,Democratic,7,,,,
Utah,AL01,State Auditor,,John Dougall,Republican,614,,,,
Utah,AL01,State Auditor,,Jared Green,Independent American,21,,,,
Utah,AL01,State Auditor,,Mike Mitchell,Democratic,95,,,,
Utah,AL02,State Auditor,,John Dougall,Republican,677,,,,
Utah,AL02,State Auditor,,Jared Green,Independent American,34,,,,
Utah,AL02,State Auditor,,Mike Mitchell,Democratic,77,,,,
Utah,AL03,State Auditor,,John Dougall,Republican,767,,,,
Utah,AL03,State Auditor,,Jared Green,Independent American,40,,,,
Utah,AL03,State Auditor,,Mike Mitchell,Democratic,115,,,,
Utah,AL04,State Auditor,,John Dougall,Republican,806,,,,
Utah,AL04,State Auditor,,Jared Green,Independent American,44,,,,
Utah,AL04,State Auditor,,Mike Mitchell,Democratic,89,,,,
Utah,AL05,State Auditor,,John Dougall,Republican,530,,,,
Utah,AL05,State Auditor,,Jared Green,Independent American,32,,,,
Utah,AL05,State Auditor,,Mike Mitchell,Democratic,65,,,,
Utah,AL06,State Auditor,,John Dougall,Republican,598,,,,
Utah,AL06,State Auditor,,Jared Green,Independent American,25,,,,
Utah,AL06,State Auditor,,Mike Mitchell,Democratic,102,,,,
Utah,CF01,State Auditor,,John Dougall,Republican,124,,,,
Utah,CF01,State Auditor,,Jared Green,Independent American,11,,,,
Utah,CF01,State Auditor,,Mike Mitchell,Democratic,26,,,,
Utah,CH01,State Auditor,,John Dougall,Republican,522,,,,
Utah,CH01,State Auditor,,Jared Green,Independent American,30,,,,
Utah,CH01,State Auditor,,Mike Mitchell,Democratic,60,,,,
Utah,CH02,State Auditor,,John Dougall,Republican,718,,,,
Utah,CH02,State Auditor,,Jared Green,Independent American,22,,,,
Utah,CH02,State Auditor,,Mike Mitchell,Democratic,82,,,,
Utah,CH02:UN,State Auditor,,John Dougall,Republican,1,,,,
Utah,CH02:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,CH02:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,CH03,State Auditor,,John Dougall,Republican,768,,,,
Utah,CH03,State Auditor,,Jared Green,Independent American,39,,,,
Utah,CH03,State Auditor,,Mike Mitchell,Democratic,109,,,,
Utah,CH04,State Auditor,,John Dougall,Republican,799,,,,
Utah,CH04,State Auditor,,Jared Green,Independent American,33,,,,
Utah,CH04,State Auditor,,Mike Mitchell,Democratic,115,,,,
Utah,CH05,State Auditor,,John Dougall,Republican,660,,,,
Utah,CH05,State Auditor,,Jared Green,Independent American,34,,,,
Utah,CH05,State Auditor,,Mike Mitchell,Democratic,97,,,,
Utah,DR01,State Auditor,,John Dougall,Republican,673,,,,
Utah,DR01,State Auditor,,Jared Green,Independent American,53,,,,
Utah,DR01,State Auditor,,Mike Mitchell,Democratic,282,,,,
Utah,EM01,State Auditor,,John Dougall,Republican,772,,,,
Utah,EM01,State Auditor,,Jared Green,Independent American,67,,,,
Utah,EM01,State Auditor,,Mike Mitchell,Democratic,142,,,,
Utah,EM02,State Auditor,,John Dougall,Republican,889,,,,
Utah,EM02,State Auditor,,Jared Green,Independent American,106,,,,
Utah,EM02,State Auditor,,Mike Mitchell,Democratic,176,,,,
Utah,EM03,State Auditor,,John Dougall,Republican,950,,,,
Utah,EM03,State Auditor,,Jared Green,Independent American,65,,,,
Utah,EM03,State Auditor,,Mike Mitchell,Democratic,189,,,,
Utah,EM04,State Auditor,,John Dougall,Republican,789,,,,
Utah,EM04,State Auditor,,Jared Green,Independent American,103,,,,
Utah,EM04,State Auditor,,Mike Mitchell,Democratic,183,,,,
Utah,EM05,State Auditor,,John Dougall,Republican,899,,,,
Utah,EM05,State Auditor,,Jared Green,Independent American,91,,,,
Utah,EM05,State Auditor,,Mike Mitchell,Democratic,203,,,,
Utah,EM06,State Auditor,,John Dougall,Republican,951,,,,
Utah,EM06,State Auditor,,Jared Green,Independent American,69,,,,
Utah,EM06,State Auditor,,Mike Mitchell,Democratic,176,,,,
Utah,EM07,State Auditor,,John Dougall,Republican,599,,,,
Utah,EM07,State Auditor,,Jared Green,Independent American,53,,,,
Utah,EM07,State Auditor,,Mike Mitchell,Democratic,66,,,,
Utah,EM08,State Auditor,,John Dougall,Republican,753,,,,
Utah,EM08,State Auditor,,Jared Green,Independent American,44,,,,
Utah,EM08,State Auditor,,Mike Mitchell,Democratic,140,,,,
Utah,EM09,State Auditor,,John Dougall,Republican,116,,,,
Utah,EM09,State Auditor,,Jared Green,Independent American,20,,,,
Utah,EM09,State Auditor,,Mike Mitchell,Democratic,15,,,,
Utah,ER01,State Auditor,,John Dougall,Republican,665,,,,
Utah,ER01,State Auditor,,Jared Green,Independent American,47,,,,
Utah,ER01,State Auditor,,Mike Mitchell,Democratic,66,,,,
Utah,ER01S,State Auditor,,John Dougall,Republican,3,,,,
Utah,ER01S,State Auditor,,Jared Green,Independent American,1,,,,
Utah,ER01S,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,ER02,State Auditor,,John Dougall,Republican,430,,,,
Utah,ER02,State Auditor,,Jared Green,Independent American,34,,,,
Utah,ER02,State Auditor,,Mike Mitchell,Democratic,62,,,,
Utah,FF01,State Auditor,,John Dougall,Republican,39,,,,
Utah,FF01,State Auditor,,Jared Green,Independent American,5,,,,
Utah,FF01,State Auditor,,Mike Mitchell,Democratic,18,,,,
Utah,GE01,State Auditor,,John Dougall,Republican,438,,,,
Utah,GE01,State Auditor,,Jared Green,Independent American,41,,,,
Utah,GE01,State Auditor,,Mike Mitchell,Democratic,54,,,,
Utah,GO01,State Auditor,,John Dougall,Republican,97,,,,
Utah,GO01,State Auditor,,Jared Green,Independent American,12,,,,
Utah,GO01,State Auditor,,Mike Mitchell,Democratic,29,,,,
Utah,GO02,State Auditor,,John Dougall,Republican,100,,,,
Utah,GO02,State Auditor,,Jared Green,Independent American,18,,,,
Utah,GO02,State Auditor,,Mike Mitchell,Democratic,29,,,,
Utah,HI01,State Auditor,,John Dougall,Republican,733,,,,
Utah,HI01,State Auditor,,Jared Green,Independent American,25,,,,
Utah,HI01,State Auditor,,Mike Mitchell,Democratic,79,,,,
Utah,HI02,State Auditor,,John Dougall,Republican,743,,,,
Utah,HI02,State Auditor,,Jared Green,Independent American,31,,,,
Utah,HI02,State Auditor,,Mike Mitchell,Democratic,79,,,,
Utah,HI03,State Auditor,,John Dougall,Republican,611,,,,
Utah,HI03,State Auditor,,Jared Green,Independent American,25,,,,
Utah,HI03,State Auditor,,Mike Mitchell,Democratic,56,,,,
Utah,HI04,State Auditor,,John Dougall,Republican,602,,,,
Utah,HI04,State Auditor,,Jared Green,Independent American,13,,,,
Utah,HI04,State Auditor,,Mike Mitchell,Democratic,66,,,,
Utah,HI05,State Auditor,,John Dougall,Republican,735,,,,
Utah,HI05,State Auditor,,Jared Green,Independent American,35,,,,
Utah,HI05,State Auditor,,Mike Mitchell,Democratic,147,,,,
Utah,HI06,State Auditor,,John Dougall,Republican,797,,,,
Utah,HI06,State Auditor,,Jared Green,Independent American,42,,,,
Utah,HI06,State Auditor,,Mike Mitchell,Democratic,87,,,,
Utah,HI07,State Auditor,,John Dougall,Republican,715,,,,
Utah,HI07,State Auditor,,Jared Green,Independent American,25,,,,
Utah,HI07,State Auditor,,Mike Mitchell,Democratic,98,,,,
Utah,HI08,State Auditor,,John Dougall,Republican,695,,,,
Utah,HI08,State Auditor,,Jared Green,Independent American,23,,,,
Utah,HI08,State Auditor,,Mike Mitchell,Democratic,72,,,,
Utah,HI09,State Auditor,,John Dougall,Republican,802,,,,
Utah,HI09,State Auditor,,Jared Green,Independent American,41,,,,
Utah,HI09,State Auditor,,Mike Mitchell,Democratic,110,,,,
Utah,HI10,State Auditor,,John Dougall,Republican,193,,,,
Utah,HI10,State Auditor,,Jared Green,Independent American,12,,,,
Utah,HI10,State Auditor,,Mike Mitchell,Democratic,27,,,,
Utah,LE01,State Auditor,,John Dougall,Republican,889,,,,
Utah,LE01,State Auditor,,Jared Green,Independent American,61,,,,
Utah,LE01,State Auditor,,Mike Mitchell,Democratic,181,,,,
Utah,LE01:UN,State Auditor,,John Dougall,Republican,12,,,,
Utah,LE01:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE01:UN,State Auditor,,Mike Mitchell,Democratic,2,,,,
Utah,LE01S,State Auditor,,John Dougall,Republican,1,,,,
Utah,LE01S,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE01S,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE01S:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE01S:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE01S:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE02,State Auditor,,John Dougall,Republican,568,,,,
Utah,LE02,State Auditor,,Jared Green,Independent American,50,,,,
Utah,LE02,State Auditor,,Mike Mitchell,Democratic,137,,,,
Utah,LE03,State Auditor,,John Dougall,Republican,761,,,,
Utah,LE03,State Auditor,,Jared Green,Independent American,53,,,,
Utah,LE03,State Auditor,,Mike Mitchell,Democratic,146,,,,
Utah,LE03:UN,State Auditor,,John Dougall,Republican,2,,,,
Utah,LE03:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE03:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE04,State Auditor,,John Dougall,Republican,601,,,,
Utah,LE04,State Auditor,,Jared Green,Independent American,43,,,,
Utah,LE04,State Auditor,,Mike Mitchell,Democratic,127,,,,
Utah,LE04:UN,State Auditor,,John Dougall,Republican,16,,,,
Utah,LE04:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE04:UN,State Auditor,,Mike Mitchell,Democratic,3,,,,
Utah,LE05,State Auditor,,John Dougall,Republican,652,,,,
Utah,LE05,State Auditor,,Jared Green,Independent American,52,,,,
Utah,LE05,State Auditor,,Mike Mitchell,Democratic,155,,,,
Utah,LE05:UN,State Auditor,,John Dougall,Republican,7,,,,
Utah,LE05:UN,State Auditor,,Jared Green,Independent American,1,,,,
Utah,LE05:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE06,State Auditor,,John Dougall,Republican,867,,,,
Utah,LE06,State Auditor,,Jared Green,Independent American,54,,,,
Utah,LE06,State Auditor,,Mike Mitchell,Democratic,154,,,,
Utah,LE06:UN,State Auditor,,John Dougall,Republican,10,,,,
Utah,LE06:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE06:UN,State Auditor,,Mike Mitchell,Democratic,1,,,,
Utah,LE06S,State Auditor,,John Dougall,Republican,1,,,,
Utah,LE06S,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE06S,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE07,State Auditor,,John Dougall,Republican,519,,,,
Utah,LE07,State Auditor,,Jared Green,Independent American,54,,,,
Utah,LE07,State Auditor,,Mike Mitchell,Democratic,125,,,,
Utah,LE07:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE07:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE07:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE08,State Auditor,,John Dougall,Republican,789,,,,
Utah,LE08,State Auditor,,Jared Green,Independent American,55,,,,
Utah,LE08,State Auditor,,Mike Mitchell,Democratic,153,,,,
Utah,LE08:UN,State Auditor,,John Dougall,Republican,23,,,,
Utah,LE08:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE08:UN,State Auditor,,Mike Mitchell,Democratic,1,,,,
Utah,LE09,State Auditor,,John Dougall,Republican,554,,,,
Utah,LE09,State Auditor,,Jared Green,Independent American,27,,,,
Utah,LE09,State Auditor,,Mike Mitchell,Democratic,67,,,,
Utah,LE09:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE09:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE09:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE10,State Auditor,,John Dougall,Republican,1107,,,,
Utah,LE10,State Auditor,,Jared Green,Independent American,54,,,,
Utah,LE10,State Auditor,,Mike Mitchell,Democratic,133,,,,
Utah,LE10:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE10:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE10:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE11,State Auditor,,John Dougall,Republican,865,,,,
Utah,LE11,State Auditor,,Jared Green,Independent American,47,,,,
Utah,LE11,State Auditor,,Mike Mitchell,Democratic,150,,,,
Utah,LE11:UN,State Auditor,,John Dougall,Republican,7,,,,
Utah,LE11:UN,State Auditor,,Jared Green,Independent American,1,,,,
Utah,LE11:UN,State Auditor,,Mike Mitchell,Democratic,1,,,,
Utah,LE12,State Auditor,,John Dougall,Republican,922,,,,
Utah,LE12,State Auditor,,Jared Green,Independent American,50,,,,
Utah,LE12,State Auditor,,Mike Mitchell,Democratic,123,,,,
Utah,LE12:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE12:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE12:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE13,State Auditor,,John Dougall,Republican,5,,,,
Utah,LE13,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE13,State Auditor,,Mike Mitchell,Democratic,7,,,,
Utah,LE13:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE13:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE13:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE14,State Auditor,,John Dougall,Republican,879,,,,
Utah,LE14,State Auditor,,Jared Green,Independent American,65,,,,
Utah,LE14,State Auditor,,Mike Mitchell,Democratic,245,,,,
Utah,LE15,State Auditor,,John Dougall,Republican,756,,,,
Utah,LE15,State Auditor,,Jared Green,Independent American,58,,,,
Utah,LE15,State Auditor,,Mike Mitchell,Democratic,176,,,,
Utah,LE15:UN,State Auditor,,John Dougall,Republican,1,,,,
Utah,LE15:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE15:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE16,State Auditor,,John Dougall,Republican,483,,,,
Utah,LE16,State Auditor,,Jared Green,Independent American,26,,,,
Utah,LE16,State Auditor,,Mike Mitchell,Democratic,61,,,,
Utah,LE16:UN,State Auditor,,John Dougall,Republican,3,,,,
Utah,LE16:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE16:UN,State Auditor,,Mike Mitchell,Democratic,1,,,,
Utah,LE17,State Auditor,,John Dougall,Republican,544,,,,
Utah,LE17,State Auditor,,Jared Green,Independent American,31,,,,
Utah,LE17,State Auditor,,Mike Mitchell,Democratic,62,,,,
Utah,LE17:UN,State Auditor,,John Dougall,Republican,2,,,,
Utah,LE17:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE17:UN,State Auditor,,Mike Mitchell,Democratic,1,,,,
Utah,LE18,State Auditor,,John Dougall,Republican,762,,,,
Utah,LE18,State Auditor,,Jared Green,Independent American,46,,,,
Utah,LE18,State Auditor,,Mike Mitchell,Democratic,191,,,,
Utah,LE18:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE18:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE18:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE19,State Auditor,,John Dougall,Republican,916,,,,
Utah,LE19,State Auditor,,Jared Green,Independent American,60,,,,
Utah,LE19,State Auditor,,Mike Mitchell,Democratic,149,,,,
Utah,LE19:UN,State Auditor,,John Dougall,Republican,9,,,,
Utah,LE19:UN,State Auditor,,Jared Green,Independent American,1,,,,
Utah,LE19:UN,State Auditor,,Mike Mitchell,Democratic,2,,,,
Utah,LE20,State Auditor,,John Dougall,Republican,971,,,,
Utah,LE20,State Auditor,,Jared Green,Independent American,52,,,,
Utah,LE20,State Auditor,,Mike Mitchell,Democratic,179,,,,
Utah,LE20:UN,State Auditor,,John Dougall,Republican,0,,,,
Utah,LE20:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE20:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE21,State Auditor,,John Dougall,Republican,1,,,,
Utah,LE21,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE21,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE22,State Auditor,,John Dougall,Republican,985,,,,
Utah,LE22,State Auditor,,Jared Green,Independent American,67,,,,
Utah,LE22,State Auditor,,Mike Mitchell,Democratic,237,,,,
Utah,LE22:UN,State Auditor,,John Dougall,Republican,2,,,,
Utah,LE22:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE22:UN,State Auditor,,Mike Mitchell,Democratic,0,,,,
Utah,LE23,State Auditor,,John Dougall,Republican,1037,,,,
Utah,LE23,State Auditor,,Jared Green,Independent American,67,,,,
Utah,LE23,State Auditor,,Mike Mitchell,Democratic,216,,,,
Utah,LE23:UN,State Auditor,,John Dougall,Republican,10,,,,
Utah,LE23:UN,State Auditor,,Jared Green,Independent American,0,,,,
Utah,LE23:UN,State Auditor,,Mike Mitchell,Democratic,6,,,,
Utah,LI01,State Auditor,,John Dougall,Republican,1044,,,,
Utah,LI01,State Auditor,,Jared Green,Independent American,71,,,,
Utah,LI01,State Auditor,,Mike Mitchell,Democratic,172,,,,
Utah,LI02,State Auditor,,John Dougall,Republican,430,,,,
Utah,LI02,State Auditor,,Jared Green,Independent American,26,,,,
Utah,LI02,State Auditor,,Mike Mitchell,Democratic,59,,,,
Utah,LI03,State Auditor,,John Dougall,Republican,414,,,,
Utah,LI03,State Auditor,,Jared Green,Independent American,20,,,,
Utah,LI03,State Auditor,,Mike Mitchell,Democratic,47,,,,
Utah,LI04,State Auditor,,John Dougall,Republican,648,,,,
Utah,LI04,State Auditor,,Jared Green,Independent American,29,,,,
Utah,LI04,State Auditor,,Mike Mitchell,Democratic,93,,,,
Utah,LI05,State Auditor,,John Dougall,Republican,657,,,,
Utah,LI05,State Auditor,,Jared Green,Independent American,36,,,,
Utah,LI05,State Auditor,,Mike Mitchell,Democratic,84,,,,
Utah,LI06,State Auditor,,John Dougall,Republican,617,,,,
Utah,LI06,State Auditor,,Jared Green,Independent American,41,,,,
Utah,LI06,State Auditor,,Mike Mitchell,Democratic,94,,,,
Utah,MA01,State Auditor,,John Dougall,Republican,702,,,,
Utah,MA01,State Auditor,,Jared Green,Independent American,47,,,,
Utah,MA01,State Auditor,,Mike Mitchell,Democratic,141,,,,
Utah,MA02,State Auditor,,John Dougall,Republican,685,,,,
Utah,MA02,State Auditor,,Jared Green,Independent American,46,,,,
Utah,MA02,State Auditor,,Mike Mitchell,Democratic,105,,,,
Utah,MA03,State Auditor,,John Dougall,Republican,762,,,,
Utah,MA03,State Auditor,,Jared Green,Independent American,35,,,,
Utah,MA03,State Auditor,,Mike Mitchell,Democratic,102,,,,
Utah,MA04,State Auditor,,John Dougall,Republican,698,,,,
Utah,MA04,State Auditor,,Jared Green,Independent American,44,,,,
Utah,MA04,State Auditor,,Mike Mitchell,Democratic,127,,,,
Utah,MA05,State Auditor,,John Dougall,Republican,554,,,,
Utah,MA05,State Auditor,,Jared Green,Independent American,22,,,,
Utah,MA05,State Auditor,,Mike Mitchell,Democratic,51,,,,
Utah,OR01,State Auditor,,John Dougall,Republican,577,,,,
Utah,OR01,State Auditor,,Jared Green,Independent American,37,,,,
Utah,OR01,State Auditor,,Mike Mitchell,Democratic,137,,,,
Utah,OR02,State Auditor,,John Dougall,Republican,339,,,,
Utah,OR02,State Auditor,,Jared Green,Independent American,40,,,,
Utah,OR02,State Auditor,,Mike Mitchell,Democratic,168,,,,
Utah,OR03,State Auditor,,John Dougall,Republican,579,,,,
Utah,OR03,State Auditor,,Jared Green,Independent American,15,,,,
Utah,OR03,State Auditor,,Mike Mitchell,Democratic,92,,,,
Utah,OR04,State Auditor,,John Dougall,Republican,616,,,,
Utah,OR04,State Auditor,,Jared Green,Independent American,80,,,,
Utah,OR04,State Auditor,,Mike Mitchell,Democratic,223,,,,
Utah,OR05,State Auditor,,John Dougall,Republican,800,,,,
Utah,OR05,State Auditor,,Jared Green,Independent American,48,,,,
Utah,OR05,State Auditor,,Mike Mitchell,Democratic,189,,,,
Utah,OR06,State Auditor,,John Dougall,Republican,481,,,,
Utah,OR06,State Auditor,,Jared Green,Independent American,42,,,,
Utah,OR06,State Auditor,,Mike Mitchell,Democratic,142,,,,
Utah,OR07,State Auditor,,John Dougall,Republican,614,,,,
Utah,OR07,State Auditor,,Jared Green,Independent American,32,,,,
Utah,OR07,State Auditor,,Mike Mitchell,Democratic,111,,,,
Utah,OR08,State Auditor,,John Dougall,Republican,355,,,,
Utah,OR08,State Auditor,,Jared Green,Independent American,34,,,,
