county,precinct,office,district,candidate,party,mail,provisional,absentee,votes
Cache,NORTH LOGAN 06 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,219,1,0,220
Cache,PARADISE ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,310,3,0,313
Cache,PROVIDENCE 01 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,252,0,0,252
Cache,PROVIDENCE 02 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,348,4,0,352
Cache,PROVIDENCE 03 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,277,0,0,277
Cache,PROVIDENCE 04 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,236,0,0,236
Cache,PROVIDENCE 05 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,198,0,0,198
Cache,RICHMOND 01 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,164,0,0,164
Cache,RICHMOND 02 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,197,0,0,197
Cache,RIVER HEIGHTS 01 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,136,1,0,137
Cache,RIVER HEIGHTS 02 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,202,0,0,202
Cache,SMITHFIELD 01 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,190,0,0,190
Cache,SMITHFIELD 02 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,294,1,0,295
Cache,SMITHFIELD 03 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,271,1,0,272
Cache,SMITHFIELD 04 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,279,0,0,279
Cache,SMITHFIELD 05 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,206,0,0,206
Cache,SMITHFIELD 06 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,213,0,0,213
Cache,SMITHFIELD 07 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,289,1,0,290
Cache,TRENTON ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,85,0,0,85
Cache,WELLSVILLE 01 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,140,0,0,140
Cache,WELLSVILLE 02 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,200,0,0,200
Cache,WELLSVILLE 03 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,151,0,0,151
Cache,WELLSVILLE 04 ,UTAH COURT OF APPEALS STEPHEN L. ROTH ,,YES ,NP ,195,3,0,198
Cache,LOGAN 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,25,0,0,25
Cache,LOGAN 01CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,7,0,0,7
Cache,LOGAN 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,43,0,0,43
Cache,LOGAN 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,40,0,0,40
Cache,LOGAN 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,41,0,0,41
Cache,LOGAN 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,80,0,0,80
Cache,LOGAN 06 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,34,0,0,34
Cache,LOGAN 07 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,23,1,0,24
Cache,LOGAN 08 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,24,1,0,25
Cache,LOGAN 09 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,26,1,0,27
Cache,LOGAN 10 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,23,2,0,25
Cache,LOGAN 11 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,19,1,0,20
Cache,LOGAN 12 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,9,0,0,9
Cache,LOGAN 13 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,67,0,0,67
Cache,LOGAN 14 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,50,1,0,51
Cache,LOGAN 15 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,16,0,0,16
Cache,LOGAN 16 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,36,0,0,36
Cache,LOGAN 17 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,32,1,0,33
Cache,LOGAN 18 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,9,0,0,9
Cache,LOGAN 19 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,7,0,0,7
Cache,LOGAN 20 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,42,1,0,43
Cache,LOGAN 21 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,29,0,0,29
Cache,LOGAN 22 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,43,1,0,44
Cache,LOGAN 23 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,14,0,0,14
Cache,LOGAN 24 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,31,0,0,31
Cache,LOGAN 25 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,44,0,0,44
Cache,LOGAN 26 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,26,0,0,26
Cache,LOGAN 27I ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,49,1,0,50
Cache,LOGAN 27U ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,0,0,0,0
Cache,LOGAN 27CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,7,0,0,7
Cache,LOGAN 27:17C ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,1,0,0,1
Cache,LOGAN 28 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,14,0,0,14
Cache,LOGAN 29 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,68,0,0,68
Cache,LOGAN 29CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,0,0,0,0
Cache,LOGAN 30 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,21,1,0,22
Cache,LOGAN 31 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,24,0,0,24
Cache,LOGAN 32 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,19,0,0,19
Cache,LOGAN 33 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,37,0,0,37
Cache,LOGAN 33.5 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,17,0,0,17
Cache,LOGAN 33CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,2,0,0,2
Cache,AMALGA ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,25,0,0,25
Cache,BENSON ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,29,0,0,29
Cache,CLARKSTON ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,43,0,0,43
Cache,COLLEGE/YOUNG WARD ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,60,1,0,61
Cache,CORNISH ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,16,0,0,16
Cache,COVE ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,25,0,0,25
Cache,HYDE PARK 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,82,0,0,82
Cache,HYDE PARK 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,80,0,0,80
Cache,HYRUM 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,69,0,0,69
Cache,HYRUM 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,29,0,0,29
Cache,HYRUM 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,65,0,0,65
Cache,HYRUM 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,94,0,0,94
Cache,HYRUM 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,38,0,0,38
Cache,LEWISTON 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,49,0,0,49
Cache,LEWISTON 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,37,0,0,37
Cache,MENDON 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,10,0,0,10
Cache,MENDON 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,103,0,0,103
Cache,MILLVILLE 17 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,15,0,0,15
Cache,MILLVILLE 25 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,67,0,0,67
Cache,NEWTON ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,49,0,0,49
Cache,NIBLEY 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,55,1,0,56
Cache,NIBLEY 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,76,0,0,76
Cache,Nibley 17 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,58,0,0,58
Cache,Nibley 25 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,5,0,0,5
Cache,NORTH LOGAN 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,51,0,0,51
Cache,NORTH LOGAN 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,46,0,0,46
Cache,NORTH LOGAN 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,48,0,0,48
Cache,NORTH LOGAN 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,53,0,0,53
Cache,NORTH LOGAN 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,57,0,0,57
Cache,NORTH LOGAN 06 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,56,1,0,57
Cache,PARADISE ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,116,0,0,116
Cache,PROVIDENCE 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,64,3,0,67
Cache,PROVIDENCE 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,71,0,0,71
Cache,PROVIDENCE 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,41,0,0,41
Cache,PROVIDENCE 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,49,0,0,49
Cache,PROVIDENCE 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,37,0,0,37
Cache,RICHMOND 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,62,0,0,62
Cache,RICHMOND 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,79,1,0,80
Cache,RIVER HEIGHTS 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,56,0,0,56
Cache,RIVER HEIGHTS 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,49,0,0,49
Cache,SMITHFIELD 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,63,1,0,64
Cache,SMITHFIELD 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,67,0,0,67
Cache,SMITHFIELD 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,79,0,0,79
Cache,SMITHFIELD 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,74,0,0,74
Cache,SMITHFIELD 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,47,0,0,47
Cache,SMITHFIELD 06 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,77,0,0,77
Cache,SMITHFIELD 07 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,70,2,0,72
Cache,TRENTON ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,24,0,0,24
Cache,WELLSVILLE 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,47,0,0,47
Cache,WELLSVILLE 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,64,0,0,64
Cache,WELLSVILLE 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,46,2,0,48
Cache,WELLSVILLE 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,NO ,NP ,89,0,0,89
Cache,LOGAN 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,85,0,0,85
Cache,LOGAN 01CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,14,0,0,14
Cache,LOGAN 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,129,1,0,130
Cache,LOGAN 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,152,0,0,152
Cache,LOGAN 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,179,2,0,181
Cache,LOGAN 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,188,0,0,188
Cache,LOGAN 06 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,130,3,0,133
Cache,LOGAN 07 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,57,1,0,58
Cache,LOGAN 08 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,54,2,0,56
Cache,LOGAN 09 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,106,2,0,108
Cache,LOGAN 10 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,80,2,0,82
Cache,LOGAN 11 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,99,0,0,99
Cache,LOGAN 12 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,19,3,0,22
Cache,LOGAN 13 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,302,0,0,302
Cache,LOGAN 14 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,163,0,0,163
Cache,LOGAN 15 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,63,4,0,67
Cache,LOGAN 16 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,152,2,0,154
Cache,LOGAN 17 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,132,3,0,135
Cache,LOGAN 18 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,31,2,0,33
Cache,LOGAN 19 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,42,1,0,43
Cache,LOGAN 20 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,305,0,0,305
Cache,LOGAN 21 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,184,1,0,185
Cache,LOGAN 22 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,322,0,0,322
Cache,LOGAN 23 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,23,0,0,23
Cache,LOGAN 24 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,88,1,0,89
Cache,LOGAN 25 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,142,0,0,142
Cache,LOGAN 26 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,138,0,0,138
Cache,LOGAN 27I ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,105,1,0,106
Cache,LOGAN 27U ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,3,0,0,3
Cache,LOGAN 27CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,28,0,0,28
Cache,LOGAN 27:17C ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,0,0,0,0
Cache,LOGAN 28 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,54,1,0,55
Cache,LOGAN 29 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,254,0,0,254
Cache,LOGAN 29CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,1,0,0,1
Cache,LOGAN 30 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,145,2,0,147
Cache,LOGAN 31 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,76,2,0,78
Cache,LOGAN 32 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,60,1,0,61
Cache,LOGAN 33 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,107,0,0,107
Cache,LOGAN 33.5 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,42,0,0,42
Cache,LOGAN 33CSD ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,13,0,0,13
Cache,AMALGA ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,85,0,0,85
Cache,BENSON ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,127,0,0,127
Cache,CLARKSTON ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,107,0,0,107
Cache,COLLEGE/YOUNG WARD ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,146,0,0,146
Cache,CORNISH ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,49,0,0,49
Cache,COVE ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,111,0,0,111
Cache,HYDE PARK 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,414,2,0,416
Cache,HYDE PARK 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,372,1,0,373
Cache,HYRUM 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,230,0,0,230
Cache,HYRUM 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,130,1,0,131
Cache,HYRUM 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,246,2,0,248
Cache,HYRUM 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,302,1,0,303
Cache,HYRUM 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,148,0,0,148
Cache,LEWISTON 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,178,0,0,178
Cache,LEWISTON 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,126,0,0,126
Cache,MENDON 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,29,0,0,29
Cache,MENDON 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,398,0,0,398
Cache,MILLVILLE 17 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,35,1,0,36
Cache,MILLVILLE 25 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,293,1,0,294
Cache,NEWTON ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,193,0,0,193
Cache,NIBLEY 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,191,0,0,191
Cache,NIBLEY 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,308,0,0,308
Cache,Nibley 17 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,186,1,0,187
Cache,Nibley 25 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,10,0,0,10
Cache,NORTH LOGAN 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,158,4,0,162
Cache,NORTH LOGAN 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,204,0,0,204
Cache,NORTH LOGAN 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,241,1,0,242
Cache,NORTH LOGAN 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,261,2,0,263
Cache,NORTH LOGAN 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,356,1,0,357
Cache,NORTH LOGAN 06 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,221,1,0,222
Cache,PARADISE ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,301,3,0,304
Cache,PROVIDENCE 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,256,0,0,256
Cache,PROVIDENCE 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,362,4,0,366
Cache,PROVIDENCE 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,294,0,0,294
Cache,PROVIDENCE 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,237,0,0,237
Cache,PROVIDENCE 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,204,0,0,204
Cache,RICHMOND 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,163,0,0,163
Cache,RICHMOND 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,196,0,0,196
Cache,RIVER HEIGHTS 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,137,1,0,138
Cache,RIVER HEIGHTS 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,211,0,0,211
Cache,SMITHFIELD 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,186,0,0,186
Cache,SMITHFIELD 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,296,1,0,297
Cache,SMITHFIELD 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,270,1,0,271
Cache,SMITHFIELD 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,276,0,0,276
Cache,SMITHFIELD 05 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,210,0,0,210
Cache,SMITHFIELD 06 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,215,0,0,215
Cache,SMITHFIELD 07 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,306,1,0,307
Cache,TRENTON ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,84,0,0,84
Cache,WELLSVILLE 01 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,143,0,0,143
Cache,WELLSVILLE 02 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,187,0,0,187
Cache,WELLSVILLE 03 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,158,1,0,159
Cache,WELLSVILLE 04 ,UTAH SUPREME COURT  THOMAS R. LEE ,,YES ,NP ,193,3,0,196
Cache,LOGAN 01 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,22,0,0,22
Cache,LOGAN 01CSD ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,5,0,0,5
Cache,LOGAN 02 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,38,0,0,38
Cache,LOGAN 03 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,38,0,0,38
Cache,LOGAN 04 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,37,0,0,37
Cache,LOGAN 05 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,66,0,0,66
Cache,LOGAN 06 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,28,1,0,29
Cache,LOGAN 07 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,19,1,0,20
Cache,LOGAN 08 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,23,1,0,24
Cache,LOGAN 09 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,28,1,0,29
Cache,LOGAN 10 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,21,1,0,22
Cache,LOGAN 11 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,19,1,0,20
Cache,LOGAN 12 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,2,0,0,2
Cache,LOGAN 13 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,60,0,0,60
Cache,LOGAN 14 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,42,1,0,43
Cache,LOGAN 15 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,9,1,0,10
Cache,LOGAN 16 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,29,1,0,30
Cache,LOGAN 17 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,30,1,0,31
Cache,LOGAN 18 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,10,0,0,10
Cache,LOGAN 19 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,10,0,0,10
Cache,LOGAN 20 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,48,0,0,48
Cache,LOGAN 21 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,32,0,0,32
Cache,LOGAN 22 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,38,1,0,39
Cache,LOGAN 23 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,13,0,0,13
Cache,LOGAN 24 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,27,0,0,27
Cache,LOGAN 25 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,37,0,0,37
Cache,LOGAN 26 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,26,0,0,26
Cache,LOGAN 27I ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,41,1,0,42
Cache,LOGAN 27U ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,0,0,0,0
Cache,LOGAN 27CSD ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,5,0,0,5
Cache,LOGAN 27:17C ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,1,0,0,1
Cache,LOGAN 28 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,16,0,0,16
Cache,LOGAN 29 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,57,0,0,57
Cache,LOGAN 29CSD ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,0,0,0,0
Cache,LOGAN 30 ,UTAH SUPREME COURT CHRISTINE M. DURHAM ,,NO ,NP ,23,1,0,24
