county,precinct,office,district,Candidate,party,Polling,Early,Absentee,Paper,Provisional,votes
Washington,SG03,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG04,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG05,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG06,U.S. House,2,Bill Barron,,3,1,1,0,5,0
Washington,SG07,U.S. House,2,Bill Barron,,3,1,0,0,4,0
Washington,SG08,U.S. House,2,Bill Barron,,1,0,2,0,3,0
Washington,SG09,U.S. House,2,Bill Barron,,1,1,1,0,3,0
Washington,SG10,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG11,U.S. House,2,Bill Barron,,1,1,0,0,2,0
Washington,SG12,U.S. House,2,Bill Barron,,0,0,3,0,3,0
Washington,SG13,U.S. House,2,Bill Barron,,2,0,0,0,2,0
Washington,SG14,U.S. House,2,Bill Barron,,0,0,3,0,3,0
Washington,SG15,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG16,U.S. House,2,Bill Barron,,1,2,2,0,5,0
Washington,SG17,U.S. House,2,Bill Barron,,3,0,3,0,6,0
Washington,SG18,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG19,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG20,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG21,U.S. House,2,Bill Barron,,2,0,0,0,2,0
Washington,SG22,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG23,U.S. House,2,Bill Barron,,3,1,1,0,5,0
Washington,SG24,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG25,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG26,U.S. House,2,Bill Barron,,2,0,0,0,2,0
Washington,SG27,U.S. House,2,Bill Barron,,0,0,0,0,2,2
Washington,SG28,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG29,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG30,U.S. House,2,Bill Barron,,3,0,0,0,3,0
Washington,SG31,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG32,U.S. House,2,Bill Barron,,0,0,1,0,1,0
Washington,SG33,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG34,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG35,U.S. House,2,Bill Barron,,2,0,1,0,3,0
Washington,SG36,U.S. House,2,Bill Barron,,0,0,2,0,2,0
Washington,SG37,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG38,U.S. House,2,Bill Barron,,2,0,1,0,3,0
Washington,SG39,U.S. House,2,Bill Barron,,2,0,0,0,2,0
Washington,SG40,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG41,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,SG42,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG43,U.S. House,2,Bill Barron,,0,0,1,0,1,0
Washington,SG44,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,SG45,U.S. House,2,Bill Barron,,2,0,2,0,4,0
Washington,SG46,U.S. House,2,Bill Barron,,0,2,0,0,2,0
Washington,SP95,U.S. House,2,Bill Barron,,0,0,13,0,13,0
Washington,TQ96,U.S. House,2,Bill Barron,,1,1,1,0,3,0
Washington,VI89,U.S. House,2,Bill Barron,,0,0,2,0,2,0
Washington,WA60,U.S. House,2,Bill Barron,,2,0,1,0,3,0
Washington,WA61,U.S. House,2,Bill Barron,,1,1,0,0,2,0
Washington,WA62,U.S. House,2,Bill Barron,,1,1,0,0,2,0
Washington,WA63,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,WA64,U.S. House,2,Bill Barron,,1,0,3,0,4,0
Washington,WA65,U.S. House,2,Bill Barron,,0,0,0,0,0,0
Washington,WA66,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,WA67,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,WA68,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,WA69,U.S. House,2,Bill Barron,,1,0,0,0,1,0
Washington,Total,U.S. House,2,Bill Barron,,96,15,68,0,182,3
Washington,AV51,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COAND,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COCDSR,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COCNBR,U.S. House,2,Write-In,,0,0,3,0,3,0
Washington,CODAV,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,CODIV,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,CODXDR,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COGL,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COGUBL,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COHS74,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COHV28,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COHV29,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COLEED,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,CONCF,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,CONH,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COPINE,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COSN28,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COVE,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,COWH,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,EN82,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,HIL97,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,HU52,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,HU53,U.S. House,2,Write-In,,1,0,1,0,2,0
Washington,HU54,U.S. House,2,Write-In,,0,0,1,0,1,0
Washington,HU55,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,HU56,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,HU57,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,HU58,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,HU59,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,IV76,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,IV77,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,IV78,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,IV79,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,LA85,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,LA86,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,LA87,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,LE90,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,NH93,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,RC94,U.S. House,2,Write-In,,0,0,2,0,2,0
Washington,SC71,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SC72,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SC73,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SC74,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SG01,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG02,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG03,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SG04,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG05,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG06,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG07,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG08,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG09,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG10,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG11,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG12,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG13,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG14,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG15,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG16,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG17,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG18,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG19,U.S. House,2,Write-In,,0,0,1,0,1,0
Washington,SG20,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG21,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG22,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG23,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG24,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SG25,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG26,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG27,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG28,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG29,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG30,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG31,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG32,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG33,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG34,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG35,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG36,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SG37,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG38,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG39,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SG40,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG41,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG42,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG43,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SG44,U.S. House,2,Write-In,,0,0,0,0,1,1
Washington,SG45,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,SG46,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,SP95,U.S. House,2,Write-In,,0,0,2,0,2,0
Washington,TQ96,U.S. House,2,Write-In,,2,0,0,0,2,0
Washington,VI89,U.S. House,2,Write-In,,0,0,1,0,1,0
Washington,WA60,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA61,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA62,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA63,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA64,U.S. House,2,Write-In,,1,0,0,0,1,0
Washington,WA65,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA66,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA67,U.S. House,2,Write-In,,2,0,0,0,2,0
Washington,WA68,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,WA69,U.S. House,2,Write-In,,0,0,0,0,0,0
Washington,Total,U.S. House,2,Write-In,,14,0,11,0,26,1
Washington,AV51,Attorney General,,W. Andrew Mccullough,,0,0,7,0,0,7
Washington,COAND,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COCDSR,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COCNBR,Attorney General,,W. Andrew Mccullough,,0,0,2,0,0,2
Washington,CODAV,Attorney General,,W. Andrew Mccullough,,0,0,12,0,0,12
Washington,CODIV,Attorney General,,W. Andrew Mccullough,,8,0,0,0,0,8
Washington,CODXDR,Attorney General,,W. Andrew Mccullough,,0,0,4,0,0,4
Washington,COGL,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COGUBL,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COHS74,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COHV28,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COHV29,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COLEED,Attorney General,,W. Andrew Mccullough,,0,0,7,0,0,7
Washington,CONCF,Attorney General,,W. Andrew Mccullough,,1,0,0,0,0,1
Washington,CONH,Attorney General,,W. Andrew Mccullough,,13,0,2,0,0,15
Washington,COPINE,Attorney General,,W. Andrew Mccullough,,0,0,2,0,0,2
Washington,COSN28,Attorney General,,W. Andrew Mccullough,,0,0,0,0,0,0
Washington,COVE,Attorney General,,W. Andrew Mccullough,,0,0,6,0,0,6
Washington,COWH,Attorney General,,W. Andrew Mccullough,,8,2,1,0,0,11
Washington,EN82,Attorney General,,W. Andrew Mccullough,,5,0,0,0,0,5
Washington,HIL97,Attorney General,,W. Andrew Mccullough,,0,0,21,0,0,21
Washington,HU52,Attorney General,,W. Andrew Mccullough,,9,1,4,0,0,14
Washington,HU53,Attorney General,,W. Andrew Mccullough,,7,0,2,0,1,10
Washington,HU54,Attorney General,,W. Andrew Mccullough,,9,0,0,0,1,10
Washington,HU55,Attorney General,,W. Andrew Mccullough,,10,0,0,0,0,10
Washington,HU56,Attorney General,,W. Andrew Mccullough,,7,2,2,0,0,11
Washington,HU57,Attorney General,,W. Andrew Mccullough,,12,1,3,0,1,17
Washington,HU58,Attorney General,,W. Andrew Mccullough,,9,1,4,0,0,14
Washington,HU59,Attorney General,,W. Andrew Mccullough,,8,2,0,0,0,10
Washington,IV76,Attorney General,,W. Andrew Mccullough,,10,0,1,0,0,11
Washington,IV77,Attorney General,,W. Andrew Mccullough,,14,0,5,0,0,19
Washington,IV78,Attorney General,,W. Andrew Mccullough,,14,5,1,0,0,20
Washington,IV79,Attorney General,,W. Andrew Mccullough,,8,0,5,0,0,13
Washington,LA85,Attorney General,,W. Andrew Mccullough,,20,0,1,0,0,21
Washington,LA86,Attorney General,,W. Andrew Mccullough,,10,0,0,0,1,11
Washington,LA87,Attorney General,,W. Andrew Mccullough,,5,0,0,0,1,6
Washington,LE90,Attorney General,,W. Andrew Mccullough,,0,0,9,0,0,9
Washington,NH93,Attorney General,,W. Andrew Mccullough,,4,0,0,0,1,5
Washington,RC94,Attorney General,,W. Andrew Mccullough,,0,0,8,0,0,8
Washington,SC71,Attorney General,,W. Andrew Mccullough,,4,0,0,0,0,4
Washington,SC72,Attorney General,,W. Andrew Mccullough,,10,1,1,0,0,12
Washington,SC73,Attorney General,,W. Andrew Mccullough,,10,1,0,0,1,12
Washington,SC74,Attorney General,,W. Andrew Mccullough,,7,3,0,0,0,10
Washington,SG01,Attorney General,,W. Andrew Mccullough,,8,2,2,0,0,12
Washington,SG02,Attorney General,,W. Andrew Mccullough,,3,0,2,0,0,5
Washington,SG03,Attorney General,,W. Andrew Mccullough,,10,1,0,0,2,13
Washington,SG04,Attorney General,,W. Andrew Mccullough,,10,0,0,0,0,10
Washington,SG05,Attorney General,,W. Andrew Mccullough,,3,2,0,0,0,5
Washington,SG06,Attorney General,,W. Andrew Mccullough,,7,0,1,0,0,8
Washington,SG07,Attorney General,,W. Andrew Mccullough,,4,2,2,0,0,8
Washington,SG08,Attorney General,,W. Andrew Mccullough,,7,2,0,0,1,10
Washington,SG09,Attorney General,,W. Andrew Mccullough,,4,1,2,0,0,7
Washington,SG10,Attorney General,,W. Andrew Mccullough,,4,0,2,0,0,6
Washington,SG11,Attorney General,,W. Andrew Mccullough,,11,1,1,0,0,13
Washington,SG12,Attorney General,,W. Andrew Mccullough,,4,0,2,0,0,6
Washington,SG13,Attorney General,,W. Andrew Mccullough,,10,0,1,0,0,11
Washington,SG14,Attorney General,,W. Andrew Mccullough,,11,2,2,0,1,16
Washington,SG15,Attorney General,,W. Andrew Mccullough,,14,2,1,0,1,18
Washington,SG16,Attorney General,,W. Andrew Mccullough,,9,3,3,0,0,15
Washington,SG17,Attorney General,,W. Andrew Mccullough,,4,1,0,0,0,5
Washington,SG18,Attorney General,,W. Andrew Mccullough,,8,2,3,0,2,15
Washington,SG19,Attorney General,,W. Andrew Mccullough,,11,1,2,0,0,14
Washington,SG20,Attorney General,,W. Andrew Mccullough,,7,2,2,0,0,11
Washington,SG21,Attorney General,,W. Andrew Mccullough,,7,0,2,0,2,11
Washington,SG22,Attorney General,,W. Andrew Mccullough,,5,2,1,0,0,8
Washington,SG23,Attorney General,,W. Andrew Mccullough,,10,1,0,0,0,11
Washington,SG24,Attorney General,,W. Andrew Mccullough,,6,0,1,0,0,7
Washington,SG25,Attorney General,,W. Andrew Mccullough,,13,2,1,0,0,16
Washington,SG26,Attorney General,,W. Andrew Mccullough,,9,0,1,0,0,10
Washington,SG27,Attorney General,,W. Andrew Mccullough,,5,0,1,0,2,8
Washington,SG28,Attorney General,,W. Andrew Mccullough,,11,1,1,0,1,14
Washington,SG29,Attorney General,,W. Andrew Mccullough,,2,3,0,0,0,5
Washington,SG30,Attorney General,,W. Andrew Mccullough,,9,2,3,0,0,14
Washington,SG31,Attorney General,,W. Andrew Mccullough,,6,1,1,0,2,10
Washington,SG32,Attorney General,,W. Andrew Mccullough,,6,1,1,0,1,9
Washington,SG33,Attorney General,,W. Andrew Mccullough,,5,2,0,0,0,7
Washington,SG34,Attorney General,,W. Andrew Mccullough,,3,2,3,0,1,9
Washington,SG35,Attorney General,,W. Andrew Mccullough,,7,2,2,0,0,11
Washington,SG36,Attorney General,,W. Andrew Mccullough,,4,1,6,0,0,11
Washington,SG37,Attorney General,,W. Andrew Mccullough,,6,0,0,0,0,6
Washington,SG38,Attorney General,,W. Andrew Mccullough,,14,2,0,0,3,19
Washington,SG39,Attorney General,,W. Andrew Mccullough,,13,0,1,0,0,14
Washington,SG40,Attorney General,,W. Andrew Mccullough,,5,1,0,0,0,6
Washington,SG41,Attorney General,,W. Andrew Mccullough,,4,0,4,0,0,8
Washington,SG42,Attorney General,,W. Andrew Mccullough,,2,1,0,0,0,3
Washington,SG43,Attorney General,,W. Andrew Mccullough,,3,0,0,0,0,3
Washington,SG44,Attorney General,,W. Andrew Mccullough,,6,0,0,0,1,7
Washington,SG45,Attorney General,,W. Andrew Mccullough,,7,0,2,0,0,9
Washington,SG46,Attorney General,,W. Andrew Mccullough,,5,2,4,0,0,11
Washington,SP95,Attorney General,,W. Andrew Mccullough,,0,0,10,0,0,10
Washington,TQ96,Attorney General,,W. Andrew Mccullough,,13,0,1,0,0,14
Washington,VI89,Attorney General,,W. Andrew Mccullough,,0,0,8,0,0,8
Washington,WA60,Attorney General,,W. Andrew Mccullough,,12,1,1,0,0,14
Washington,WA61,Attorney General,,W. Andrew Mccullough,,3,1,2,0,0,6
Washington,WA62,Attorney General,,W. Andrew Mccullough,,15,2,1,0,0,18
Washington,WA63,Attorney General,,W. Andrew Mccullough,,14,1,1,0,1,17
Washington,WA64,Attorney General,,W. Andrew Mccullough,,24,3,0,0,0,27
Washington,WA65,Attorney General,,W. Andrew Mccullough,,7,3,0,0,0,10
Washington,WA66,Attorney General,,W. Andrew Mccullough,,9,1,2,0,1,13
Washington,WA67,Attorney General,,W. Andrew Mccullough,,11,0,2,0,2,15
Washington,WA68,Attorney General,,W. Andrew Mccullough,,11,1,0,0,0,12
Washington,WA69,Attorney General,,W. Andrew Mccullough,,0,0,2,0,0,2
Washington,Total,Attorney General,,W. Andrew Mccullough,,663,82,203,0,31,979
Washington,AV51,Attorney General,,Gregory G. Hansen,,0,0,23,0,0,23
Washington,COAND,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COCDSR,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COCNBR,Attorney General,,Gregory G. Hansen,,0,0,9,0,0,9
Washington,CODAV,Attorney General,,Gregory G. Hansen,,0,0,12,0,0,12
Washington,CODIV,Attorney General,,Gregory G. Hansen,,11,0,1,0,2,14
Washington,CODXDR,Attorney General,,Gregory G. Hansen,,0,0,10,0,0,10
Washington,COGL,Attorney General,,Gregory G. Hansen,,0,0,1,0,0,1
Washington,COGUBL,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COHS74,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COHV28,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COHV29,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COLEED,Attorney General,,Gregory G. Hansen,,0,0,4,0,0,4
Washington,CONCF,Attorney General,,Gregory G. Hansen,,3,0,0,0,1,4
Washington,CONH,Attorney General,,Gregory G. Hansen,,7,0,1,0,0,8
Washington,COPINE,Attorney General,,Gregory G. Hansen,,0,0,2,0,0,2
Washington,COSN28,Attorney General,,Gregory G. Hansen,,0,0,0,0,0,0
Washington,COVE,Attorney General,,Gregory G. Hansen,,0,0,8,0,0,8
Washington,COWH,Attorney General,,Gregory G. Hansen,,4,2,0,0,0,6
Washington,EN82,Attorney General,,Gregory G. Hansen,,17,0,0,0,1,18
Washington,HIL97,Attorney General,,Gregory G. Hansen,,0,0,26,0,0,26
Washington,HU52,Attorney General,,Gregory G. Hansen,,16,2,1,0,2,21
Washington,HU53,Attorney General,,Gregory G. Hansen,,14,0,0,0,0,14
Washington,HU54,Attorney General,,Gregory G. Hansen,,9,1,1,0,0,11
Washington,HU55,Attorney General,,Gregory G. Hansen,,8,1,4,0,0,13
Washington,HU56,Attorney General,,Gregory G. Hansen,,4,0,3,0,0,7
Washington,HU57,Attorney General,,Gregory G. Hansen,,11,2,3,0,0,16
Washington,HU58,Attorney General,,Gregory G. Hansen,,15,4,3,0,0,22
Washington,HU59,Attorney General,,Gregory G. Hansen,,9,4,2,0,1,16
Washington,IV76,Attorney General,,Gregory G. Hansen,,6,0,1,0,0,7
Washington,IV77,Attorney General,,Gregory G. Hansen,,15,2,3,0,1,21
Washington,IV78,Attorney General,,Gregory G. Hansen,,6,0,1,0,1,8
Washington,IV79,Attorney General,,Gregory G. Hansen,,13,1,1,0,1,16
Washington,LA85,Attorney General,,Gregory G. Hansen,,20,0,2,0,0,22
Washington,LA86,Attorney General,,Gregory G. Hansen,,12,0,2,0,0,14
Washington,LA87,Attorney General,,Gregory G. Hansen,,16,1,2,0,0,19
Washington,LE90,Attorney General,,Gregory G. Hansen,,0,0,13,0,0,13
Washington,NH93,Attorney General,,Gregory G. Hansen,,1,0,0,0,0,1
Washington,RC94,Attorney General,,Gregory G. Hansen,,0,0,2,0,0,2
Washington,SC71,Attorney General,,Gregory G. Hansen,,6,2,2,0,0,10
Washington,SC72,Attorney General,,Gregory G. Hansen,,14,0,0,0,0,14
Washington,SC73,Attorney General,,Gregory G. Hansen,,8,1,1,0,0,10
Washington,SC74,Attorney General,,Gregory G. Hansen,,8,1,0,0,0,9
Washington,SG01,Attorney General,,Gregory G. Hansen,,2,1,2,0,1,6
Washington,SG02,Attorney General,,Gregory G. Hansen,,7,0,0,0,0,7
Washington,SG03,Attorney General,,Gregory G. Hansen,,6,2,0,0,1,9
Washington,SG04,Attorney General,,Gregory G. Hansen,,3,0,1,0,0,4
Washington,SG05,Attorney General,,Gregory G. Hansen,,4,0,1,0,0,5
Washington,SG06,Attorney General,,Gregory G. Hansen,,5,0,0,0,0,5
Washington,SG07,Attorney General,,Gregory G. Hansen,,6,0,0,0,2,8
Washington,SG08,Attorney General,,Gregory G. Hansen,,9,1,1,0,0,11
Washington,SG09,Attorney General,,Gregory G. Hansen,,3,1,2,0,0,6
Washington,SG10,Attorney General,,Gregory G. Hansen,,2,0,1,0,0,3
Washington,SG11,Attorney General,,Gregory G. Hansen,,5,0,0,0,0,5
Washington,SG12,Attorney General,,Gregory G. Hansen,,8,2,2,0,3,15
Washington,SG13,Attorney General,,Gregory G. Hansen,,6,0,2,0,0,8
Washington,SG14,Attorney General,,Gregory G. Hansen,,9,0,7,0,0,16
Washington,SG15,Attorney General,,Gregory G. Hansen,,8,1,5,0,0,14
Washington,SG16,Attorney General,,Gregory G. Hansen,,6,0,2,0,0,8
Washington,SG17,Attorney General,,Gregory G. Hansen,,1,1,2,0,0,4
Washington,SG18,Attorney General,,Gregory G. Hansen,,9,2,1,0,2,14
Washington,SG19,Attorney General,,Gregory G. Hansen,,5,3,2,0,1,11
Washington,SG20,Attorney General,,Gregory G. Hansen,,6,0,1,0,0,7
Washington,SG21,Attorney General,,Gregory G. Hansen,,8,1,2,0,1,12
Washington,SG22,Attorney General,,Gregory G. Hansen,,11,0,2,0,0,13
Washington,SG23,Attorney General,,Gregory G. Hansen,,11,0,1,0,1,13
Washington,SG24,Attorney General,,Gregory G. Hansen,,4,0,1,0,0,5
Washington,SG25,Attorney General,,Gregory G. Hansen,,7,0,1,0,1,9
Washington,SG26,Attorney General,,Gregory G. Hansen,,4,1,3,0,0,8
Washington,SG27,Attorney General,,Gregory G. Hansen,,4,2,1,0,0,7
Washington,SG28,Attorney General,,Gregory G. Hansen,,9,1,0,0,0,10
Washington,SG29,Attorney General,,Gregory G. Hansen,,8,0,0,0,1,9
Washington,SG30,Attorney General,,Gregory G. Hansen,,12,0,1,0,0,13
Washington,SG31,Attorney General,,Gregory G. Hansen,,7,0,0,0,0,7
Washington,SG32,Attorney General,,Gregory G. Hansen,,6,3,3,0,1,13
Washington,SG33,Attorney General,,Gregory G. Hansen,,3,1,0,0,0,4
Washington,SG34,Attorney General,,Gregory G. Hansen,,5,1,5,0,0,11
Washington,SG35,Attorney General,,Gregory G. Hansen,,6,0,5,0,2,13
Washington,SG36,Attorney General,,Gregory G. Hansen,,3,0,8,0,2,13
Washington,SG37,Attorney General,,Gregory G. Hansen,,5,0,0,0,1,6
Washington,SG38,Attorney General,,Gregory G. Hansen,,6,0,1,0,0,7
Washington,SG39,Attorney General,,Gregory G. Hansen,,13,0,0,0,0,13
Washington,SG40,Attorney General,,Gregory G. Hansen,,9,5,1,0,0,15
Washington,SG41,Attorney General,,Gregory G. Hansen,,4,0,1,0,0,5
Washington,SG42,Attorney General,,Gregory G. Hansen,,5,1,0,0,0,6
Washington,SG43,Attorney General,,Gregory G. Hansen,,2,1,3,0,1,7
Washington,SG44,Attorney General,,Gregory G. Hansen,,0,1,0,0,0,1
Washington,SG45,Attorney General,,Gregory G. Hansen,,6,0,0,0,0,6
Washington,SG46,Attorney General,,Gregory G. Hansen,,11,0,0,0,1,12
Washington,SP95,Attorney General,,Gregory G. Hansen,,0,0,3,0,0,3
Washington,TQ96,Attorney General,,Gregory G. Hansen,,24,0,3,0,1,28
Washington,VI89,Attorney General,,Gregory G. Hansen,,0,0,4,0,0,4
Washington,WA60,Attorney General,,Gregory G. Hansen,,7,6,3,0,1,17
Washington,WA61,Attorney General,,Gregory G. Hansen,,7,1,4,0,1,13
Washington,WA62,Attorney General,,Gregory G. Hansen,,14,0,0,0,0,14
Washington,WA63,Attorney General,,Gregory G. Hansen,,21,4,0,0,0,25
Washington,WA64,Attorney General,,Gregory G. Hansen,,8,1,6,0,1,16
Washington,WA65,Attorney General,,Gregory G. Hansen,,6,2,1,0,0,9
Washington,WA66,Attorney General,,Gregory G. Hansen,,4,0,2,0,0,6
Washington,WA67,Attorney General,,Gregory G. Hansen,,11,1,6,0,0,18
Washington,WA68,Attorney General,,Gregory G. Hansen,,13,0,1,0,1,15
Washington,WA69,Attorney General,,Gregory G. Hansen,,4,0,1,0,1,6
Washington,Total,Attorney General,,Gregory G. Hansen,,651,71,249,0,38,1009
Washington,AV51,Attorney General,,Charles A. Stormont,,0,0,34,0,0,34
Washington,COAND,Attorney General,,Charles A. Stormont,,0,0,0,0,0,0
Washington,COCDSR,Attorney General,,Charles A. Stormont,,0,0,8,0,0,8
Washington,COCNBR,Attorney General,,Charles A. Stormont,,0,0,13,0,0,13
